        Frequency / MHz                S1,1/arg,degrees
----------------------------------------------------------------------
50.08249310                     -108.71759366
50.89027525                     -114.22273821
51.69805739                     -120.39445284
52.50583954                     -127.38911203
53.31362169                     -135.43553521
54.12140384                     -144.63711377
54.92918598                     -154.83232767
55.73696813                     -164.52535354
56.54475028                     -169.87994159
57.35253242                     -166.63077280
58.16031457                     -159.87981909
58.96809672                     -158.76474593
59.77587886                     -163.61513623
60.58366101                     -171.91503773
61.39144316                     177.82791696
62.19922530                     166.29471143
63.00700745                     153.89973542
63.81478960                     140.85612475
64.62257174                     127.46082172
65.43035389                     113.91350848
66.23813604                     100.48933878
67.04591818                     87.38118504
67.85370033                     74.75013005
68.66148248                     62.70908349
69.46926462                     51.27006004
70.27704677                     40.45026261
71.08482892                     30.16448817
71.89261106                     20.36258395
72.70039321                     10.92725736
73.50817536                     1.76865489
74.31595751                     -7.22803409
75.12373965                     -16.18179174
75.93152180                     -25.20451012
76.73930395                     -34.44763307
77.54708609                     -44.03895253
78.35486824                     -54.16771252
79.16265039                     -64.99978406
79.97043253                     -76.76577309
80.77821468                     -89.70323399
81.58599683                     -104.14049966
82.39377897                     -120.61553927
83.20156112                     -140.22374056
84.00934327                     -165.73360216
84.81712541                     157.27424902
85.62490756                     109.72103141
86.43268971                     71.54561402
87.24047185                     46.97221474
88.04825400                     29.77526739
88.85603615                     16.43551354
89.66381829                     5.31002806
90.47160044                     -4.43645261
91.27938259                     -13.27845306
92.08716473                     -21.57607111
92.89494688                     -29.55959812
93.70272903                     -37.47840857
94.51051117                     -45.50502841
95.31829332                     -53.85625190
96.12607547                     -62.70816018
96.93385762                     -72.27099326
97.74163976                     -82.75984406
98.54942191                     -94.39538742
99.35720406                     -107.43943567
100.16498620                     -122.08743855
100.97276835                     -138.50735306
101.78055050                     -156.60529684
102.58833264                     -176.01922037
103.39611479                     163.95740918
104.20389694                     144.16806455
105.01167908                     125.28316367
105.81946123                     107.74799070
106.62724338                     91.69433690
107.43502552                     77.14515803
108.24280767                     64.01250797
109.05058982                     52.17881361
109.85837196                     41.52672245
110.66615411                     31.89558400
111.47393626                     23.17726859
112.28171840                     15.19953732
113.08950055                     7.85160370
113.89728270                     0.94889329
114.70506484                     -5.63447734
115.51284699                     -12.02887786
116.32062914                     -18.27773464
117.12841129                     -24.31494220
117.93619343                     -29.98333363
118.74397558                     -34.77716614
119.55175773                     -37.70942587
120.35953987                     -35.66490047
121.16732202                     -19.24257912
121.97510417                     22.46650671
122.78288631                     47.56364211
123.59066846                     52.28817973
124.39845061                     49.82544874
125.20623275                     44.82791807
126.01401490                     38.76139290
126.82179705                     32.45974308
127.62957919                     26.12695563
128.43736134                     20.05176162
129.24514349                     14.19463911
130.05292563                     8.66114568
130.86070778                     3.38126247
131.66848993                     -1.64961244
132.47627207                     -6.43986181
133.28405422                     -11.10465736
134.09183637                     -15.53392594
134.89961851                     -19.98627588
135.70740066                     -24.16805028
136.51518281                     -28.50731815
137.32296496                     -32.22481039
138.13074710                     -35.16003013
138.93852925                     -31.71492497
139.74631140                     -27.50567416
140.55409354                     -34.12043946
141.36187569                     -41.59145762
142.16965784                     -47.13159438
142.97743998                     -52.07697362
143.78522213                     -56.02272786
144.59300428                     -59.77963213
145.40078642                     -62.59892344
146.20856857                     -65.19882518
147.01635072                     -66.83210347
147.82413286                     -68.26048727
148.63191501                     -68.90228116
149.43969716                     -69.51757701
