        Frequency / MHz                S1,1/arg,degrees
----------------------------------------------------------------------
50.04404243                     -107.65929629
51.47387222                     -117.10369404
52.90370200                     -128.37846201
54.33353178                     -142.20271666
55.76336157                     -159.64038968
57.19319135                     178.10562086
58.62302113                     150.28754095
60.05285092                     119.05178077
61.48268070                     92.19149938
62.91251049                     175.89503021
64.34234027                     179.29157992
65.77217005                     152.37008432
67.20199984                     124.42234979
68.63182962                     98.59013374
70.06165940                     75.61511552
71.49148919                     55.57795875
72.92131897                     38.11964480
74.35114876                     22.65577577
75.78097854                     8.64387584
77.21080832                     -4.55222935
78.64063811                     -17.45416176
80.07046789                     -30.52907185
81.50029767                     -44.23320415
82.93012746                     -59.06080580
84.35995724                     -75.70952755
85.78978703                     -95.07050611
87.21961681                     -118.37688873
88.64944659                     -147.31595326
90.07927638                     175.94863589
91.50910616                     131.17859230
92.93893594                     86.93007481
94.36876573                     52.34561984
95.79859551                     26.65014624
97.22842530                     6.42038357
98.65825508                     -10.77203918
100.08808486                     -26.52040514
101.51791465                     -42.06933440
102.94774443                     -58.78061905
104.37757421                     -78.43568157
105.80740400                     -103.80929929
107.23723378                     -138.50170704
108.66706357                     178.97473979
110.09689335                     140.02087473
111.52672313                     109.96667445
112.95655292                     86.45494234
114.38638270                     67.03984064
115.81621248                     50.40286034
117.24604227                     35.86853836
118.67587205                     22.98737468
120.10570184                     11.40023177
121.53553162                     0.76411335
122.96536140                     -9.20650424
124.39519119                     -18.69270660
125.82502097                     -27.62927699
127.25485075                     -35.20285967
128.68468054                     -38.15978506
130.11451032                     -24.23186824
131.54434011                     11.49547367
132.97416989                     20.94848214
134.40399967                     13.48912287
135.83382946                     2.06065933
137.26365924                     -9.65226129
138.69348902                     -20.85942501
140.12331881                     -31.33694232
141.55314859                     -40.30118077
142.98297838                     -46.11706313
144.41280816                     -48.90658440
145.84263794                     -51.73760554
147.27246773                     -56.37640933
148.70229751                     -62.35325818
