        Frequency / MHz                S1,1/arg,degrees
----------------------------------------------------------------------
51.15099132                     -117.37312348
52.57185219                     -128.66547924
53.99271306                     -132.72493744
55.41357393                     -134.61752802
56.83443480                     -145.38645704
58.25529567                     -160.58028437
59.67615654                     -178.36561341
61.09701741                     161.07222689
62.51787828                     138.37454622
63.93873915                     113.93153175
65.35960002                     88.91001267
66.78046089                     64.46126556
68.20132176                     41.09123839
69.62218263                     18.98001766
71.04304350                     -2.41020677
72.46390437                     -23.92749631
73.88476524                     -46.57006405
75.30562611                     -71.74971296
76.72648698                     -101.43468124
78.14734785                     -146.59317052
79.56820872                     93.82751332
80.98906959                     44.18227486
82.40993046                     20.17558793
83.83079133                     2.39084420
85.25165220                     -12.41524903
86.67251307                     -25.64631023
88.09337394                     -38.33712452
89.51423481                     -51.34903503
90.93509568                     -65.69442256
92.35595655                     -82.36757766
93.77681742                     -102.54403734
95.19767829                     -127.61673891
96.61853916                     -158.75437940
98.03940003                     164.37136517
99.46026090                     125.42403647
100.88112177                     89.61460210
102.30198264                     59.55801639
103.72284351                     35.02544213
105.14370438                     14.71871103
106.56456525                     -2.82957860
107.98542612                     -18.91597613
109.40628699                     -34.97511540
110.82714786                     -53.01756568
112.24800873                     -78.17498446
113.66886960                     -142.06148452
115.08973047                     130.66953615
116.51059134                     97.47947460
117.93145221                     74.93833701
119.35231308                     56.19571137
120.77317395                     40.10904720
122.19403481                     26.03517763
123.61489568                     13.55850492
125.03575655                     2.15093399
126.45661742                     -8.57876086
127.87747829                     -18.96625852
129.29833916                     -29.51769761
130.71920003                     -39.87336862
132.14006090                     -46.80897268
133.56092177                     -14.52213990
134.98178264                     20.06408647
136.40264351                     6.91038436
137.82350438                     -9.85473715
139.24436525                     -23.92960779
140.66522612                     -35.66591362
142.08608699                     -43.94652796
143.50694786                     -48.17682848
144.92780873                     -49.47326292
146.34866960                     -51.23879826
147.76953047                     -55.06976654
149.19039134                     -60.63663260
