Time (ns)	Input signal	Output signal
78.9	1.41E-70	54.60941279
79	9.66E-71	56.2747093
79.1	6.43E-71	57.85224208
79.2	4.19E-71	59.32767814
79.3	2.68E-71	60.68209517
79.4	1.69E-71	61.90289523
79.5	1.05E-71	62.97366215
79.6	6.45E-72	63.86818429
79.7	3.92E-72	64.55461289
79.8	2.36E-72	65.02835165
79.9	1.40E-72	65.2583513
80	8.27E-73	65.19425002
80.1	4.83E-73	64.85443196
80.2	2.79E-73	64.17479597
80.3	1.60E-73	63.15766125
80.4	9.04E-74	61.78926242
80.5	5.06E-74	60.01369354
80.6	2.80E-74	57.89304862
80.7	1.53E-74	55.35076631
80.8	8.22E-75	52.42098938
80.9	4.34E-75	49.10784337
81	2.24E-75	45.40034041
81.1	1.13E-75	41.34567848
81.2	5.49E-76	36.93778216
81.3	2.54E-76	32.22392496
81.4	1.08E-76	27.2229726
81.5	3.92E-77	21.99388639
81.6	9.08E-78	16.5598859
81.7	-2.66E-78	10.98494633
81.8	-6.10E-78	5.321153834
81.9	-6.13E-78	-0.402336241
82	-5.01E-78	-6.080963087
82.1	-3.71E-78	-11.69923591
82.2	-2.59E-78	-17.16562863
82.3	-1.74E-78	-22.43269638
82.4	-1.13E-78	-27.47409337
82.5	-7.22E-79	-32.14927985
82.6	-4.52E-79	-36.52855999
82.7	-2.78E-79	-40.46606603
82.8	-1.69E-79	-43.95516829
82.9	-1.01E-79	-46.99361434
83	-6.00E-80	-49.48652456
83.1	-3.52E-80	-51.48945743
83.2	-2.04E-80	-52.93281446
83.3	-1.17E-80	-53.8426663
83.4	-6.67E-81	-54.22619063
83.5	-3.76E-81	-54.07844567
83.6	-2.10E-81	-53.44280455
83.7	-1.16E-81	-52.33291333
83.8	-6.33E-82	-50.80469427
83.9	-3.42E-82	-48.8788701
84	-1.82E-82	-46.64347266
84.1	-9.57E-83	-44.10069261
84.2	-4.94E-83	-41.35344697
84.3	-2.50E-83	-38.46742758
84.4	-1.24E-83	-35.480612
84.5	-5.92E-84	-32.45346762
84.6	-2.70E-84	-29.45048146
84.7	-1.15E-84	-26.57216446
84.8	-4.37E-85	-23.86386875
84.9	-1.24E-85	-21.33439146
85	8.67E-89	-19.10652261
85.1	3.92E-86	-17.14947783
85.2	4.37E-86	-15.54553256
85.3	3.64E-86	-14.31131174
85.4	2.69E-86	-13.44247937
85.5	1.86E-86	-12.98263849
85.6	1.23E-86	-12.89639943
85.7	7.85E-87	-13.19076079
85.8	4.89E-87	-13.84522695
85.9	2.99E-87	-14.82698554
86	1.80E-87	-16.08324709
86.1	1.07E-87	-17.60840877
86.2	6.23E-88	-19.30361506
86.3	3.60E-88	-21.13145746
86.4	2.06E-88	-23.03860717
86.5	1.17E-88	-24.92418987
86.6	6.53E-89	-26.77021727
86.7	3.63E-89	-28.44633443
86.8	1.99E-89	-29.91774143
86.9	1.08E-89	-31.13429993
87	5.83E-90	-31.96563576
87.1	3.11E-90	-32.43517095
87.2	1.64E-90	-32.42154441
87.3	8.52E-91	-31.91499042
87.4	4.37E-91	-30.88341154
87.5	2.21E-91	-29.26003885
87.6	1.10E-91	-27.08164089
87.7	5.30E-92	-24.30447118
87.8	2.49E-92	-20.93928802
87.9	1.13E-92	-17.00628408
88	4.81E-93	-12.5479924
88.1	1.86E-93	-7.556079627
88.2	5.82E-94	-2.136111413
88.3	7.87E-95	3.687406514
88.4	-8.76E-95	9.857042249
88.5	-1.19E-94	16.22395914
88.6	-1.03E-94	22.85610115
88.7	-7.64E-95	29.49456284
88.8	-5.22E-95	36.16228511
88.9	-3.39E-95	42.75020079
89	-2.13E-95	49.1103132
89.1	-1.30E-95	55.22373072
89.2	-7.77E-96	60.93040929
89.3	-4.56E-96	66.19310035
89.4	-2.64E-96	70.94783989
89.5	-1.51E-96	75.02460979
89.6	-8.50E-97	78.51243858
89.7	-4.74E-97	81.22343809
89.8	-2.62E-97	83.16803021
89.9	-1.43E-97	84.32987396
90	-7.73E-98	84.64149663
90.1	-4.14E-98	84.13822336
90.2	-2.20E-98	82.79749597
90.3	-1.15E-98	80.64533008
90.4	-6.00E-99	77.70136715
90.5	-3.08E-99	74.02874075
90.6	-1.57E-99	69.62990601
90.7	-7.85E-100	64.61975744
90.8	-3.87E-100	59.0299599
90.9	-1.88E-100	52.92380087
91	-8.90E-101	46.47986659
91.1	-4.12E-101	39.60696533
91.2	-1.84E-101	32.5615627
91.3	-7.77E-102	25.37209478
91.4	-3.03E-102	18.10130372
91.5	-1.01E-102	10.94346252
91.6	-2.17E-103	3.806651436
91.7	5.78E-104	-3.059746803
91.8	1.22E-103	-9.642830331
91.9	1.13E-103	-15.89657026
92	8.43E-104	-21.68198665
92.1	5.73E-104	-27.04226952
92.2	3.68E-104	-31.85029844
92.3	2.26E-104	-36.11194195
92.4	1.35E-104	-39.80310355
92.5	7.92E-105	-42.87823292
92.6	4.55E-105	-45.37641017
92.7	2.57E-105	-47.2697829
92.8	1.43E-105	-48.58966624
92.9	7.88E-106	-49.35038705
93	4.29E-106	-49.60312687
93.1	2.31E-106	-49.35768471
93.2	1.23E-106	-48.68930273
93.3	6.48E-107	-47.64340208
93.4	3.39E-107	-46.24832208
93.5	1.75E-107	-44.61805252
93.6	8.96E-108	-42.75032932
93.7	4.54E-108	-40.76251012
93.8	2.28E-108	-38.67273762
93.9	1.13E-108	-36.53378377
94	5.52E-109	-34.45310602
94.1	2.66E-109	-32.41830213
94.2	1.26E-109	-30.51158056
94.3	5.87E-110	-28.76952365
94.4	2.66E-110	-27.20058263
94.5	1.17E-110	-25.87093568
94.6	4.90E-111	-24.75653443
94.7	1.92E-111	-23.89057755
94.8	6.68E-112	-23.28046564
94.9	1.72E-112	-22.90445323
95	-6.02E-115	-22.75723084
95.1	-4.62E-113	-22.83119991
95.2	-4.73E-113	-23.07951077
95.3	-3.63E-113	-23.48505165
95.4	-2.46E-113	-24.02079228
95.5	-1.56E-113	-24.61877384
95.6	-9.44E-114	-25.26173
95.7	-5.54E-114	-25.89569595
95.8	-3.17E-114	-26.4620595
95.9	-1.78E-114	-26.93679343
96	-9.81E-115	-27.24155125
96.1	-5.34E-115	-27.37193759
96.2	-2.87E-115	-27.25817594
96.3	-1.52E-115	-26.86395482
96.4	-7.98E-116	-26.17475436
96.5	-4.15E-116	-25.13875185
96.6	-2.13E-116	-23.74366762
96.7	-1.09E-116	-21.98216441
96.8	-5.47E-117	-19.82112833
96.9	-2.73E-117	-17.28002034
97	-1.35E-117	-14.37017215
97.1	-6.61E-118	-11.05370106
97.2	-3.19E-118	-7.416630272
97.3	-1.53E-118	-3.435542438
97.4	-7.19E-119	0.840283655
97.5	-3.33E-119	5.337361274
97.6	-1.51E-119	10.10900474
97.7	-6.73E-120	14.99726933
97.8	-2.91E-120	20.01457045
97.9	-1.21E-120	25.08557913
98	-4.72E-121	30.1213823
98.1	-1.67E-121	35.15221612
98.2	-4.82E-122	40.0092246
98.3	-6.09E-123	44.68676331
98.4	6.10E-123	49.1346727
98.5	7.63E-123	53.24212671
98.6	6.05E-123	57.02258346
98.7	4.12E-123	60.37088325
98.8	2.58E-123	63.25605204
98.9	1.54E-123	65.65306235
99	8.88E-124	67.49518115
99.1	4.98E-124	68.77249394
99.2	2.73E-124	69.46119778
99.3	1.47E-124	69.52955545
99.4	7.81E-125	68.98579895
99.5	4.09E-125	67.83007798
99.6	2.12E-125	66.03493894
99.7	1.09E-125	63.66644109
99.8	5.49E-126	60.69639705
99.9	2.75E-126	57.16803117
100	1.37E-126	53.15762503
100.1	6.73E-127	48.60313441
100.2	3.28E-127	43.66126924
100.3	1.58E-127	38.32133949
100.4	7.53E-128	32.63420474
100.5	3.55E-128	26.72366311
100.6	1.66E-128	20.53696883
100.7	7.61E-129	14.2731042
100.8	3.45E-129	7.877300735
100.9	1.53E-129	1.465788473
101	6.70E-130	-4.845252002
101.1	2.84E-130	-11.10960477
101.2	1.16E-130	-17.15329181
101.3	4.51E-131	-22.97077086
101.4	1.62E-131	-28.50574054
101.5	4.98E-132	-33.65989011
101.6	9.63E-133	-38.46212408
101.7	-2.43E-133	-42.80365609
101.8	-4.62E-133	-46.66774067
101.9	-3.90E-133	-50.0330792
102	-2.69E-133	-52.85552188
102.1	-1.68E-133	-55.12166489
102.2	-9.87E-134	-56.82631794
102.3	-5.58E-134	-57.94656359
102.4	-3.06E-134	-58.48694941
102.5	-1.64E-134	-58.46909864
102.6	-8.66E-135	-57.86910393
102.7	-4.49E-135	-56.75193184
102.8	-2.30E-135	-55.09683263
102.9	-1.16E-135	-52.9476951
103	-5.79E-136	-50.36990942
103.1	-2.86E-136	-47.32411084
103.2	-1.40E-136	-43.93959449
103.3	-6.78E-137	-40.20121477
103.4	-3.25E-137	-36.16453807
103.5	-1.54E-137	-31.9344652
103.6	-7.25E-138	-27.46163804
103.7	-3.37E-138	-22.88400419
103.8	-1.55E-138	-18.22494564
103.9	-7.05E-139	-13.51060391
104	-3.17E-139	-8.854163088
104.1	-1.40E-139	-4.225072003
104.2	-6.11E-140	0.259756051
104.3	-2.60E-140	4.587342744
104.4	-1.08E-140	8.715514537
104.5	-4.36E-141	12.58050699
104.6	-1.68E-141	16.18510626
104.7	-6.04E-142	19.46567573
104.8	-1.92E-142	22.40548607
104.9	-4.56E-143	24.98480713
105	-1.07E-146	27.17825148
105.1	1.03E-143	28.97281553
105.2	9.73E-144	30.36511791
105.3	6.83E-144	31.33989323
105.4	4.25E-144	31.89938195
105.5	2.47E-144	32.06246881
105.6	1.37E-144	31.80462155
105.7	7.40E-145	31.17588553
105.8	3.89E-145	30.17004815
105.9	2.00E-145	28.80073385
106	1.01E-145	27.13293388
106.1	5.06E-146	25.12347
106.2	2.49E-146	22.87256806
106.3	1.21E-146	20.36747337
106.4	5.85E-147	17.65081382
106.5	2.79E-147	14.78717281
106.6	1.32E-147	11.75273323
106.7	6.15E-148	8.644389158
106.8	2.85E-148	5.469429542
106.9	1.31E-148	2.267663112
107	5.92E-149	-0.897390895
107.1	2.66E-149	-4.048060175
107.2	1.18E-149	-7.089698301
107.3	5.18E-150	-10.0175083
107.4	2.23E-150	-12.79893106
107.5	9.49E-151	-15.38620365
107.6	3.97E-151	-17.78005955
107.7	1.62E-151	-19.93023043
107.8	6.42E-152	-21.82812462
107.9	2.44E-152	-23.45420015
108	8.76E-153	-24.78654775
108.1	2.86E-153	-25.82015838
108.2	7.59E-154	-26.54187225
108.3	8.53E-155	-26.94662842
108.4	-8.16E-155	-27.03148818
108.5	-9.22E-155	-26.80695008
108.6	-6.72E-155	-26.2559003
108.7	-4.20E-155	-25.41121272
108.8	-2.42E-155	-24.26973545
108.9	-1.33E-155	-22.84306034
109	-7.01E-156	-21.1690784
109.1	-3.61E-156	-19.23277143
109.2	-1.81E-156	-17.08944827
109.3	-8.97E-157	-14.74668739
109.4	-4.38E-157	-12.22319362
109.5	-2.11E-157	-9.579877
109.6	-1.00E-157	-6.786920502
109.7	-4.69E-158	-3.931446573
109.8	-2.18E-158	-1.013477612
109.9	-1.01E-158	1.935690821
110	-4.59E-159	4.856664645
110.1	-2.07E-159	7.7750451
110.2	-9.23E-160	10.60901166
110.3	-4.09E-160	13.35601148
110.4	-1.79E-160	15.99036365
110.5	-7.75E-161	18.46139728
110.6	-3.31E-161	20.78922512
110.7	-1.40E-161	22.91157068
110.8	-5.82E-162	24.82842786
110.9	-2.38E-162	26.52597994
111	-9.48E-163	27.97440358
111.1	-3.69E-163	29.18150081
111.2	-1.39E-163	30.12222501
111.3	-4.97E-164	30.80019032
111.4	-1.63E-164	31.21030262
111.5	-4.56E-165	31.35101606
111.6	-8.17E-166	31.22586447
111.7	1.85E-166	30.84162203
111.8	3.30E-166	30.20395144
111.9	2.57E-166	29.32228379
112	1.62E-166	28.22213402
112.1	9.28E-167	26.89108092
112.2	5.01E-167	25.37517308
112.3	2.60E-167	23.6786938
112.4	1.31E-167	21.81755435
112.5	6.45E-168	19.83321471
112.6	3.12E-168	17.7149848
112.7	1.49E-168	15.51700819
112.8	6.97E-169	13.246578
112.9	3.23E-169	10.92183215
113	1.48E-169	8.585422722
113.1	6.72E-170	6.231642658
113.2	3.01E-170	3.90838391
113.3	1.34E-170	1.623427976
113.4	5.89E-171	-0.607061254
113.5	2.57E-171	-2.747224916
113.6	1.11E-171	-4.812360596
113.7	4.72E-172	-6.757032531
113.8	1.99E-172	-8.584211823
113.9	8.35E-173	-10.28397124
114	3.44E-173	-11.83271959
114.1	1.39E-173	-13.24765658
114.2	5.56E-174	-14.50287691
114.3	2.18E-174	-15.6048053
114.4	8.36E-175	-16.55375517
114.5	3.09E-175	-17.34650332
114.6	1.09E-175	-17.98939161
114.7	3.59E-176	-18.48629235
114.8	1.05E-176	-18.84201015
114.9	2.31E-177	-19.06345781
115	-9.01E-180	-19.16448163
115.1	-4.40E-178	-19.14379578
115.2	-3.77E-178	-19.0246798
115.3	-2.43E-178	-18.80770655
115.4	-1.39E-178	-18.50481147
115.5	-7.41E-179	-18.14135729
115.6	-3.78E-179	-17.7006163
115.7	-1.87E-179	-17.22062009
115.8	-9.02E-180	-16.69503881
115.9	-4.26E-180	-16.1413304
116	-1.98E-180	-15.56828657
116.1	-9.07E-181	-14.97365281
116.2	-4.11E-181	-14.37347148
116.3	-1.84E-181	-13.77538133
116.4	-8.10E-182	-13.18147735
116.5	-3.55E-182	-12.59384623
116.6	-1.54E-182	-12.01466889
116.7	-6.61E-183	-11.44613193
116.8	-2.80E-183	-10.88900414
116.9	-1.18E-183	-10.34153302
117	-4.91E-184	-9.801708175
117.1	-2.03E-184	-9.26755409
117.2	-8.24E-185	-8.737127118
117.3	-3.31E-185	-8.207618568
117.4	-1.31E-185	-7.669799603
117.5	-5.14E-186	-7.120883489
117.6	-1.97E-186	-6.564191287
117.7	-7.36E-187	-5.984729474
117.8	-2.67E-187	-5.384339371
117.9	-9.37E-188	-4.759747871
118	-3.10E-188	-4.102540706
118.1	-9.21E-189	-3.419465531
118.2	-2.22E-189	-2.699278274
118.3	-2.32E-190	-1.948932714
118.4	2.01E-190	-1.164918284
118.5	2.11E-190	-0.348045191
118.6	1.42E-190	0.495975688
118.7	8.12E-191	1.367298214
118.8	4.29E-191	2.259113204
118.9	2.16E-191	3.167643731
119	1.05E-191	4.084250294
119.1	4.93E-192	5.009426524
119.2	2.28E-192	5.926402588
119.3	1.04E-192	6.831575359
119.4	4.64E-193	7.718754033
119.5	2.04E-193	8.571981108
119.6	8.91E-194	9.391548464
119.7	3.85E-194	10.16031026
119.8	1.64E-194	10.8764081
119.9	6.93E-195	11.53017322
120	2.90E-195	12.10871899
120.1	1.20E-195	12.61867128
120.2	4.94E-196	13.03956689
120.3	2.00E-196	13.37836839
120.4	8.03E-197	13.62748965
120.5	3.19E-197	13.78029187
120.6	1.26E-197	13.84661364
120.7	4.87E-198	13.81551403
120.8	1.85E-198	13.696603
120.9	6.93E-199	13.4889891
121	2.55E-199	13.19853706
121.1	9.14E-200	12.82990633
121.2	3.15E-200	12.38953501
121.3	1.03E-200	11.88621933
121.4	3.09E-201	11.32464593
121.5	8.06E-202	10.71744766
121.6	1.33E-202	10.06816309
121.7	-2.81E-203	9.396982824
121.8	-4.50E-203	8.701697236
121.9	-3.19E-203	7.992139762
122	-1.85E-203	7.289922886
122.1	-9.72E-204	6.590452432
122.2	-4.81E-204	5.906188104
122.3	-2.29E-204	5.248093123
122.4	-1.06E-204	4.615560855
122.5	-4.80E-205	4.024891398
122.6	-2.13E-205	3.461948865
122.7	-9.28E-206	2.94786082
122.8	-4.00E-206	2.474326383
122.9	-1.71E-206	2.043941419
123	-7.17E-207	1.6584222
123.1	-2.98E-207	1.311279454
123.2	-1.23E-207	1.003474231
123.3	-5.02E-208	0.728255822
123.4	-2.03E-208	0.482694904
123.5	-8.09E-209	0.257465602
123.6	-3.20E-209	0.05332535
123.7	-1.26E-209	-0.143501473
123.8	-4.88E-210	-0.336887067
123.9	-1.87E-210	-0.532356334
124	-7.04E-211	-0.743310343
124.1	-2.63E-211	-0.964206645
124.2	-9.66E-212	-1.212795735
124.3	-3.47E-212	-1.488602707
124.4	-1.21E-212	-1.795886303
124.5	-4.11E-213	-2.142665663
124.6	-1.34E-213	-2.522694042
124.7	-4.08E-214	-2.9455176
124.8	-1.09E-214	-3.406638902
124.9	-2.14E-215	-3.905755627
125	8.23E-218	-4.440075892
125.1	3.48E-216	-5.006342404
125.2	2.76E-216	-5.598317685
125.3	1.64E-216	-6.210311252
125.4	8.59E-217	-6.836241331
125.5	4.21E-217	-7.465812874
125.6	1.97E-217	-8.091500084
125.7	8.94E-218	-8.700600688
125.8	3.95E-218	-9.289452985
125.9	1.71E-218	-9.846081831
126	7.33E-219	-10.35084315
126.1	3.08E-219	-10.8143222
126.2	1.28E-219	-11.20728643
126.3	5.23E-220	-11.53048095
126.4	2.13E-220	-11.77744896
126.5	8.56E-221	-11.93266887
126.6	3.40E-221	-12.00235749
126.7	1.34E-221	-11.97207447
126.8	5.21E-222	-11.84354192
126.9	2.02E-222	-11.61530728
127	7.72E-223	-11.28522626
127.1	2.91E-223	-10.85665335
127.2	1.09E-223	-10.33184088
127.3	4.02E-224	-9.71566744
127.4	1.47E-224	-9.01263336
127.5	5.24E-225	-8.235406393
127.6	1.84E-225	-7.383670999
127.7	6.33E-226	-6.476362791
127.8	2.12E-226	-5.519251429
127.9	6.81E-227	-4.521052759
128	2.04E-227	-3.505767318
128.1	5.59E-228	-2.4664096
128.2	1.26E-228	-1.432923442
128.3	1.24E-229	-0.410214804
128.4	-9.64E-230	0.592313957
128.5	-9.21E-230	1.55266615
128.6	-5.64E-230	2.474722265
128.7	-2.96E-230	3.335474349
128.8	-1.44E-230	4.131177615
128.9	-6.63E-231	4.855739362
129	-2.95E-231	5.496573758
129.1	-1.28E-231	6.056567253
129.2	-5.44E-232	6.5250175
129.3	-2.26E-232	6.903188129
129.4	-9.27E-233	7.189747722
129.5	-3.76E-233	7.385667352
129.6	-1.51E-233	7.490819175
129.7	-5.97E-234	7.512444994
129.8	-2.33E-234	7.453288071
129.9	-9.04E-235	7.317976813
130	-3.48E-235	7.11995435
130.1	-1.33E-235	6.856598674
130.2	-4.97E-236	6.546861121
130.3	-1.85E-236	6.19641999
130.4	-6.84E-237	5.808750695
130.5	-2.50E-237	5.405745593
130.6	-9.00E-238	4.985701634
130.7	-3.19E-238	4.564033523
130.8	-1.12E-238	4.15043297
130.9	-3.86E-239	3.750089012
131	-1.30E-239	3.3775408
131.1	-4.24E-240	3.02960764
131.2	-1.34E-240	2.722565089
131.3	-4.04E-241	2.455831507
131.4	-1.13E-241	2.23453923
131.5	-2.66E-242	2.063669036
131.6	-3.90E-243	1.941545225
131.7	7.82E-244	1.871020816
131.8	1.14E-243	1.850721216
131.9	7.49E-244	1.879424734
132	3.99E-244	1.950306082
132.1	1.92E-244	2.068198186
132.2	8.75E-245	2.21841906
132.3	3.83E-245	2.401171472
132.4	1.63E-245	2.610396429
132.5	6.73E-246	2.83173651
132.6	2.74E-246	3.071764936
132.7	1.10E-246	3.308164326
132.8	4.36E-247	3.544169831
132.9	1.70E-247	3.769977392
133	6.54E-248	3.968940746
133.1	2.51E-248	4.15342025
133.2	9.50E-249	4.297882579
133.3	3.55E-249	4.407007437
133.4	1.31E-249	4.474659771
133.5	4.82E-250	4.491342599
133.6	1.76E-250	4.462568951
133.7	6.33E-251	4.37754581
133.8	2.24E-251	4.239764555
133.9	7.87E-252	4.047116352
134	2.74E-252	3.800199684
134.1	9.42E-253	3.500548191
134.2	3.15E-253	3.150390988
134.3	1.04E-253	2.753756915
134.4	3.34E-254	2.312253704
134.5	1.05E-254	1.835705027
134.6	3.12E-255	1.32154878
134.7	8.59E-256	0.782448787
134.8	2.11E-256	0.222461989
134.9	3.93E-257	-0.354878953
135	5.37E-260	-0.934189888
135.1	-5.33E-258	-1.523621098
135.2	-3.85E-258	-2.10246508
135.3	-2.09E-258	-2.671678616
135.4	-1.00E-258	-3.224126448
135.5	-4.52E-259	-3.749881994
135.6	-1.94E-259	-4.252935106
135.7	-8.07E-260	-4.7193321
135.8	-3.29E-260	-5.150509536
135.9	-1.31E-260	-5.543399113
136	-5.12E-261	-5.890806149
136.1	-1.97E-261	-6.197368609
136.2	-7.52E-262	-6.455430824
136.3	-2.84E-262	-6.669712087
136.4	-1.06E-262	-6.837858575
136.5	-3.88E-263	-6.960340242
136.6	-1.42E-263	-7.041830666
136.7	-5.14E-264	-7.080240418
136.8	-1.84E-264	-7.081566967
136.9	-6.51E-265	-7.045656097
137	-2.28E-265	-6.978239151
137.1	-7.93E-266	-6.880995896
137.2	-2.73E-266	-6.75883827
137.3	-9.24E-267	-6.613972138
137.4	-3.07E-267	-6.449761456
137.5	-1.01E-267	-6.271913843
137.6	-3.28E-268	-6.081143516
137.7	-1.04E-268	-5.880691569
137.8	-3.15E-269	-5.674781806
137.9	-9.26E-270	-5.464962248
138	-2.58E-270	-5.25213807
138.1	-6.56E-271	-5.037093124
138.2	-1.33E-271	-4.820611199
138.3	-1.10E-272	-4.603476083
138.4	8.57E-273	-4.38644289
138.5	7.52E-273	-4.169257393
138.6	4.24E-273	-3.950412138
138.7	2.05E-273	-3.728332656
138.8	9.13E-274	-3.501567338
138.9	3.86E-274	-3.268301635
139	1.58E-274	-3.026118609
139.1	6.28E-275	-2.773261294
139.2	2.44E-275	-2.507116103
139.3	9.34E-276	-2.225585386
139.4	3.53E-276	-1.92663885
139.5	1.31E-276	-1.60831336
139.6	4.81E-277	-1.268361197
139.7	1.74E-277	-0.906505045
139.8	6.29E-278	-0.520408873
139.9	2.24E-278	-0.109920845
140	7.88E-279	0.323242978
140.1	2.74E-279	0.783418572
140.2	9.48E-280	1.264392188
140.3	3.26E-280	1.767950532
140.4	1.10E-280	2.291849376
140.5	3.67E-281	2.830032862
140.6	1.21E-281	3.386624333
140.7	3.98E-282	3.951249934
140.8	1.29E-282	4.523313089
140.9	4.04E-283	5.098385142
141	1.24E-283	5.670430169
141.1	3.75E-284	6.233003098
141.2	1.09E-284	6.781036927
141.3	3.02E-285	7.314549682
141.4	7.62E-286	7.824194716
141.5	1.63E-286	8.300812707
141.6	2.36E-287	8.747575949
141.7	-4.01E-288	9.150143204
141.8	-5.61E-288	9.509155213
141.9	-3.33E-288	9.818944493
142	-1.63E-288	10.0717207
142.1	-7.19E-289	10.26978385
142.2	-3.01E-289	10.40434694
142.3	-1.21E-289	10.47501488
142.4	-4.68E-290	10.47966037
142.5	-1.80E-290	10.41604388
142.6	-6.72E-291	10.28361785
142.7	-2.46E-291	10.08243988
142.8	-8.94E-292	9.812728254
142.9	-3.20E-292	9.474915809
143	-1.14E-292	9.073561368
143.1	-3.99E-293	8.60690625
143.2	-1.38E-293	8.082790184
143.3	-4.75E-294	7.501575036
143.4	-1.61E-294	6.867335752
143.5	-5.47E-295	6.191394352
143.6	-1.82E-295	5.465942638
143.7	-5.95E-296	4.709687352
143.8	-1.96E-296	3.921968828
143.9	-6.33E-297	3.108851932
144	-2.02E-297	2.281298712
144.1	-6.32E-298	1.437156919
144.2	-1.93E-298	0.592145095
144.3	-5.97E-299	-0.25242849
144.4	-1.75E-299	-1.090804008
144.5	-4.95E-300	-1.911865039
144.6	-1.37E-300	-2.717253619
144.7	-3.41E-301	-3.494075328
144.8	-8.09E-302	-4.241714727
144.9	-1.34E-302	-4.954386225
145	3.78E-304	-5.624316103
145.1	1.40E-303	-6.253308337
145.2	1.04E-303	-6.832113275
145.3	5.01E-304	-7.360576859
145.4	2.20E-304	-7.835965556
145.5	9.36E-305	-8.254726995
145.6	3.55E-305	-8.617388863
145.7	1.40E-305	-8.921367471
145.8	5.18E-306	-9.16664728
145.9	1.85E-306	-9.353107186
146	6.89E-307	-9.481727927
146.1	2.37E-307	-9.552136435
146.2	8.45E-308	-9.567337667
146.3	2.98E-308	-9.527786433
146.4	0.00E+00	-9.435564853
146.5	0.00E+00	-9.29482907
146.6	2.61096414210750e-310	-9.105214415
146.7	4.80042019422100e-311	-8.873032125
146.8	-6.12470960259330e-311	-8.599003733
146.9	2.63819332356170e-311	-8.287184115
147	-6.79258762370000e-312	-7.94321918
147.1	3.79402772160000e-313	-7.565731012
147.2	7.30737443600000e-313	-7.162364795
147.3	-4.34050501047000e-313	-6.736986234
147.4	1.42867887160000e-313	-6.2905277
147.5	-2.43515383900000e-314	-5.829190458
147.6	-5.69788168400000e-315	-5.35582526
147.7	6.33994260000000e-315	-4.873185064
147.8	-2.64736754300000e-315	-4.38546622
147.9	6.58793683000000e-316	-3.895514165
148	-2.43220600000000e-317	-3.405895406
148.1	-7.78720800000000e-317	-2.919797038
148.2	4.41105170000000e-317	-2.44079367
148.3	-1.41238050000000e-317	-1.969985325
148.4	2.25060000000000e-318	-1.509796549
148.5	6.59480000000000e-319	-1.063646219
148.6	-6.54890000000000e-319	-0.631466834
148.7	2.65240000000000e-319	-0.215889884
148.8	-6.37000000000000e-320	0.181595699
148.9	1.02300000000000e-321	0.561004041
149	8.26000000000000e-321	0.9202271
149.1	-4.47600000000000e-321	1.259297424
149.2	1.39300000000000e-321	1.577844051
149.3	-2.08000000000000e-322	1.874811664
149.4	-7.40000000000000e-323	2.151213606
149.5	6.90000000000000e-323	2.406318007
149.6	-2.50000000000000e-323	2.640603769
149.7	4.90000000000000e-324	2.854969017
149.8	0	3.049025635
149.9	0	3.224382208
150	0	3.3811992
150.1	0	3.52037483
150.2	0	3.643309687
150.3	0	3.7504192
150.4	0	3.843093373
150.5	0	3.922319284
150.6	0	3.989104732
150.7	0	4.044646413
150.8	0	4.090077525
150.9	0	4.126341513
151	0	4.15440885
151.1	0	4.175282458
151.2	0	4.189823752
151.3	0	4.198867447
151.4	0	4.203147025
151.5	0	4.203264053
151.6	0	4.19979665
151.7	0	4.193142888
151.8	0	4.183579251
151.9	0	4.17134745
152	0	4.156514354
152.1	0	4.139087941
152.2	0	4.118940553
152.3	0	4.095599729
152.4	0	4.068546765
152.5	0	4.037554368
152.6	0	4.002425308
152.7	0	3.961822686
152.8	0	3.915096609
152.9	0	3.861724592
153	0	3.800405871
153.1	0	3.730384033
153.2	0	3.650848527
153.3	0	3.560742697
153.4	0	3.459034309
153.5	0	3.345005774
153.6	0	3.217940572
153.7	0	3.076679646
153.8	0	2.920941326
153.9	0	2.750235812
154	0	2.563588929
154.1	0	2.361608478
154.2	0	2.143579904
154.3	0	1.90963026
154.4	0	1.660401809
154.5	0	1.396082804
154.6	0	1.117426229
154.7	0	0.825548021
154.8	0	0.521461153
154.9	0	0.206108943
155	0	-0.117648703
155.1	0	-0.450213797
155.2	0	-0.787547536
155.3	0	-1.128725612
155.4	0	-1.472004817
155.5	0	-1.812997308
155.6	0	-2.152306238
155.7	0	-2.48519655
155.8	0	-2.809320459
155.9	0	-3.123831226
156	0	-3.423792381
156.1	0	-3.708898604
156.2	0	-3.975306948
156.3	0	-4.221289461
156.4	0	-4.446159331
156.5	0	-4.645138921
156.6	0	-4.820009635
156.7	0	-4.966563424
156.8	0	-5.085077525
156.9	0	-5.174969615
157	0	-5.234272749
157.1	0	-5.264383399
157.2	0	-5.263941167
157.3	0	-5.234256621
157.4	0	-5.175498456
157.5	0	-5.089006903
157.6	0	-4.975384679
157.7	0	-4.836703118
157.8	0	-4.674632106
157.9	0	-4.490667639
158	0	-4.287795029
158.1	0	-4.066776042
158.2	0	-3.832315205
158.3	0	-3.585072071
158.4	0	-3.327157631
158.5	0	-3.063742104
158.6	0	-2.794766088
158.7	0	-2.523232347
158.8	0	-2.252780113
158.9	0	-1.983833303
159	0	-1.71927893
159.1	0	-1.460802334
159.2	0	-1.210203276
159.3	0	-0.96887516
159.4	0	-0.736916843
159.5	0	-0.517293481
159.6	0	-0.308098053
