Time (ns)	Input signal	Output signal
159.7	0	-0.111388213
159.8	0	0.073160107
159.9	0	0.246090505
160	0	0.407308175
160.1	0	0.557883736
160.2	0	0.698384267
160.3	0	0.829987629
160.4	0	0.953369604
160.5	0	1.070608235
160.6	0	1.181939598
160.7	0	1.289590967
160.8	0	1.394279786
160.9	0	1.497207716
161	0	1.600005626
161.1	0	1.70377248
161.2	0	1.809523171
161.3	0	1.917694351
161.4	0	2.028675886
161.5	0	2.143658389
161.6	0	2.262431856
161.7	0	2.384716176
161.8	0	2.510667491
161.9	0	2.639583662
162	0	2.770577474
162.1	0	2.902740405
162.2	0	3.035129446
162.3	0	3.166716548
162.4	0	3.29509242
162.5	0	3.418034697
162.6	0	3.535653339
162.7	0	3.644549793
162.8	0	3.742509258
162.9	0	3.828955701
163	0	3.90059815
163.1	0	3.956386924
163.2	0	3.993863623
163.3	0	4.011597589
163.4	0	4.009079834
163.5	0	3.982871919
163.6	0	3.934274098
163.7	0	3.860705856
163.8	0	3.762392989
163.9	0	3.639289951
164	0	3.490805582
164.1	0	3.318023279
164.2	0	3.121274495
164.3	0	2.90173823
164.4	0	2.660392917
164.5	0	2.399987212
164.6	0	2.120510911
164.7	0	1.826051027
164.8	0	1.518378347
164.9	0	1.199009455
165	0	0.87344051
165.1	0	0.541039589
165.2	0	0.207616269
165.3	0	-0.12474581
165.4	0	-0.454405689
165.5	0	-0.775210184
165.6	0	-1.088316144
165.7	0	-1.387393374
165.8	0	-1.671799564
165.9	0	-1.939648457
166	0	-2.185958184
166.1	0	-2.412992811
166.2	0	-2.615610923
166.3	0	-2.794455928
166.4	0	-2.948826094
166.5	0	-3.076176156
166.6	0	-3.179484809
166.7	0	-3.256216493
166.8	0	-3.308024657
166.9	0	-3.33564538
167	0	-3.340233466
167.1	0	-3.322954979
167.2	0	-3.285870061
167.3	0	-3.230937066
167.4	0	-3.159502825
167.5	0	-3.075267708
167.6	0	-2.978455267
167.7	0	-2.873459476
167.8	0	-2.762426637
167.9	0	-2.646765521
168	0	-2.528386173
168.1	0	-2.40958912
168.2	0	-2.294253227
168.3	0	-2.183434988
168.4	0	-2.07716246
168.5	0	-1.978601957
168.6	0	-1.887683507
168.7	0	-1.805492197
168.8	0	-1.732579168
168.9	0	-1.668354553
169	0	-1.613374286
169.1	0	-1.566799657
169.2	0	-1.527420458
169.3	0	-1.494917076
169.4	0	-1.467440514
169.5	0	-1.442782683
169.6	0	-1.4207197
169.7	0	-1.398031556
169.8	0	-1.372845614
169.9	0	-1.344274426
170	0	-1.307752407
170.1	0	-1.264938067
170.2	0	-1.210602643
170.3	0	-1.144269431
170.4	0	-1.065138688
170.5	0	-0.9698097
170.6	0	-0.859266631
170.7	0	-0.731404704
170.8	0	-0.586066174
170.9	0	-0.42343386
171	0	-0.243377807
171.1	0	-0.046402267
171.2	0	0.166096329
171.3	0	0.393117316
171.4	0	0.633495915
171.5	0	0.882969054
171.6	0	1.143512472
171.7	0	1.408077909
171.8	0	1.676175666
171.9	0	1.945020891
172	0	2.209458384
172.1	0	2.469995408
172.2	0	2.71928257
172.3	0	2.956011143
172.4	0	3.178364043
172.5	0	3.379625896
172.6	0	3.561481315
172.7	0	3.717282372
172.8	0	3.847142238
172.9	0	3.948859633
173	0	4.018819796
173.1	0	4.058985558
173.2	0	4.065606426
173.3	0	4.03974788
173.4	0	3.981186939
173.5	0	3.890112371
173.6	0	3.767557451
173.7	0	3.615025688
173.8	0	3.434242577
173.9	0	3.226376311
174	0	2.996045567
174.1	0	2.742839621
174.2	0	2.472852922
174.3	0	2.18759019
174.4	0	1.889406845
174.5	0	1.585398294
174.6	0	1.274095943
174.7	0	0.963827416
174.8	0	0.654521189
174.9	0	0.35000439
175	0	0.057431265
175.1	0	-0.228046194
175.2	0	-0.49675665
175.3	0	-0.749124216
175.4	0	-0.983858299
175.5	0	-1.19666968
175.6	0	-1.389939459
175.7	0	-1.559729318
175.8	0	-1.706622378
175.9	0	-1.83083097
176	0	-1.932033109
176.1	0	-2.011022831
176.2	0	-2.068997876
176.3	0	-2.106871099
176.4	0	-2.125930891
176.5	0	-2.129388738
176.6	0	-2.116548681
176.7	0	-2.092262214
176.8	0	-2.057193882
176.9	0	-2.01303732
177	0	-1.964991781
177.1	0	-1.910545028
177.2	0	-1.855358567
177.3	0	-1.801274371
177.4	0	-1.749447682
177.5	0	-1.700798306
177.6	0	-1.656608032
177.7	0	-1.619283525
177.8	0	-1.588774854
177.9	0	-1.565313967
178	0	-1.549924115
178.1	0	-1.542030812
178.2	0	-1.541163469
178.3	0	-1.547121123
178.4	0	-1.558709078
178.5	0	-1.574882912
178.6	0	-1.594067885
178.7	0	-1.614713822
178.8	0	-1.636196452
178.9	0	-1.655188254
179	0	-1.670355857
179.1	0	-1.681701091
179.2	0	-1.684706036
179.3	0	-1.678969332
179.4	0	-1.66369019
179.5	0	-1.635285049
179.6	0	-1.595078566
179.7	0	-1.539841281
179.8	0	-1.470167394
179.9	0	-1.385254885
180	0	-1.284269231
180.1	0	-1.168202366
180.2	0	-1.036692116
180.3	0	-0.890769076
180.4	0	-0.731024864
180.5	0	-0.559517915
180.6	0	-0.376222157
180.7	0	-0.184346802
180.8	0	0.014814256
180.9	0	0.219983166
181	0	0.426567579
181.1	0	0.636174638
181.2	0	0.842919924
181.3	0	1.045724792
181.4	0	1.243039198
181.5	0	1.430296138
181.6	0	1.608975211
181.7	0	1.7735604
181.8	0	1.924415414
181.9	0	2.059983702
182	0	2.176422273
182.1	0	2.277130604
182.2	0	2.357227043
182.3	0	2.418174219
182.4	0	2.459722552
182.5	0	2.481197549
182.6	0	2.484055194
182.7	0	2.468285965
182.8	0	2.435197229
182.9	0	2.38547252
183	0	2.32161655
183.1	0	2.243678817
183.2	0	2.155226931
183.3	0	2.056520995
183.4	0	1.949896668
183.5	0	1.838896384
183.6	0	1.722868921
183.7	0	1.605360348
183.8	0	1.488796006
183.9	0	1.373119253
184	0	1.261368982
184.1	0	1.154265288
184.2	0	1.05335871
184.3	0	0.959607007
184.4	0	0.873013308
184.5	0	0.795195842
184.6	0	0.725536808
184.7	0	0.664295641
184.8	0	0.611329389
184.9	0	0.565878641
185	0	0.5270411
185.1	0	0.494646732
185.2	0	0.466450088
185.3	0	0.442102521
185.4	0	0.420181398
185.5	0	0.397464951
185.6	0	0.375918215
185.7	0	0.350694474
185.8	0	0.321900142
185.9	0	0.288337133
186	0	0.247058383
186.1	0	0.199339367
186.2	0	0.142075128
186.3	0	0.075335983
186.4	0	-0.001288433
186.5	0	-0.088988173
186.6	0	-0.186857852
186.7	0	-0.295380307
186.8	0	-0.41401962
186.9	0	-0.542143315
187	0	-0.678326664
187.1	0	-0.822706692
187.2	0	-0.97216541
187.3	0	-1.126468375
187.4	0	-1.283620296
187.5	0	-1.440456855
187.6	0	-1.598112551
187.7	0	-1.751078749
187.8	0	-1.899011967
187.9	0	-2.040401164
188	0	-2.171027686
188.1	0	-2.291252076
188.2	0	-2.397360276
188.3	0	-2.488813928
188.4	0	-2.564603193
188.5	0	-2.621415722
188.6	0	-2.660659224
188.7	0	-2.679407375
188.8	0	-2.678484023
188.9	0	-2.657147494
189	0	-2.615243218
189.1	0	-2.553439692
189.2	0	-2.472147816
189.3	0	-2.372368073
189.4	0	-2.254711348
189.5	0	-2.121725841
189.6	0	-1.97298566
189.7	0	-1.812189769
189.8	0	-1.640236515
189.9	0	-1.458558726
190	0	-1.271164234
190.1	0	-1.07734919
190.2	0	-0.882441114
190.3	0	-0.686089286
190.4	0	-0.490468597
190.5	0	-0.300262405
190.6	0	-0.112743305
190.7	0	0.066477573
190.8	0	0.237439852
190.9	0	0.399353597
191	0	0.549347244
191.1	0	0.689251412
191.2	0	0.816161281
191.3	0	0.930408366
191.4	0	1.032256345
191.5	0	1.121065028
191.6	0	1.197515555
191.7	0	1.262109527
191.8	0	1.315275312
191.9	0	1.357746268
192	0	1.391125775
192.1	0	1.415306229
192.2	0	1.432665731
192.3	0	1.443557176
192.4	0	1.449202202
192.5	0	1.451110322
192.6	0	1.450335975
192.7	0	1.448094292
192.8	0	1.445230473
192.9	0	1.442390997
193	0	1.440163467
193.1	0	1.43929997
193.2	0	1.440869126
193.3	0	1.444622596
193.4	0	1.450341872
193.5	0	1.458527199
193.6	0	1.468736299
193.7	0	1.480424007
193.8	0	1.493129633
193.9	0	1.506311125
194	0	1.518992691
194.1	0	1.530057742
194.2	0	1.538629966
194.3	0	1.544288687
194.4	0	1.545599582
194.5	0	1.540431881
194.6	0	1.530290775
194.7	0	1.51169573
194.8	0	1.485028714
194.9	0	1.449716525
195	0	1.40395346
195.1	0	1.348804854
195.2	0	1.282569269
195.3	0	1.205799229
195.4	0	1.118455035
195.5	0	1.020527501
195.6	0	0.912435136
195.7	0	0.795027
195.8	0	0.668758816
195.9	0	0.534515872
196	0	0.394300155
196.1	0	0.247302309
196.2	0	0.096922744
196.3	0	-0.056382752
196.4	0	-0.211380928
196.5	0	-0.364838481
196.6	0	-0.518053263
196.7	0	-0.666770514
196.8	0	-0.810544736
196.9	0	-0.948617749
197	0	-1.077770821
197.1	0	-1.198928015
197.2	0	-1.30903374
197.3	0	-1.408195067
197.4	0	-1.495577813
197.5	0	-1.569547934
197.6	0	-1.631103029
197.7	0	-1.678745763
197.8	0	-1.713047449
197.9	0	-1.734008933
198	0	-1.741976584
198.1	0	-1.737314576
198.2	0	-1.720977177
198.3	0	-1.693667277
198.4	0	-1.655999449
198.5	0	-1.609997967
198.6	0	-1.55541398
198.7	0	-1.49527074
198.8	0	-1.429406913
198.9	0	-1.358924922
199	0	-1.28699928
199.1	0	-1.213616149
199.2	0	-1.139529988
199.3	0	-1.066215679
199.4	0	-0.995045196
199.5	0	-0.926926317
199.6	0	-0.86234338
199.7	0	-0.802169836
199.8	0	-0.74664932
199.9	0	-0.69589496
200	0	-0.650464606
200.1	0	-0.610000723
200.2	0	-0.574281451
200.3	0	-0.543165398
200.4	0	-0.516175029
200.5	0	-0.492117529
200.6	0	-0.471383076
200.7	0	-0.451940751
200.8	0	-0.433866772
200.9	0	-0.415970046
201	0	-0.397035214
201.1	0	-0.376772835
201.2	0	-0.353306107
201.3	0	-0.326852903
201.4	0	-0.296380024
201.5	0	-0.260204793
201.6	0	-0.219922059
201.7	0	-0.172981517
201.8	0	-0.120323143
201.9	0	-0.061474392
202	0	0.003641755
202.1	0	0.074495179
202.2	0	0.150996604
202.3	0	0.232515854
202.4	0	0.318634104
202.5	0	0.407963344
202.6	0	0.500691996
202.7	0	0.594416745
202.8	0	0.68960886
202.9	0	0.784000074
203	0	0.87600632
203.1	0	0.967047022
203.2	0	1.05263115
203.3	0	1.133423418
203.4	0	1.208546572
203.5	0	1.275120725
203.6	0	1.335098926
203.7	0	1.385068503
203.8	0	1.425706782
203.9	0	1.45664533
204	0	1.47642075
204.1	0	1.486209812
204.2	0	1.484837819
204.3	0	1.473136499
204.4	0	1.451113002
204.5	0	1.419352246
204.6	0	1.378245931
204.7	0	1.328793903
204.8	0	1.271717916
204.9	0	1.20756146
205	0	1.138621081
205.1	0	1.06376253
205.2	0	0.986203659
205.3	0	0.906277712
205.4	0	0.82407409
205.5	0	0.742344879
205.6	0	0.661530245
205.7	0	0.582530466
205.8	0	0.505766232
205.9	0	0.431816543
206	0	0.362394179
206.1	0	0.296441323
206.2	0	0.235608832
206.3	0	0.179418394
206.4	0	0.127922398
206.5	0	0.081453553
206.6	0	0.039123306
206.7	0	0.001030978
206.8	0	-0.03350524
206.9	0	-0.064838017
207	0	-0.094122331
207.1	0	-0.121168971
207.2	0	-0.147709309
207.3	0	-0.173837228
207.4	0	-0.20032994
207.5	0	-0.228678537
207.6	0	-0.258348815
207.7	0	-0.291040362
207.8	0	-0.32684572
207.9	0	-0.365914429
208	0	-0.409250782
208.1	0	-0.456089718
208.2	0	-0.507342708
208.3	0	-0.562339348
208.4	0	-0.621027091
208.5	0	-0.682884252
208.6	0	-0.747596986
208.7	0	-0.814128076
208.8	0	-0.881859329
208.9	0	-0.950109789
209	0	-1.017293842
209.1	0	-1.082762778
209.2	0	-1.145363213
209.3	0	-1.203660149
209.4	0	-1.256989775
209.5	0	-1.303169951
209.6	0	-1.342778205
209.7	0	-1.373079664
209.8	0	-1.39429251
209.9	0	-1.405380262
210	0	-1.404675868
210.1	0	-1.393623175
210.2	0	-1.369937028
210.3	0	-1.334432868
210.4	0	-1.286955144
210.5	0	-1.227398248
210.6	0	-1.156578979
210.7	0	-1.074730404
210.8	0	-0.982862862
210.9	0	-0.881515644
211	0	-0.772438284
211.1	0	-0.655936295
211.2	0	-0.534329943
211.3	0	-0.408394904
211.4	0	-0.279523523
211.5	0	-0.150745484
211.6	0	-0.020711752
211.7	0	0.106228644
211.8	0	0.22963336
211.9	0	0.348459029
212	0	0.459563633
212.1	0	0.564693477
212.2	0	0.659909471
212.3	0	0.745366073
212.4	0	0.820645317
212.5	0	0.883900826
212.6	0	0.936121052
212.7	0	0.975990141
212.8	0	1.003949661
212.9	0	1.02022086
213	0	1.024956523
213.1	0	1.018728431
213.2	0	1.002473698
213.3	0	0.976901446
213.4	0	0.942828609
213.5	0	0.902480834
213.6	0	0.8548641
213.7	0	0.803520049
213.8	0	0.748780705
213.9	0	0.691386326
214	0	0.633948286
214.1	0	0.577382925
214.2	0	0.522749836
214.3	0	0.471123086
214.4	0	0.423046747
214.5	0	0.380680958
214.6	0	0.343336272
214.7	0	0.312715662
214.8	0	0.288708595
214.9	0	0.271523075
215	0	0.261471895
215.1	0	0.258108499
215.2	0	0.261294167
215.3	0	0.270564816
215.4	0	0.285344314
215.5	0	0.30433599
215.6	0	0.327709899
215.7	0	0.353324298
215.8	0	0.380521887
215.9	0	0.408866625
216	0	0.435933948
216.1	0	0.461633365
216.2	0	0.483864859
216.3	0	0.502247275
216.4	0	0.515865243
216.5	0	0.522688616
216.6	0	0.523414861
216.7	0	0.515884815
216.8	0	0.500570366
216.9	0	0.476729427
217	0	0.443950909
217.1	0	0.402756286
217.2	0	0.352780022
217.3	0	0.294619114
217.4	0	0.228568112
217.5	0	0.155928916
217.6	0	0.076238337
217.7	0	-0.008290037
217.8	0	-0.09698513
217.9	0	-0.189189039
218	0	-0.282025225
218.1	0	-0.37690926
218.2	0	-0.469885088
218.3	0	-0.56088997
218.4	0	-0.648765515
218.5	0	-0.73083581
218.6	0	-0.808090592
218.7	0	-0.877300786
218.8	0	-0.93873256
218.9	0	-0.991389027
219	0	-1.033505852
219.1	0	-1.066451002
219.2	0	-1.088093606
219.3	0	-1.099003806
219.4	0	-1.099131249
219.5	0	-1.08844181
219.6	0	-1.067357543
219.7	0	-1.036407375
219.8	0	-0.996206718
219.9	0	-0.947316238
220	0	-0.891340942
220.1	0	-0.828234115
220.2	0	-0.760221916
220.3	0	-0.687779948
220.4	0	-0.611829502
220.5	0	-0.535425538
220.6	0	-0.456631554
220.7	0	-0.379584422
220.8	0	-0.304045008
220.9	0	-0.230895694
221	0	-0.162358359
221.1	0	-0.097488261
221.2	0	-0.038478095
221.3	0	0.014649662
221.4	0	0.061577349
221.5	0	0.101474557
221.6	0	0.134945851
221.7	0	0.161501108
221.8	0	0.181385663
221.9	0	0.194935856
222	0	0.202902315
222.1	0	0.205006818
222.2	0	0.202861977
222.3	0	0.196778798
222.4	0	0.187422239
222.5	0	0.176657625
222.6	0	0.163503415
222.7	0	0.150709533
222.8	0	0.138173708
222.9	0	0.127076587
223	0	0.118823753
223.1	0	0.11245514
223.2	0	0.110344005
223.3	0	0.112282911
223.4	0	0.118684228
223.5	0	0.13030659
223.6	0	0.146535072
223.7	0	0.168094259
223.8	0	0.194582579
223.9	0	0.225879031
224	0	0.261312804
224.1	0	0.301068193
224.2	0	0.343742175
224.3	0	0.389031357
224.4	0	0.436419309
224.5	0	0.48409336
224.6	0	0.532509921
224.7	0	0.579656101
224.8	0	0.62498292
224.9	0	0.667686895
225	0	0.706064196
225.1	0	0.740728046
225.2	0	0.769309172
225.3	0	0.792168906
225.4	0	0.80846831
225.5	0	0.817019211
225.6	0	0.818663341
225.7	0	0.811969246
225.8	0	0.797539463
225.9	0	0.775145199
226	0	0.74487806
226.1	0	0.707199396
226.2	0	0.662397489
226.3	0	0.611181563
226.4	0	0.553757403
226.5	0	0.491740923
226.6	0	0.42488157
226.7	0	0.35498919
226.8	0	0.282816237
226.9	0	0.208389669
227	0	0.134625139
227.1	0	0.06013129
227.2	0	-0.012169297
227.3	0	-0.082118163
227.4	0	-0.149211702
227.5	0	-0.211416665
227.6	0	-0.269945421
227.7	0	-0.322563568
227.8	0	-0.369513885
227.9	0	-0.41050308
228	0	-0.444775267
228.1	0	-0.472922716
228.2	0	-0.49440554
228.3	0	-0.509589329
228.4	0	-0.518701547
228.5	0	-0.522197362
228.6	0	-0.520330437
228.7	0	-0.513965459
228.8	0	-0.503530369
228.9	0	-0.489583222
229	0	-0.473515345
229.1	0	-0.454995116
229.2	0	-0.435837224
229.3	0	-0.416185345
229.4	0	-0.396788757
229.5	0	-0.379148934
229.6	0	-0.362416979
229.7	0	-0.348479715
229.8	0	-0.33735113
229.9	0	-0.329074213
230	0	-0.32462788
230.1	0	-0.323534286
230.2	0	-0.326183093
230.3	0	-0.332550732
230.4	0	-0.342289794
230.5	0	-0.355139902
230.6	0	-0.370977861
230.7	0	-0.388936218
230.8	0	-0.408692277
230.9	0	-0.429960215
231	0	-0.4514546
231.1	0	-0.472366846
231.2	0	-0.49196804
231.3	0	-0.510089145
231.4	0	-0.525970039
231.5	0	-0.537738472
231.6	0	-0.546397877
231.7	0	-0.549819017
231.8	0	-0.548074879
231.9	0	-0.540927061
232	0	-0.527239393
232.1	0	-0.507546295
232.2	0	-0.481058587
232.3	0	-0.448094671
232.4	0	-0.408604268
232.5	0	-0.362815455
232.6	0	-0.310961453
232.7	0	-0.253635969
232.8	0	-0.191265106
232.9	0	-0.124390485
233	0	-0.054498093
233.1	0	0.019103233
233.2	0	0.094024428
233.3	0	0.17006988
233.4	0	0.246340465
233.5	0	0.321005051
233.6	0	0.39468791
233.7	0	0.464828511
233.8	0	0.531481833
233.9	0	0.593887689
234	0	0.650296829
234.1	0	0.701335898
234.2	0	0.745241596
234.3	0	0.782188774
234.4	0	0.811835155
234.5	0	0.83327043
234.6	0	0.847368547
234.7	0	0.853354199
234.8	0	0.851641734
234.9	0	0.84244902
235	0	0.826284708
235.1	0	0.803212363
235.2	0	0.774287997
235.3	0	0.739923661
235.4	0	0.70061318
235.5	0	0.657809033
235.6	0	0.611330934
235.7	0	0.563006275
235.8	0	0.513021729
235.9	0	0.462217759
236	0	0.41188951
236.1	0	0.362159352
236.2	0	0.314325526
236.3	0	0.268643573
236.4	0	0.225514506
236.5	0	0.186192493
236.6	0	0.149834882
236.7	0	0.117623221
236.8	0	0.089478044
236.9	0	0.065230156
237	0	0.045131347
237.1	0	0.02881165
237.2	0	0.015973515
237.3	0	0.006411512
237.4	0	-0.000312445
237.5	0	-0.005032593
237.6	0	-0.007449791
237.7	0	-0.009079911
237.8	0	-0.010013595
237.9	0	-0.010838064
238	0	-0.012816388
238.1	0	-0.015128468
238.2	0	-0.019724932
238.3	0	-0.02646099
238.4	0	-0.035723931
238.5	0	-0.048374299
238.6	0	-0.063891724
238.7	0	-0.083072451
238.8	0	-0.105867518
238.9	0	-0.132173989
239	0	-0.161887313
239.1	0	-0.194954265
239.2	0	-0.230802984
239.3	0	-0.269278321
239.4	0	-0.309886257
239.5	0	-0.351640977
239.6	0	-0.394651452
239.7	0	-0.437729606
239.8	0	-0.480191433
239.9	0	-0.521693735
240	0	-0.560873905
240.1	0	-0.597716891
240.2	0	-0.630828498
240.3	0	-0.659985356
240.4	0	-0.684720387
240.5	0	-0.703743478
240.6	0	-0.717559908
240.7	0	-0.724912302
240.8	0	-0.72596416
240.9	0	-0.720505937
241	0	-0.708249582
241.1	0	-0.689422684
241.2	0	-0.664057724
241.3	0	-0.632388
241.4	0	-0.594787687
241.5	0	-0.551893444
241.6	0	-0.50370159
241.7	0	-0.451473728
241.8	0	-0.395532391
241.9	0	-0.336398223
242	0	-0.275800234
242.1	0	-0.213122349
242.2	0	-0.150494741
242.3	0	-0.088091013
242.4	0	-0.026547018
242.5	0	0.032269473
242.6	0	0.089513584
242.7	0	0.142739047
242.8	0	0.192159505
242.9	0	0.237305606
243	0	0.277125504
243.1	0	0.312158063
243.2	0	0.341458512
243.3	0	0.36519934
243.4	0	0.383361755
243.5	0	0.395903458
243.6	0	0.403056027
243.7	0	0.405096153
243.8	0	0.402390485
243.9	0	0.395128951
244	0	0.384379832
244.1	0	0.369860038
244.2	0	0.353001888
244.3	0	0.333961159
244.4	0	0.313199342
244.5	0	0.292142458
244.6	0	0.270298188
244.7	0	0.249436991
244.8	0	0.229281507
244.9	0	0.210604456
245	0	0.194355368
245.1	0	0.179931382
245.2	0	0.168548218
245.3	0	0.160063837
245.4	0	0.154597654
245.5	0	0.152453785
245.6	0	0.15333197
245.7	0	0.157287484
245.8	0	0.164095364
245.9	0	0.17354613
246	0	0.185013651
246.1	0	0.198796407
246.2	0	0.213507761
246.3	0	0.229463344
246.4	0	0.245873423
246.5	0	0.261706528
246.6	0	0.277548801
246.7	0	0.291600599
246.8	0	0.304181476
246.9	0	0.314683487
247	0	0.32198878
247.1	0	0.327010029
247.2	0	0.3282121
247.3	0	0.325805989
247.4	0	0.319804001
247.5	0	0.309569545
247.6	0	0.295648578
247.7	0	0.277653487
247.8	0	0.255923606
247.9	0	0.230605895
248	0	0.202115467
248.1	0	0.170461943
248.2	0	0.136351855
248.3	0	0.100224497
248.4	0	0.062198338
248.5	0	0.023976934
248.6	0	-0.015925837
248.7	0	-0.055149711
248.8	0	-0.093836658
248.9	0	-0.13160728
249	0	-0.167171207
249.1	0	-0.201377858
249.2	0	-0.232484843
249.3	0	-0.260762694
249.4	0	-0.285996785
249.5	0	-0.307380619
249.6	0	-0.325448915
249.7	0	-0.33944149
249.8	0	-0.349728561
249.9	0	-0.356273625
250	0	-0.359048806
250.1	0	-0.358439031
250.2	0	-0.354522482
250.3	0	-0.347731301
250.4	0	-0.338247507
250.5	0	-0.32690618
250.6	0	-0.313329854
250.7	0	-0.298777875
250.8	0	-0.283334915
250.9	0	-0.267306147
251	0	-0.251563073
251.1	0	-0.236032292
251.2	0	-0.221518752
251.3	0	-0.208159783
251.4	0	-0.196214779
251.5	0	-0.186202619
251.6	0	-0.177849616
251.7	0	-0.171657539
251.8	0	-0.167472654
251.9	0	-0.16532171
252	0	-0.165173735
252.1	0	-0.166829604
252.2	0	-0.17001467
252.3	0	-0.17458512
252.4	0	-0.180096531
252.5	0	-0.186138643
252.6	0	-0.192557654
252.7	0	-0.198672714
252.8	0	-0.204175341
252.9	0	-0.208557275
253	0	-0.211242194
253.1	0	-0.212232057
253.2	0	-0.210637741
253.3	0	-0.206564145
253.4	0	-0.199468046
253.5	0	-0.18895871
253.6	0	-0.175307778
253.7	0	-0.157960997
253.8	0	-0.137104487
253.9	0	-0.112737449
254	0	-0.084944953
254.1	0	-0.053991239
254.2	0	-0.020123971
254.3	0	0.016340611
254.4	0	0.055062492
254.5	0	0.095320428
254.6	0	0.137105591
254.7	0	0.179113251
254.8	0	0.221533752
254.9	0	0.263434123
255	0	0.303754037
255.1	0	0.342780911
255.2	0	0.378974715
255.3	0	0.412415049
255.4	0	0.442501376
255.5	0	0.468037577
255.6	0	0.48998471
255.7	0	0.506546492
255.8	0	0.518276448
255.9	0	0.52471927
256	0	0.525611613
256.1	0	0.521266972
256.2	0	0.511408667
256.3	0	0.496382781
256.4	0	0.476252724
256.5	0	0.451523468
256.6	0	0.422328062
256.7	0	0.38934863
256.8	0	0.352986203
256.9	0	0.313664621
257	0	0.272512516
257.1	0	0.229317864
257.2	0	0.18553198
257.3	0	0.141513998
257.4	0	0.097726449
257.5	0	0.055481384
257.6	0	0.014170907
257.7	0	-0.024459449
257.8	0	-0.060465644
257.9	0	-0.093413106
258	0	-0.122439835
258.1	0	-0.147972381
258.2	0	-0.169100636
258.3	0	-0.186019379
258.4	0	-0.198594067
258.5	0	-0.206723494
258.6	0	-0.210733649
258.7	0	-0.210616484
258.8	0	-0.206708481
258.9	0	-0.199259944
259	0	-0.188910394
259.1	0	-0.175602071
259.2	0	-0.16026256
259.3	0	-0.143290821
259.4	0	-0.125031882
259.5	0	-0.106574969
259.6	0	-0.08764437
259.7	0	-0.069563751
259.8	0	-0.052464552
259.9	0	-0.036773032
260	0	-0.023441332
260.1	0	-0.012013651
260.2	0	-0.003618718
260.3	0	0.001872091
260.4	0	0.004169315
260.5	0	0.002998822
260.6	0	-0.001393716
260.7	0	-0.009250134
260.8	0	-0.020315628
260.9	0	-0.034537634
261	0	-0.051482289
261.1	0	-0.071214957
261.2	0	-0.092950994
261.3	0	-0.116440825
261.4	0	-0.14132708
261.5	0	-0.166845684
261.6	0	-0.192940608
261.7	0	-0.218540403
261.8	0	-0.243375599
261.9	0	-0.26707842
262	0	-0.288641863
262.1	0	-0.308241975
262.2	0	-0.324745033
262.3	0	-0.338308916
262.4	0	-0.348335051
262.5	0	-0.354371737
262.6	0	-0.356692724
262.7	0	-0.354596516
262.8	0	-0.348319233
262.9	0	-0.337754777
263	0	-0.3229413
263.1	0	-0.304061131
263.2	0	-0.28129245
263.3	0	-0.25497027
263.4	0	-0.225207683
263.5	0	-0.192915881
263.6	0	-0.157634557
263.7	0	-0.120705177
263.8	0	-0.082180392
263.9	0	-0.042547539
264	0	-0.002939331
264.1	0	0.037256513
264.2	0	0.076402429
264.3	0	0.114537878
264.4	0	0.151147855
264.5	0	0.185358353
264.6	0	0.217714558
264.7	0	0.246825582
264.8	0	0.272929393
264.9	0	0.295740011
265	0	0.314815368
265.1	0	0.330361091
265.2	0	0.342040452
265.3	0	0.35002701
265.4	0	0.354292703
265.5	0	0.355012754
265.6	0	0.352300415
265.7	0	0.346435741
265.8	0	0.337701068
265.9	0	0.326231053
266	0	0.312871778
266.1	0	0.297210409
266.2	0	0.280195695
266.3	0	0.262004132
266.4	0	0.242968459
266.5	0	0.22381518
266.6	0	0.204308057
266.7	0	0.185249828
266.8	0	0.166736613
266.9	0	0.149099901
267	0	0.13268974
267.1	0	0.117354055
267.2	0	0.103615441
267.3	0	0.091311594
267.4	0	0.080585904
267.5	0	0.071450726
267.6	0	0.063819861
267.7	0	0.057637931
267.8	0	0.052688945
267.9	0	0.048963082
268	0	0.045987499
268.1	0	0.043908171
268.2	0	0.04224033
268.3	0	0.040784004
268.4	0	0.039348173
268.5	0	0.037431921
268.6	0	0.035320857
268.7	0	0.032247395
268.8	0	0.028285004
268.9	0	0.023174293
269	0	0.01661404
269.1	0	0.0089015
269.2	0	-0.000433816
269.3	0	-0.011244354
269.4	0	-0.023591989
269.5	0	-0.037394002
269.6	0	-0.052518182
269.7	0	-0.06890628
269.8	0	-0.086257527
269.9	0	-0.104557586
270	0	-0.123328566
270.1	0	-0.142596162
270.2	0	-0.161721967
270.3	0	-0.180708954
270.4	0	-0.199209698
270.5	0	-0.21661642
270.6	0	-0.233009509
270.7	0	-0.247813298
270.8	0	-0.260889882
270.9	0	-0.272023976
271	0	-0.280699518
271.1	0	-0.287208674
271.2	0	-0.290926425
271.3	0	-0.292043889
271.4	0	-0.290425538
271.5	0	-0.285911439
271.6	0	-0.27885049
271.7	0	-0.26899676
271.8	0	-0.256716582
271.9	0	-0.241959953
272	0	-0.225179769
272.1	0	-0.20638918
272.2	0	-0.18602069
272.3	0	-0.164391464
272.4	0	-0.141602278
272.5	0	-0.11838652
272.6	0	-0.094636953
272.7	0	-0.071112718
272.8	0	-0.047974041
272.9	0	-0.025430826
273	0	-0.004233274
273.1	0	0.015988866
273.2	0	0.034411632
273.3	0	0.051035656
