        Time / ns                Port1/real
               4.7467375                 -9.4451503e-012
                4.752059                 -9.8067642e-012
               4.7573804                 -1.0118363e-011
               4.7627019                 -1.0446221e-011
               4.7680233                 -1.0800445e-011
               4.7733448                 -1.1178685e-011
               4.7786663                 -1.1581181e-011
               4.7839877                   -1.20067e-011
               4.7893092                 -1.2457842e-011
               4.7999521                 -1.3436569e-011
                4.810595                 -1.4522978e-011
               4.8212379                 -1.5722988e-011
               4.8318808                 -1.7041636e-011
               4.8425237                 -1.8486751e-011
               4.8531666                 -2.0063114e-011
               4.8638095                 -2.1777429e-011
               4.8744524                 -2.3636755e-011
               4.8850954                 -2.5647929e-011
               4.8957383                 -2.7819737e-011
               4.9063812                 -3.0161174e-011
               4.9170241                 -3.2681236e-011
                4.927667                  -3.538906e-011
               4.9383099                 -3.8296501e-011
               4.9489528                 -4.1414111e-011
               4.9595957                 -4.4755179e-011
               4.9702386                 -4.8332571e-011
               4.9808815                 -5.2159905e-011
               4.9915244                 -5.6251351e-011
               4.9968459                 -5.8401454e-011
               5.0021674                 -6.0394499e-011
               5.0128103                 -6.3834697e-011
               5.0234532                 -6.7747487e-011
               5.0340961                 -7.2133596e-011
                5.044739                 -7.7006291e-011
               5.0553819                 -8.2383598e-011
               5.0660248                  -8.828255e-011
               5.0766677                 -9.4739468e-011
               5.0873106                 -1.0176819e-010
               5.0979535                 -1.0938888e-010
               5.1085964                 -1.1763124e-010
               5.1192394                 -1.2650874e-010
               5.1298823                 -1.3605344e-010
               5.1405252                 -1.4628993e-010
               5.1511681                 -1.5725085e-010
                5.161811                 -1.6896745e-010
               5.1724539                 -1.8147787e-010
               5.1830968                 -1.9481183e-010
               5.1937397                 -2.0901029e-010
               5.2043826                 -2.2412525e-010
               5.2150255                 -2.4019795e-010
               5.2256684                 -2.5727539e-010
               5.2363114                  -2.754053e-010
               5.2469543                 -2.9465007e-010
               5.2522757                 -3.0355209e-010
               5.2575972                 -3.1103718e-010
               5.2629186                 -3.1849142e-010
               5.2682401                 -3.2669759e-010
                5.278883                 -3.4457835e-010
               5.2895259                 -3.6432426e-010
               5.3001688                 -3.8602287e-010
               5.3108117                 -4.0973488e-010
               5.3214546                 -4.3553009e-010
               5.3320975                 -4.6344157e-010
               5.3427404                 -4.9358261e-010
               5.3533834                 -5.2596771e-010
               5.3640263                   -5.60662e-010
               5.3746692                 -5.9773358e-010
               5.3853121                 -6.3723288e-010
                5.395955                 -6.7925958e-010
               5.4065979                  -7.239061e-010
               5.4172408                 -7.7125792e-010
               5.4278837                 -8.2138924e-010
               5.4438481                 -9.0208234e-010
                5.454491                 -9.5973236e-010
               5.4651339                 -1.0206101e-009
               5.4757768                 -1.0848479e-009
               5.4864197                 -1.1525746e-009
               5.4970626                  -1.223986e-009
               5.5023841                 -1.2563734e-009
               5.5077055                 -1.2832561e-009
                5.513027                 -1.3088509e-009
               5.5183485                 -1.3376442e-009
               5.5289914                  -1.400098e-009
               5.5396343                  -1.468568e-009
               5.5502772                 -1.5432879e-009
               5.5609201                 -1.6243685e-009
                5.571563                 -1.7119681e-009
               5.5822059                 -1.8060806e-009
               5.5928488                 -1.9070246e-009
               5.6034917                 -2.0147151e-009
               5.6141346                  -2.129267e-009
               5.6247775                 -2.2508031e-009
               5.6354205                 -2.3793617e-009
               5.6460634                 -2.5151764e-009
               5.6567063                 -2.6584369e-009
               5.6673492                 -2.8093061e-009
               5.6779921                 -2.9678833e-009
                5.688635                 -3.1345447e-009
               5.6992779                 -3.3094405e-009
               5.7099208                 -3.4929652e-009
               5.7205637                  -3.685394e-009
               5.7312066                 -3.8870252e-009
               5.7418495                 -4.0981288e-009
                5.747171                  -4.207395e-009
               5.7524925                 -4.3032538e-009
               5.7631354                 -4.4513012e-009
               5.7737783                 -4.6186198e-009
               5.7844212                 -4.8024997e-009
               5.7950641                 -5.0025389e-009
                5.805707                 -5.2187206e-009
               5.8163499                 -5.4507958e-009
               5.8269928                 -5.6997165e-009
               5.8376357                 -5.9650644e-009
               5.8482786                 -6.2466176e-009
               5.8589215                 -6.5448748e-009
               5.8695645                  -6.859094e-009
               5.8802074                 -7.1897383e-009
               5.8908503                 -7.5367019e-009
               5.9014932                 -7.9002439e-009
               5.9121361                  -8.280507e-009
               5.9334219                 -9.0923896e-009
               5.9547077                 -9.9745877e-009
               5.9759936                 -1.0931558e-008
               5.9972794                 -1.1966936e-008
