        Time / ns                Port1/real
               4.2763335                  2.9741064e-014
                4.280627                   3.157348e-014
               4.2849205                  3.3545901e-014
                4.289214                  3.5665389e-014
               4.2935075                  3.7939393e-014
                4.297801                  4.0376066e-014
               4.3020945                  4.2984107e-014
                4.306388                  4.5772403e-014
               4.3106815                  4.8749952e-014
                4.314975                  5.1926169e-014
               4.3192685                  5.5311187e-014
               4.3235621                  5.8915781e-014
               4.3278556                  6.2751052e-014
               4.3321491                   6.682833e-014
               4.3364426                   7.115943e-014
               4.3407361                  7.5756963e-014
               4.3450296                  8.0634303e-014
               4.3493231                  8.5805315e-014
               4.3536166                  9.1284222e-014
               4.3579101                  9.7085829e-014
               4.3622036                  1.0322581e-013
               4.3664971                  1.0972071e-013
               4.3707906                  1.1658774e-013
               4.3750841                  1.2384462e-013
               4.3793777                  1.3150982e-013
               4.3836712                  1.3960284e-013
               4.3879647                  1.4814425e-013
               4.3922582                  1.5715543e-013
               4.3965517                  1.6665845e-013
               4.4008452                   1.766762e-013
               4.4051387                  1.8723277e-013
               4.4094322                  1.9835354e-013
               4.4137257                  2.1006497e-013
               4.4180192                  2.2239441e-013
               4.4223127                  2.3537021e-013
               4.4266062                  2.4902203e-013
               4.4308997                  2.6338099e-013
               4.4351933                  2.7847957e-013
               4.4394868                  2.9435142e-013
               4.4437803                  3.1103154e-013
               4.4480738                  3.2855649e-013
               4.4523673                  3.4696465e-013
               4.4566608                  3.6629602e-013
               4.4609543                  3.8659217e-013
               4.4652478                  4.0789625e-013
               4.4695413                  4.3025333e-013
               4.4738348                  4.5371058e-013
               4.4781283                   4.783171e-013
               4.4824218                  5.0412389e-013
               4.4867153                  5.3118394e-013
               4.4910089                   5.595525e-013
               4.4953024                  5.8928736e-013
               4.4995959                  6.2044874e-013
               4.5038894                   6.479187e-013
               4.5081829                  6.7580973e-013
               4.5124764                  7.0644578e-013
               4.5167699                  7.3945379e-013
               4.5210634                  7.7485818e-013
               4.5253569                  8.1275506e-013
               4.5296504                  8.5327192e-013
               4.5339439                  8.9653071e-013
               4.5382374                  9.4263103e-013
               4.5425309                  9.9166757e-013
               4.5468244                  1.0437569e-012
                4.551118                  1.0990393e-012
               4.5554115                  1.1576553e-012
                4.559705                  1.2197294e-012
               4.5639985                  1.2853805e-012
                4.568292                  1.3547457e-012
               4.5725855                  1.4279844e-012
                4.576879                  1.5052595e-012
               4.5811725                  1.5867213e-012
                4.585466                  1.6725148e-012
               4.5897595                  1.7628013e-012
                4.594053                  1.8577644e-012
               4.5983465                  1.9575947e-012
                 4.60264                  2.0624732e-012
               4.6069336                  2.1725759e-012
               4.6112271                  2.2880926e-012
               4.6155206                  2.4092352e-012
               4.6198141                  2.5362245e-012
               4.6241076                  2.6692746e-012
               4.6284011                  2.8085969e-012
               4.6326946                  2.9544167e-012
               4.6369881                   3.106983e-012
               4.6412816                  3.2665559e-012
               4.6455751                  3.4333899e-012
               4.6498686                  3.6077347e-012
               4.6541621                  3.7898535e-012
               4.6584556                  3.9800353e-012
               4.6627492                  4.1785847e-012
               4.6670427                  4.3858043e-012
               4.6713362                  4.6019914e-012
               4.6756297                  4.8274537e-012
               4.6842167                   5.307544e-012
               4.6928037                  5.8288589e-012
               4.7013907                  6.3942796e-012
               4.7099777                  7.0069654e-012
               4.7185647                  7.6702429e-012
               4.7271518                  8.3876431e-012
               4.7357388                  9.1629776e-012
               4.7443258                  1.0000218e-011
               4.7486193                  1.0443385e-011
               4.7529128                  1.0840787e-011
               4.7572063                   1.121863e-011
               4.7614998                  1.1625224e-011
               4.7657933                  1.2060108e-011
               4.7700868                  1.2521946e-011
               4.7743803                  1.3011452e-011
               4.7786739                  1.3529734e-011
               4.7829674                  1.4077844e-011
               4.7872609                  1.4656536e-011
               4.7915544                  1.5266441e-011
               4.7958479                  1.5908406e-011
               4.8001414                  1.6583557e-011
               4.8044349                  1.7293022e-011
               4.8130219                  1.8818379e-011
               4.8216089                  2.0491726e-011
               4.8301959                  2.2322246e-011
                4.838783                  2.4318006e-011
                 4.84737                  2.6488238e-011
                4.855957                  2.8842839e-011
                4.864544                  3.1391004e-011
                4.873131                  3.4143722e-011
                4.881718                  3.7111342e-011
                4.890305                  4.0305237e-011
               4.8988921                    4.37377e-011
               4.9074791                  4.7420288e-011
               4.9160661                  5.1366592e-011
               4.9246531                  5.5589857e-011
               4.9332401                  6.0103604e-011
               4.9418271                   6.492268e-011
               4.9504142                  7.0061469e-011
               4.9590012                  7.5536115e-011
               4.9675882                  8.1363067e-011
               4.9761752                  8.7559317e-011
               4.9847622                  9.4143297e-011
               4.9933492                  1.0113312e-010
               4.9976427                  1.0478638e-010
               5.0019362                  1.0815334e-010
               5.0105233                  1.1417454e-010
               5.0191103                  1.2090437e-010
               5.0276973                  1.2831521e-010
               5.0362843                  1.3643904e-010
               5.0448713                  1.4529375e-010
               5.0534583                  1.5490438e-010
               5.0620453                  1.6529872e-010
               5.0706324                   1.764954e-010
               5.0792194                  1.8852453e-010
               5.0878064                  2.0140701e-010
               5.0963934                  2.1516776e-010
               5.1049804                  2.2983547e-010
               5.1135674                  2.4543009e-010
               5.1221545                  2.6198133e-010
               5.1307415                  2.7951243e-010
               5.1393285                  2.9804898e-010
               5.1479155                  3.1762163e-010
               5.1565025                  3.3825162e-010
               5.1650895                  3.5997066e-010
               5.1736765                   3.828061e-010
               5.1822636                   4.067817e-010
               5.1908506                  4.3192715e-010
               5.1994376                  4.5826423e-010
               5.2080246                  4.8582243e-010
               5.2166116                  5.1463022e-010
               5.2251986                  5.4471401e-010
               5.2337856                   5.761065e-010
               5.2509597                  6.4186471e-010
               5.2595467                  6.6701301e-010
               5.2681337                  6.9439565e-010
               5.2767207                  7.2383097e-010
               5.2853077                  7.5533933e-010
               5.2938948                  7.8889166e-010
               5.3024818                  8.2447327e-010
               5.3110688                  8.6208253e-010
               5.3196558                  9.0167658e-010
               5.3282428                   9.432487e-010
               5.3368298                  9.8675714e-010
               5.3540039                   1.079458e-009
               5.3711779                  1.1794686e-009
               5.3883519                  1.2864202e-009
               5.4055259                  1.3999054e-009
                  5.4227                  1.5194614e-009
                5.439874                  1.6445597e-009
                5.457048                  1.7745466e-009
               5.4913961                  2.0464709e-009
               5.4999831                  2.1164011e-009
               5.5085701                  2.1601777e-009
               5.5128636                   2.174824e-009
               5.5171571                  2.1948908e-009
               5.5257442                  2.2354738e-009
               5.5600922                  2.3993096e-009
               5.5772662                  2.4771603e-009
               5.5944403                  2.5484232e-009
               5.6116143                  2.6100609e-009
               5.6287883                  2.6588412e-009
               5.6459624                  2.6914831e-009
               5.6631364                  2.7046241e-009
               5.6717234                  2.7028912e-009
               5.6803104                   2.694963e-009
               5.6888974                   2.680469e-009
               5.6974845                  2.6588927e-009
               5.7060715                  2.6297501e-009
               5.7146585                  2.5926503e-009
               5.7232455                  2.5470462e-009
               5.7318325                  2.4925505e-009
               5.7404195                  2.4286399e-009
               5.7490065                  2.3548071e-009
