Time (ns)	Input signal	Output signal
159.5	0	-1.259174845
159.6	0	-1.105367498
159.7	0	-0.925911931
159.8	0	-0.7208264
159.9	0	-0.491265655
160	0	-0.239857894
160.1	0	0.035090292
160.2	0	0.327538768
160.3	0	0.637361546
160.4	0	0.96186372
160.5	0	1.294739893
160.6	0	1.636410009
160.7	0	1.983784392
160.8	0	2.331843348
160.9	0	2.674735794
161	0	3.00804069
161.1	0	3.334248749
161.2	0	3.642543242
161.3	0	3.933410004
161.4	0	4.202421919
161.5	0	4.444061288
161.6	0	4.659768415
161.7	0	4.843128697
161.8	0	4.994195116
161.9	0	5.110743073
162	0	5.190506915
162.1	0	5.233735569
162.2	0	5.239913489
162.3	0	5.208643393
162.4	0	5.140975177
162.5	0	5.038469093
162.6	0	4.900874847
162.7	0	4.732824985
162.8	0	4.534118453
162.9	0	4.307298699
163	0	4.059660967
163.1	0	3.786506054
163.2	0	3.499364196
163.3	0	3.196193716
163.4	0	2.880836005
163.5	0	2.560062255
163.6	0	2.234678909
163.7	0	1.909187181
163.8	0	1.584263754
163.9	0	1.264497884
164	0	0.954309053
164.1	0	0.653330729
164.2	0	0.365361801
164.3	0	0.091986343
164.4	0	-0.166188565
164.5	0	-0.406927899
164.6	0	-0.630142813
164.7	0	-0.835289621
164.8	0	-1.02127251
164.9	0	-1.189004877
165	0	-1.339041994
165.1	0	-1.470359666
165.2	0	-1.585787684
165.3	0	-1.684315059
165.4	0	-1.767804167
165.5	0	-1.838074666
165.6	0	-1.893923481
165.7	0	-1.939130113
165.8	0	-1.973237693
165.9	0	-1.997582004
166	0	-2.014035242
166.1	0	-2.021893873
166.2	0	-2.023648475
166.3	0	-2.01921703
166.4	0	-2.009457251
166.5	0	-1.994632686
166.6	0	-1.975723168
166.7	0	-1.952434898
166.8	0	-1.925205573
166.9	0	-1.894358954
167	0	-1.859032041
167.1	0	-1.821111224
167.2	0	-1.77828484
167.3	0	-1.732440128
167.4	0	-1.682481763
167.5	0	-1.627942696
167.6	0	-1.570264763
167.7	0	-1.508487449
167.8	0	-1.442328178
167.9	0	-1.372328064
168	0	-1.298976632
168.1	0	-1.222494315
168.2	0	-1.142295587
168.3	0	-1.060302674
168.4	0	-0.975628509
168.5	0	-0.8896122
168.6	0	-0.802215004
168.7	0	-0.714067404
168.8	0	-0.626146192
168.9	0	-0.538245105
169	0	-0.451962824
169.1	0	-0.366925928
169.2	0	-0.283637553
169.3	0	-0.20330472
169.4	0	-0.125039519
169.5	0	-0.050463999
169.6	0	0.021756384
169.7	0	0.090464979
169.8	0	0.155869013
169.9	0	0.218812985
170	0	0.278451446
170.1	0	0.336243135
170.2	0	0.391590823
170.3	0	0.445591747
170.4	0	0.49881575
170.5	0	0.551097124
170.6	0	0.604204027
170.7	0	0.657806717
170.8	0	0.712841501
170.9	0	0.769841756
171	0	0.828894006
171.1	0	0.891752525
171.2	0	0.956894952
171.3	0	1.026075956
171.4	0	1.098687115
171.5	0	1.17404775
171.6	0	1.253767918
171.7	0	1.336836563
171.8	0	1.422252867
171.9	0	1.509706808
172	0	1.598295435
172.1	0	1.686950328
172.2	0	1.774671924
172.3	0	1.860683812
172.4	0	1.943307722
172.5	0	2.020225697
172.6	0	2.092626397
172.7	0	2.155715387
172.8	0	2.210078794
172.9	0	2.25296041
173	0	2.282296259
173.1	0	2.298503932
173.2	0	2.298019433
173.3	0	2.280472771
173.4	0	2.244099591
173.5	0	2.187699386
173.6	0	2.110427539
173.7	0	2.011591421
173.8	0	1.890131164
173.9	0	1.745902742
174	0	1.579326536
174.1	0	1.38884666
174.2	0	1.176997917
174.3	0	0.942645696
174.4	0	0.687417013
174.5	0	0.414126631
174.6	0	0.119660764
174.7	0	-0.18908082
174.8	0	-0.513444021
174.9	0	-0.850237968
175	0	-1.195007784
175.1	0	-1.550312436
175.2	0	-1.906978911
175.3	0	-2.267138144
175.4	0	-2.626069711
175.5	0	-2.978908962
175.6	0	-3.325779344
175.7	0	-3.659590595
175.8	0	-3.980574055
175.9	0	-4.285068359
176	0	-4.567679657
176.1	0	-4.828663718
176.2	0	-5.062141117
176.3	0	-5.26783401
176.4	0	-5.443911839
176.5	0	-5.585779542
176.6	0	-5.694114076
176.7	0	-5.765765514
176.8	0	-5.800222488
176.9	0	-5.797277487
177	0	-5.755496352
177.1	0	-5.675338407
177.2	0	-5.557188064
177.3	0	-5.401323598
177.4	0	-5.208665768
177.5	0	-4.981583242
177.6	0	-4.719956208
177.7	0	-4.427969658
177.8	0	-4.106827007
177.9	0	-3.758153588
178	0	-3.387959933
178.1	0	-2.994522414
178.2	0	-2.58615599
178.3	0	-2.163162409
178.4	0	-1.728882714
178.5	0	-1.290716507
178.6	0	-0.845572
178.7	0	-0.40368432
178.8	0	0.034827082
178.9	0	0.466894401
179	0	0.884965497
179.1	0	1.293252201
179.2	0	1.681909154
179.3	0	2.051304495
179.4	0	2.399300374
179.5	0	2.720604818
179.6	0	3.018437624
179.7	0	3.286570255
179.8	0	3.525958496
179.9	0	3.735340232
180	0	3.913182546
180.1	0	4.060777655
180.2	0	4.176835425
180.3	0	4.262409391
180.4	0	4.317688466
180.5	0	4.344305512
180.6	0	4.342115196
180.7	0	4.31401499
180.8	0	4.26067505
180.9	0	4.183751984
181	0	4.08662011
181.1	0	3.968736738
181.2	0	3.834772676
181.3	0	3.685223981
181.4	0	3.522296871
181.5	0	3.349886971
181.6	0	3.167406864
181.7	0	2.97928959
181.8	0	2.786030434
181.9	0	2.589067725
182	0	2.392005223
182.1	0	2.195401552
182.2	0	1.999923981
182.3	0	1.806472606
182.4	0	1.617198788
182.5	0	1.433349975
182.6	0	1.254334122
182.7	0	1.081711127
182.8	0	0.915242262
182.9	0	0.755042753
183	0	0.602199749
183.1	0	0.455248454
183.2	0	0.315372346
183.3	0	0.181575612
183.4	0	0.05395549
183.5	0	-0.067569307
183.6	0	-0.184234993
183.7	0	-0.295222631
183.8	0	-0.401868056
183.9	0	-0.503730769
184	0	-0.601244761
184.1	0	-0.695387997
184.2	0	-0.785070369
184.3	0	-0.871520158
184.4	0	-0.954032998
184.5	0	-1.032793248
184.6	0	-1.108396562
184.7	0	-1.179236561
184.8	0	-1.246459799
184.9	0	-1.308666405
185	0	-1.365878722
185.1	0	-1.418440954
185.2	0	-1.464341334
185.3	0	-1.5045147
185.4	0	-1.537273949
185.5	0	-1.562646089
185.6	0	-1.58047028
185.7	0	-1.589286251
185.8	0	-1.589539867
185.9	0	-1.579856399
186	0	-1.560637941
186.1	0	-1.531000248
186.2	0	-1.490892034
186.3	0	-1.440249997
186.4	0	-1.378431479
186.5	0	-1.306392886
186.6	0	-1.222772033
186.7	0	-1.129257184
186.8	0	-1.025236094
186.9	0	-0.911115882
187	0	-0.788503615
187.1	0	-0.655782422
187.2	0	-0.516215641
187.3	0	-0.368816643
187.4	0	-0.215170512
187.5	0	-0.05750942
187.6	0	0.106830014
187.7	0	0.272199966
187.8	0	0.440581383
187.9	0	0.609203374
188	0	0.776658233
188.1	0	0.943034981
188.2	0	1.104673295
188.3	0	1.262874401
188.4	0	1.414974314
188.5	0	1.559019273
188.6	0	1.695298922
188.7	0	1.820571744
188.8	0	1.935828412
188.9	0	2.039143246
189	0	2.128847912
189.1	0	2.205175464
189.2	0	2.266022133
189.3	0	2.312310052
189.4	0	2.342036336
189.5	0	2.355744669
189.6	0	2.352815658
189.7	0	2.33304683
189.8	0	2.296711518
189.9	0	2.243176815
190	0	2.174318286
190.1	0	2.088300738
190.2	0	1.987848574
190.3	0	1.87260284
190.4	0	1.742578668
190.5	0	1.600993099
190.6	0	1.445446351
190.7	0	1.28071522
190.8	0	1.105400503
190.9	0	0.921008505
191	0	0.731044215
191.1	0	0.53250749
191.2	0	0.331278462
191.3	0	0.125988797
191.4	0	-0.081288913
191.5	0	-0.287943255
191.6	0	-0.496110405
191.7	0	-0.700295867
191.8	0	-0.902037847
191.9	0	-1.098936872
192	0	-1.289174578
192.1	0	-1.474214315
192.2	0	-1.649700079
192.3	0	-1.816974807
192.4	0	-1.973651624
192.5	0	-2.119097803
192.6	0	-2.253356229
192.7	0	-2.374197219
192.8	0	-2.482279148
192.9	0	-2.575730398
193	0	-2.654645062
193.1	0	-2.718183268
193.2	0	-2.765814214
193.3	0	-2.797471745
193.4	0	-2.812346072
193.5	0	-2.810590627
193.6	0	-2.791342432
193.7	0	-2.755131684
193.8	0	-2.701455804
193.9	0	-2.63060529
194	0	-2.542847267
194.1	0	-2.437661412
194.2	0	-2.31649361
194.3	0	-2.178636822
194.4	0	-2.025316771
194.5	0	-1.857843255
194.6	0	-1.675029938
194.7	0	-1.48046474
194.8	0	-1.272724649
194.9	0	-1.054408969
195	0	-0.827660762
195.1	0	-0.590828122
195.2	0	-0.349203182
195.3	0	-0.101961066
195.4	0	0.14845539
195.5	0	0.398349187
195.6	0	0.650048877
195.7	0	0.896839617
195.8	0	1.139961002
195.9	0	1.376078218
196	0	1.602624686
196.1	0	1.819344895
196.2	0	2.02203552
196.3	0	2.210597373
196.4	0	2.382841407
196.5	0	2.535903004
196.6	0	2.670381017
196.7	0	2.782979036
196.8	0	2.873474858
196.9	0	2.940946142
197	0	2.984043748
197.1	0	3.002831603
197.2	0	2.996811983
197.3	0	2.965723146
197.4	0	2.909871834
197.5	0	2.830198277
197.6	0	2.72594089
197.7	0	2.59997512
197.8	0	2.451861706
197.9	0	2.283279421
198	0	2.097198007
198.1	0	1.891984483
198.2	0	1.673349499
198.3	0	1.440823921
198.4	0	1.19687114
198.5	0	0.945890565
198.6	0	0.685303631
198.7	0	0.42239697
198.8	0	0.156959517
198.9	0	-0.108832359
199	0	-0.370560815
199.1	0	-0.629977378
199.2	0	-0.881089712
199.3	0	-1.124079627
199.4	0	-1.356880276
199.5	0	-1.576401819
199.6	0	-1.783452863
199.7	0	-1.9744798
199.8	0	-2.149346952
199.9	0	-2.307068321
200	0	-2.446058466
200.1	0	-2.566513041
200.2	0	-2.667457728
200.3	0	-2.748652564
200.4	0	-2.810218815
200.5	0	-2.852118006
200.6	0	-2.874318261
200.7	0	-2.877795679
200.8	0	-2.862445605
200.9	0	-2.829303084
201	0	-2.779532664
201.1	0	-2.713106619
201.2	0	-2.632141684
201.3	0	-2.536849816
201.4	0	-2.42858706
201.5	0	-2.309435561
201.6	0	-2.179328346
201.7	0	-2.040887423
201.8	0	-1.894552823
201.9	0	-1.741485204
202	0	-1.584260997
202.1	0	-1.422908502
202.2	0	-1.259126926
202.3	0	-1.094531441
202.4	0	-0.930296892
202.5	0	-0.767430524
202.6	0	-0.606421068
202.7	0	-0.449201646
202.8	0	-0.296443268
202.9	0	-0.148350355
203	0	-0.007137514
203.1	0	0.128311304
203.2	0	0.255978718
203.3	0	0.375807863
203.4	0	0.487801798
203.5	0	0.590813628
203.6	0	0.685466382
203.7	0	0.77115214
203.8	0	0.848036169
203.9	0	0.916185639
204	0	0.975517525
204.1	0	1.026524394
204.2	0	1.06944476
204.3	0	1.104716691
204.4	0	1.132402156
204.5	0	1.153397027
204.6	0	1.167918006
204.7	0	1.176811769
204.8	0	1.180572863
204.9	0	1.179293449
205	0	1.174360979
205.1	0	1.1655061
205.2	0	1.154036301
205.3	0	1.140260481
205.4	0	1.124233915
205.5	0	1.106807566
205.6	0	1.088575109
205.7	0	1.069918357
205.8	0	1.050976325
205.9	0	1.031802134
206	0	1.012448809
206.1	0	0.992969374
206.2	0	0.973416852
206.3	0	0.953844269
206.4	0	0.934304648
206.5	0	0.914818737
206.6	0	0.895139027
206.7	0	0.874881975
206.8	0	0.853634262
206.9	0	0.83098177
207	0	0.806670602
207.1	0	0.780558779
207.2	0	0.752161147
207.3	0	0.721114421
207.4	0	0.687027912
207.5	0	0.649451756
207.6	0	0.608868764
207.7	0	0.564277287
207.8	0	0.516155209
207.9	0	0.463909253
208	0	0.408208116
208.1	0	0.348541083
208.2	0	0.285507426
208.3	0	0.219531446
208.4	0	0.150259999
208.5	0	0.079367996
208.6	0	0.005960972
208.7	0	-0.06820519
208.8	0	-0.142913494
208.9	0	-0.21731901
209	0	-0.2903175
209.1	0	-0.361894653
209.2	0	-0.430154865
209.3	0	-0.494919638
209.4	0	-0.555218733
209.5	0	-0.609846211
209.6	0	-0.658582049
209.7	0	-0.700014475
209.8	0	-0.733804048
209.9	0	-0.75931435
210	0	-0.775839923
210.1	0	-0.783291943
210.2	0	-0.780897485
210.3	0	-0.768544882
210.4	0	-0.746294039
210.5	0	-0.714499347
210.6	0	-0.672495478
210.7	0	-0.621281829
210.8	0	-0.560817387
210.9	0	-0.491924311
211	0	-0.415969345
211.1	0	-0.331772632
211.2	0	-0.241990136
211.3	0	-0.146759849
211.4	0	-0.047223763
211.5	0	0.054436251
211.6	0	0.15992343
211.7	0	0.265483929
211.8	0	0.370939877
211.9	0	0.475387835
212	0	0.576575178
212.1	0	0.675433705
212.2	0	0.769287214
212.3	0	0.85784399
212.4	0	0.940128439
212.5	0	1.015143228
212.6	0	1.082794105
212.7	0	1.141998047
212.8	0	1.192422763
212.9	0	1.233558942
213	0	1.26553634
213.1	0	1.287708546
213.2	0	1.300530445
213.3	0	1.303661465
213.4	0	1.297151764
213.5	0	1.282170164
213.6	0	1.257478727
213.7	0	1.225323949
213.8	0	1.184758454
213.9	0	1.136440284
214	0	1.082256792
214.1	0	1.020609635
214.2	0	0.954576792
214.3	0	0.883143496
214.4	0	0.807032024
214.5	0	0.728378
214.6	0	0.645664491
214.7	0	0.561760665
214.8	0	0.47611209
214.9	0	0.389229669
215	0	0.302057134
215.1	0	0.215373042
215.2	0	0.129591296
215.3	0	0.045166603
215.4	0	-0.037219624
215.5	0	-0.117327537
215.6	0	-0.194591526
215.7	0	-0.26868536
215.8	0	-0.339034439
215.9	0	-0.405371912
216	0	-0.467550273
216.1	0	-0.525000643
216.2	0	-0.577747212
216.3	0	-0.625260541
216.4	0	-0.667544412
216.5	0	-0.704575183
216.6	0	-0.735757537
216.7	0	-0.76155345
216.8	0	-0.781351544
216.9	0	-0.795644668
217	0	-0.804322397
217.1	0	-0.807035532
217.2	0	-0.804513812
217.3	0	-0.796328853
217.4	0	-0.78317707
217.5	0	-0.765211247
217.6	0	-0.742115862
217.7	0	-0.715013036
217.8	0	-0.68372831
217.9	0	-0.649006479
218	0	-0.611379472
218.1	0	-0.570663707
218.2	0	-0.528161675
218.3	0	-0.483892388
218.4	0	-0.438734906
218.5	0	-0.393136762
218.6	0	-0.347723758
218.7	0	-0.303205661
218.8	0	-0.259832734
218.9	0	-0.218535018
219	0	-0.179905751
219.1	0	-0.14407735
219.2	0	-0.112024536
219.3	0	-0.083993002
219.4	0	-0.060450542
219.5	0	-0.041908193
219.6	0	-0.02849994
219.7	0	-0.020598607
219.8	0	-0.018490577
219.9	0	-0.022187507
220	0	-0.031726409
220.1	0	-0.04746187
220.2	0	-0.068822779
220.3	0	-0.096093184
220.4	0	-0.128840745
220.5	0	-0.166539613
220.6	0	-0.209670171
220.7	0	-0.256798012
220.8	0	-0.308182341
220.9	0	-0.363102061
221	0	-0.420351616
221.1	0	-0.480817905
221.2	0	-0.542172765
221.3	0	-0.604473949
221.4	0	-0.667400987
221.5	0	-0.7298811
221.6	0	-0.791130398
221.7	0	-0.850185602
221.8	0	-0.906667621
221.9	0	-0.960057666
222	0	-1.009010254
222.1	0	-1.053717974
222.2	0	-1.092868814
222.3	0	-1.126224529
222.4	0	-1.153481815
222.5	0	-1.173619692
222.6	0	-1.18692314
222.7	0	-1.192561385
222.8	0	-1.190491297
222.9	0	-1.180609521
223	0	-1.162645484
223.1	0	-1.136760518
223.2	0	-1.102952001
223.3	0	-1.061329808
223.4	0	-1.012029895
223.5	0	-0.955706236
223.6	0	-0.892112443
223.7	0	-0.822339391
223.8	0	-0.746555573
223.9	0	-0.665094239
224	0	-0.579403861
224.1	0	-0.48877588
224.2	0	-0.395283908
224.3	0	-0.299028823
224.4	0	-0.200398706
224.5	0	-0.10135179
224.6	0	-0.000942637
224.7	0	0.098419906
224.8	0	0.196744619
224.9	0	0.293585451
225	0	0.387065837
225.1	0	0.478092647
225.2	0	0.564569258
225.3	0	0.646615591
225.4	0	0.723872036
225.5	0	0.794942125
225.6	0	0.860604129
225.7	0	0.919425407
225.8	0	0.971771994
225.9	0	1.01729316
226	0	1.055651272
226.1	0	1.087082808
226.2	0	1.111225384
226.3	0	1.128516715
226.4	0	1.138862242
226.5	0	1.142678845
226.6	0	1.139987487
226.7	0	1.131241767
226.8	0	1.116923224
226.9	0	1.097109501
227	0	1.0728058
227.1	0	1.043898767
227.2	0	1.011249801
227.3	0	0.975357067
227.4	0	0.936340581
227.5	0	0.895427174
227.6	0	0.852722491
227.7	0	0.808517101
227.8	0	0.763366833
227.9	0	0.71777846
228	0	0.672182047
228.1	0	0.626945248
228.2	0	0.582359599
228.3	0	0.538704017
228.4	0	0.496244416
228.5	0	0.45510326
228.6	0	0.41515004
228.7	0	0.376606777
228.8	0	0.33962649
228.9	0	0.303876596
229	0	0.269734052
229.1	0	0.236503961
229.2	0	0.204600154
229.3	0	0.173339824
229.4	0	0.142982972
229.5	0	0.113106608
229.6	0	0.083416207
229.7	0	0.054068704
229.8	0	0.02416715
229.9	0	-0.005609807
230	0	-0.036057536
230.1	0	-0.067165531
230.2	0	-0.098566149
230.3	0	-0.131317372
230.4	0	-0.1642938
230.5	0	-0.198140066
230.6	0	-0.232928366
230.7	0	-0.267727107
230.8	0	-0.30349637
230.9	0	-0.338937221
231	0	-0.374097352
231.1	0	-0.409258307
231.2	0	-0.443105764
231.3	0	-0.476250483
231.4	0	-0.507375127
231.5	0	-0.536356634
231.6	0	-0.563305484
231.7	0	-0.586815272
231.8	0	-0.607324961
231.9	0	-0.623778608
232	0	-0.635871771
232.1	0	-0.643571564
232.2	0	-0.646217491
232.3	0	-0.643498887
232.4	0	-0.635396811
232.5	0	-0.621458911
232.6	0	-0.60158477
232.7	0	-0.576135013
232.8	0	-0.544345964
232.9	0	-0.506884856
233	0	-0.46400401
233.1	0	-0.415101274
233.2	0	-0.361712973
233.3	0	-0.30285187
233.4	0	-0.23981416
233.5	0	-0.173350419
233.6	0	-0.102497242
233.7	0	-0.029764673
233.8	0	0.04591065
233.9	0	0.122836203
234	0	0.200292591
234.1	0	0.279057205
234.2	0	0.356208293
234.3	0	0.433091442
234.4	0	0.507785942
234.5	0	0.580114096
234.6	0	0.649747598
234.7	0	0.715189923
234.8	0	0.776960054
234.9	0	0.833778185
235	0	0.885636109
235.1	0	0.932129321
235.2	0	0.972520111
235.3	0	1.006892773
235.4	0	1.034871109
235.5	0	1.056466323
235.6	0	1.071372775
235.7	0	1.079613851
235.8	0	1.081097338
235.9	0	1.075918626
236	0	1.064540523
236.1	0	1.046413005
236.2	0	1.02241952
236.3	0	0.992193786
236.4	0	0.956299467
236.5	0	0.915434475
236.6	0	0.868896025
236.7	0	0.818145583
236.8	0	0.762615163
236.9	0	0.703206135
237	0	0.640630823
237.1	0	0.574199797
237.2	0	0.505535611
237.3	0	0.43406616
237.4	0	0.360829355
237.5	0	0.286359304
237.6	0	0.210494759
237.7	0	0.133996595
237.8	0	0.057070022
237.9	0	-0.019550518
238	0	-0.095364457
238.1	0	-0.170681329
238.2	0	-0.244277776
238.3	0	-0.316393068
238.4	0	-0.386338357
238.5	0	-0.453689294
238.6	0	-0.518410622
238.7	0	-0.579805156
238.8	0	-0.637988543
238.9	0	-0.692384878
239	0	-0.742642552
239.1	0	-0.788708761
239.2	0	-0.83024526
239.3	0	-0.867201132
239.4	0	-0.899311136
239.5	0	-0.926315599
239.6	0	-0.948193489
239.7	0	-0.964957261
239.8	0	-0.976482432
239.9	0	-0.982789
240	0	-0.98378887
240.1	0	-0.979505782
240.2	0	-0.970331502
240.3	0	-0.956119138
240.4	0	-0.937078107
240.5	0	-0.913424387
240.6	0	-0.885139364
240.7	0	-0.852961629
240.8	0	-0.816804679
240.9	0	-0.776938831
241	0	-0.733899112
241.1	0	-0.687625523
241.2	0	-0.639026924
241.3	0	-0.588116653
241.4	0	-0.535222931
241.5	0	-0.481037219
241.6	0	-0.425396299
241.7	0	-0.369341053
241.8	0	-0.31286423
241.9	0	-0.25640539
242	0	-0.200634322
242.1	0	-0.145256559
242.2	0	-0.091302329
242.3	0	-0.038860519
242.4	0	0.011822792
242.5	0	0.060059087
242.6	0	0.106217381
242.7	0	0.149498283
242.8	0	0.189733094
242.9	0	0.226893542
243	0	0.260493234
243.1	0	0.290780849
243.2	0	0.31729548
243.3	0	0.339835606
243.4	0	0.35863524
243.5	0	0.373521053
243.6	0	0.384447619
243.7	0	0.391464165
243.8	0	0.394440084
243.9	0	0.393675833
244	0	0.389389682
244.1	0	0.381284146
244.2	0	0.369954987
244.3	0	0.355216488
244.4	0	0.337433819
244.5	0	0.317221887
244.6	0	0.294054476
244.7	0	0.268941764
244.8	0	0.241659681
244.9	0	0.212516557
245	0	0.182565092
245.1	0	0.150972727
245.2	0	0.119021508
245.3	0	0.086376381
245.4	0	0.053397977
245.5	0	0.021145427
245.6	0	-0.011251988
245.7	0	-0.042830566
245.8	0	-0.073289087
245.9	0	-0.102815824
246	0	-0.130793712
246.1	0	-0.15731618
246.2	0	-0.182158077
246.3	0	-0.204944876
246.4	0	-0.226084442
246.5	0	-0.244946772
246.6	0	-0.261872122
246.7	0	-0.276699159
246.8	0	-0.289306561
246.9	0	-0.299971418
247	0	-0.308490093
247.1	0	-0.315131373
247.2	0	-0.319770759
247.3	0	-0.322854374
247.4	0	-0.324053122
247.5	0	-0.323818192
247.6	0	-0.322050031
247.7	0	-0.319066324
247.8	0	-0.31515338
247.9	0	-0.309943771
248	0	-0.303978575
248.1	0	-0.297247305
248.2	0	-0.289899116
248.3	0	-0.282041545
248.4	0	-0.273743212
248.5	0	-0.265007852
248.6	0	-0.255936511
248.7	0	-0.246877106
248.8	0	-0.237835345
248.9	0	-0.228364596
249	0	-0.218888547
249.1	0	-0.209383532
249.2	0	-0.199743768
249.3	0	-0.189943777
249.4	0	-0.179973527
249.5	0	-0.169824496
249.6	0	-0.159435996
249.7	0	-0.148690061
249.8	0	-0.137747102
249.9	0	-0.126269535
250	0	-0.114336405
250.1	0	-0.101795419
250.2	0	-0.088751201
250.3	0	-0.074927962
250.4	0	-0.060475263
250.5	0	-0.045136407
250.6	0	-0.028970933
250.7	0	-0.012114175
250.8	0	0.005852921
250.9	0	0.024474509
251	0	0.044152064
251.1	0	0.064679023
251.2	0	0.085789555
251.3	0	0.108092582
251.4	0	0.13072622
251.5	0	0.154307849
251.6	0	0.178389247
251.7	0	0.202761232
251.8	0	0.227488765
251.9	0	0.252430835
252	0	0.277498519
252.1	0	0.302487956
252.2	0	0.327125017
252.3	0	0.351224022
252.4	0	0.37466016
252.5	0	0.397244257
252.6	0	0.418738227
252.7	0	0.438961823
252.8	0	0.457802995
252.9	0	0.474967328
253	0	0.490308685
253.1	0	0.503709389
253.2	0	0.514918221
253.3	0	0.523785129
253.4	0	0.53026968
253.5	0	0.534185303
253.6	0	0.535432254
253.7	0	0.534083665
253.8	0	0.52985473
253.9	0	0.523003307
254	0	0.513390647
254.1	0	0.500952651
254.2	0	0.4860926
254.3	0	0.468473607
254.4	0	0.448628789
254.5	0	0.426527436
254.6	0	0.402142066
254.7	0	0.376143941
254.8	0	0.348211445
254.9	0	0.319034002
255	0	0.288799469
255.1	0	0.257522394
255.2	0	0.225495802
255.3	0	0.193108206
255.4	0	0.160873901
255.5	0	0.128930679
255.6	0	0.097314844
255.7	0	0.06671088
255.8	0	0.037028728
255.9	0	0.008754853
256	0	-0.017789793
256.1	0	-0.042700208
256.2	0	-0.065492037
256.3	0	-0.086104797
256.4	0	-0.1043769
256.5	0	-0.120081699
256.6	0	-0.133210908
256.7	0	-0.143761366
256.8	0	-0.151474102
256.9	0	-0.156573941
257	0	-0.158967697
257.1	0	-0.158622243
257.2	0	-0.155888637
257.3	0	-0.150477749
257.4	0	-0.142880432
257.5	0	-0.133158634
257.6	0	-0.121242927
257.7	0	-0.107755439
257.8	0	-0.09248932
257.9	0	-0.075997502
258	0	-0.058531893
258.1	0	-0.039878434
258.2	0	-0.020889876
258.3	0	-0.001347467
258.4	0	0.018195237
258.5	0	0.03734523
258.6	0	0.056439128
258.7	0	0.074666291
258.8	0	0.092161711
258.9	0	0.108542084
259	0	0.123548056
259.1	0	0.137193112
259.2	0	0.149195925
259.3	0	0.159540366
259.4	0	0.168071869
259.5	0	0.174529428
259.6	0	0.179140305
259.7	0	0.181745266
259.8	0	0.18230012
259.9	0	0.180873723
260	0	0.177446385
260.1	0	0.172069392
260.2	0	0.164976055
260.3	0	0.156032623
260.4	0	0.145503044
260.5	0	0.133529389
260.6	0	0.120008062
260.7	0	0.105470917
260.8	0	0.089739423
260.9	0	0.073116565
261	0	0.055896047
261.1	0	0.037814035
261.2	0	0.019551001
261.3	0	0.000856145
261.4	0	-0.01789516
261.5	0	-0.036461722
261.6	0	-0.05511325
261.7	0	-0.073279516
261.8	0	-0.091115258
261.9	0	-0.108415379
262	0	-0.12497672
262.1	0	-0.141021796
262.2	0	-0.156151922
262.3	0	-0.170556074
262.4	0	-0.184029434
262.5	0	-0.196460173
262.6	0	-0.208074136
262.7	0	-0.218666049
262.8	0	-0.228344211
262.9	0	-0.237021076
263	0	-0.244621561
263.1	0	-0.251302905
263.2	0	-0.257078246
263.3	0	-0.261939636
263.4	0	-0.265918534
263.5	0	-0.268943481
263.6	0	-0.271129734
263.7	0	-0.272598236
263.8	0	-0.273237068
263.9	0	-0.27325163
264	0	-0.272497833
264.1	0	-0.271081072
264.2	0	-0.26916064
264.3	0	-0.266571904
264.4	0	-0.263573195
264.5	0	-0.260038106
264.6	0	-0.256041638
264.7	0	-0.25174166
264.8	0	-0.247101147
264.9	0	-0.242129658
265	0	-0.236872237
265.1	0	-0.231393454
265.2	0	-0.225769526
265.3	0	-0.220047411
265.4	0	-0.214251219
265.5	0	-0.208410836
265.6	0	-0.202561641
265.7	0	-0.196739192
265.8	0	-0.190978191
265.9	0	-0.185292804
266	0	-0.179677982
266.1	0	-0.174178762
266.2	0	-0.168894437
266.3	0	-0.163833672
266.4	0	-0.158893153
266.5	0	-0.15405729
266.6	0	-0.14943469
266.7	0	-0.145048408
266.8	0	-0.140790583
266.9	0	-0.136598285
267	0	-0.132491903
267.1	0	-0.128471083
267.2	0	-0.124488938
267.3	0	-0.120494151
267.4	0	-0.116435524
267.5	0	-0.1122778
267.6	0	-0.107939262
267.7	0	-0.103449057
267.8	0	-0.098777579
267.9	0	-0.093738518
268	0	-0.088392314
268.1	0	-0.082647867
268.2	0	-0.076440048
268.3	0	-0.069943123
268.4	0	-0.062834978
268.5	0	-0.055222071
268.6	0	-0.047119885
268.7	0	-0.038432133
268.8	0	-0.029404081
268.9	0	-0.019704197
269	0	-0.009502053
269.1	0	0.001079478
269.2	0	0.012124151
269.3	0	0.023393976
269.4	0	0.035131019
269.5	0	0.047113674
269.6	0	0.05906229
269.7	0	0.071163198
269.8	0	0.083104623
269.9	0	0.095050454
270	0	0.106702771
270.1	0	0.117904336
270.2	0	0.128613449
270.3	0	0.138631919
270.4	0	0.148039174
270.5	0	0.156530135
270.6	0	0.164022808
270.7	0	0.170432027
270.8	0	0.175584935
270.9	0	0.179579155
271	0	0.182154651
271.1	0	0.183301109
271.2	0	0.182984203
271.3	0	0.181095313
271.4	0	0.17776517
271.5	0	0.172827625
271.6	0	0.166418134
271.7	0	0.158460393
271.8	0	0.149169066
271.9	0	0.138511574
272	0	0.126589198
272.1	0	0.113575847
272.2	0	0.099505243
272.3	0	0.084707803
272.4	0	0.069100945
272.5	0	0.053116496
272.6	0	0.036712907
272.7	0	0.020297563
272.8	0	0.004006737
272.9	0	-0.012158619
273	0	-0.02765215
