Time (ns)	Input signal	Output signal
78.8	2.00E-70	94.46708611
78.9	1.41E-70	86.54294699
79	9.66E-71	78.34544649
79.1	6.43E-71	69.91566267
79.2	4.19E-71	61.31263632
79.3	2.68E-71	52.59716492
79.4	1.69E-71	43.84697998
79.5	1.05E-71	35.14814166
79.6	6.45E-72	26.52514318
79.7	3.92E-72	18.06265006
79.8	2.36E-72	9.797900422
79.9	1.40E-72	1.769755538
80	8.27E-73	-5.926536072
80.1	4.83E-73	-13.3371297
80.2	2.79E-73	-20.34976074
80.3	1.60E-73	-26.96522116
80.4	9.04E-74	-33.16430095
80.5	5.06E-74	-38.90120378
80.6	2.80E-74	-44.19640923
80.7	1.53E-74	-49.0102864
80.8	8.22E-75	-53.34839537
80.9	4.34E-75	-57.20953109
81	2.24E-75	-60.59431392
81.1	1.13E-75	-63.50822853
81.2	5.49E-76	-65.96498184
81.3	2.54E-76	-67.97504616
81.4	1.08E-76	-69.54992429
81.5	3.92E-77	-70.71895613
81.6	9.08E-78	-71.48790525
81.7	-2.66E-78	-71.88974542
81.8	-6.10E-78	-71.94490155
81.9	-6.13E-78	-71.66474189
82	-5.01E-78	-71.09421155
82.1	-3.71E-78	-70.23408807
82.2	-2.59E-78	-69.12423001
82.3	-1.74E-78	-67.78699435
82.4	-1.13E-78	-66.22981359
82.5	-7.22E-79	-64.49636631
82.6	-4.52E-79	-62.58422363
82.7	-2.78E-79	-60.5266511
82.8	-1.69E-79	-58.34335971
82.9	-1.01E-79	-56.03536608
83	-6.00E-80	-53.6319882
83.1	-3.52E-80	-51.14537926
83.2	-2.04E-80	-48.5830298
83.3	-1.17E-80	-45.9555969
83.4	-6.67E-81	-43.27379392
83.5	-3.76E-81	-40.54548044
83.6	-2.10E-81	-37.77776166
83.7	-1.16E-81	-34.97768128
83.8	-6.33E-82	-32.15185431
83.9	-3.42E-82	-29.30480321
84	-1.82E-82	-26.44052596
84.1	-9.57E-83	-23.56380872
84.2	-4.94E-83	-20.6793481
84.3	-2.50E-83	-17.78955072
84.4	-1.24E-83	-14.89593864
84.5	-5.92E-84	-12.00003205
84.6	-2.70E-84	-9.105719259
84.7	-1.15E-84	-6.229653801
84.8	-4.37E-85	-3.363689422
84.9	-1.24E-85	-0.514391878
85	8.67E-89	2.298481652
85.1	3.92E-86	5.099628676
85.2	4.37E-86	7.849763792
85.3	3.64E-86	10.56462397
85.4	2.69E-86	13.22888255
85.5	1.86E-86	15.82781327
85.6	1.23E-86	18.37011622
85.7	7.85E-87	20.82513084
85.8	4.89E-87	23.20613698
85.9	2.99E-87	25.49494342
86	1.80E-87	27.67376916
86.1	1.07E-87	29.75040514
86.2	6.23E-88	31.69239742
86.3	3.60E-88	33.51392176
86.4	2.06E-88	35.19802863
86.5	1.17E-88	36.72498174
86.6	6.53E-89	38.10282795
86.7	3.63E-89	39.30373827
86.8	1.99E-89	40.33761124
86.9	1.08E-89	41.1927325
87	5.83E-90	41.85370839
87.1	3.11E-90	42.32755677
87.2	1.64E-90	42.59496895
87.3	8.52E-91	42.66412499
87.4	4.37E-91	42.52613633
87.5	2.21E-91	42.1780727
87.6	1.10E-91	41.62265524
87.7	5.30E-92	40.85368299
87.8	2.49E-92	39.88000608
87.9	1.13E-92	38.69434029
88	4.81E-93	37.31078434
88.1	1.86E-93	35.72343998
88.2	5.82E-94	33.94581256
88.3	7.87E-95	31.98518034
88.4	-8.76E-95	29.83842647
88.5	-1.19E-94	27.53660592
88.6	-1.03E-94	25.05948603
88.7	-7.64E-95	22.45072225
88.8	-5.22E-95	19.70194544
88.9	-3.39E-95	16.82867221
89	-2.13E-95	13.86762539
89.1	-1.30E-95	10.78610094
89.2	-7.77E-96	7.652729969
89.3	-4.56E-96	4.450318467
89.4	-2.64E-96	1.203470079
89.5	-1.51E-96	-2.046493088
89.6	-8.50E-97	-5.339118536
89.7	-4.74E-97	-8.595529409
89.8	-2.62E-97	-11.83451635
89.9	-1.43E-97	-15.02750431
90	-7.73E-98	-18.14129877
90.1	-4.14E-98	-21.20061638
90.2	-2.20E-98	-24.14198755
90.3	-1.15E-98	-26.98004378
90.4	-6.00E-99	-29.68388982
90.5	-3.08E-99	-32.23564118
90.6	-1.57E-99	-34.63895512
90.7	-7.85E-100	-36.85773765
90.8	-3.87E-100	-38.89593566
90.9	-1.88E-100	-40.73054255
91	-8.90E-101	-42.35446436
91.1	-4.12E-101	-43.75836462
91.2	-1.84E-101	-44.93116552
91.3	-7.77E-102	-45.8663981
91.4	-3.03E-102	-46.55467879
91.5	-1.01E-102	-46.99569389
91.6	-2.17E-103	-47.17628442
91.7	5.78E-104	-47.10465615
91.8	1.22E-103	-46.76734778
91.9	1.13E-103	-46.16966268
92	8.43E-104	-45.31746169
92.1	5.73E-104	-44.20009308
92.2	3.68E-104	-42.83986301
92.3	2.26E-104	-41.22207172
92.4	1.35E-104	-39.36194944
92.5	7.92E-105	-37.2759222
92.6	4.55E-105	-34.95702936
92.7	2.57E-105	-32.4392436
92.8	1.43E-105	-29.71315406
92.9	7.88E-106	-26.79443721
93	4.29E-106	-23.73030339
93.1	2.31E-106	-20.48325973
93.2	1.23E-106	-17.1293069
93.3	6.48E-107	-13.6517448
93.4	3.39E-107	-10.07635272
93.5	1.75E-107	-6.44864723
93.6	8.96E-108	-2.75377325
93.7	4.54E-108	0.945135636
93.8	2.28E-108	4.648872177
93.9	1.13E-108	8.322229143
94	5.52E-109	11.93234316
94.1	2.66E-109	15.47321497
94.2	1.26E-109	18.89728268
94.3	5.87E-110	22.18909497
94.4	2.66E-110	25.32864366
94.5	1.17E-110	28.27652767
94.6	4.90E-111	31.02677193
94.7	1.92E-111	33.54471303
94.8	6.68E-112	35.8128631
94.9	1.72E-112	37.82050784
95	-6.02E-115	39.5396852
95.1	-4.62E-113	40.96473004
95.2	-4.73E-113	42.08375228
95.3	-3.63E-113	42.88214287
95.4	-2.46E-113	43.36301694
95.5	-1.56E-113	43.52086803
95.6	-9.44E-114	43.34668621
95.7	-5.54E-114	42.8632368
95.8	-3.17E-114	42.05889259
95.9	-1.78E-114	40.95485237
96	-9.81E-115	39.5723611
96.1	-5.34E-115	37.89552195
96.2	-2.87E-115	35.98379277
96.3	-1.52E-115	33.83331517
96.4	-7.98E-116	31.47430662
96.5	-4.15E-116	28.95336119
96.6	-2.13E-116	26.25443167
96.7	-1.09E-116	23.4562411
96.8	-5.47E-117	20.55822323
96.9	-2.73E-117	17.60442407
97	-1.35E-117	14.62859187
97.1	-6.61E-118	11.66129211
97.2	-3.19E-118	8.742637809
97.3	-1.53E-118	5.891495542
97.4	-7.19E-119	3.13747632
97.5	-3.33E-119	0.533915973
97.6	-1.51E-119	-1.935264617
97.7	-6.73E-120	-4.207274657
97.8	-2.91E-120	-6.275497213
97.9	-1.21E-120	-8.123906378
98	-4.72E-121	-9.726384313
98.1	-1.67E-121	-11.08137106
98.2	-4.82E-122	-12.1760545
98.3	-6.09E-123	-13.00139225
98.4	6.10E-123	-13.56150453
98.5	7.63E-123	-13.86180204
98.6	6.05E-123	-13.89036377
98.7	4.12E-123	-13.68172738
98.8	2.58E-123	-13.22769904
98.9	1.54E-123	-12.55130711
99	8.88E-124	-11.68971673
99.1	4.98E-124	-10.61534142
99.2	2.73E-124	-9.406026474
99.3	1.47E-124	-8.054093219
99.4	7.81E-125	-6.592200797
99.5	4.09E-125	-5.074138614
99.6	2.12E-125	-3.468391168
99.7	1.09E-125	-1.869828373
99.8	5.49E-126	-0.267551494
99.9	2.75E-126	1.303608873
100	1.37E-126	2.792175801
100.1	6.73E-127	4.226140146
100.2	3.28E-127	5.527690507
100.3	1.58E-127	6.703464938
100.4	7.53E-128	7.730269201
100.5	3.55E-128	8.579788896
100.6	1.66E-128	9.25809647
100.7	7.61E-129	9.735604575
100.8	3.45E-129	10.01512355
100.9	1.53E-129	10.08698668
101	6.70E-130	9.953480555
101.1	2.84E-130	9.609276943
101.2	1.16E-130	9.066947029
101.3	4.51E-131	8.328287975
101.4	1.62E-131	7.400250764
101.5	4.98E-132	6.312588778
101.6	9.63E-133	5.046972685
101.7	-2.43E-133	3.653120933
101.8	-4.62E-133	2.132776506
101.9	-3.90E-133	0.501259021
102	-2.69E-133	-1.192230007
102.1	-1.68E-133	-2.980154484
102.2	-9.87E-134	-4.78714615
102.3	-5.58E-134	-6.618631404
102.4	-3.06E-134	-8.452291954
102.5	-1.64E-134	-10.24181233
102.6	-8.66E-135	-12.01718711
102.7	-4.49E-135	-13.7094774
102.8	-2.30E-135	-15.32630761
102.9	-1.16E-135	-16.84762388
103	-5.79E-136	-18.243187
103.1	-2.86E-136	-19.53080275
103.2	-1.40E-136	-20.6675883
103.3	-6.78E-137	-21.66391493
103.4	-3.25E-137	-22.50406109
103.5	-1.54E-137	-23.18116247
103.6	-7.25E-138	-23.69882658
103.7	-3.37E-138	-24.047346
103.8	-1.55E-138	-24.23312991
103.9	-7.05E-139	-24.25208796
104	-3.17E-139	-24.11281136
104.1	-1.40E-139	-23.81427964
104.2	-6.11E-140	-23.36653075
104.3	-2.60E-140	-22.77580876
104.4	-1.08E-140	-22.04619084
104.5	-4.36E-141	-21.19492538
104.6	-1.68E-141	-20.22040076
104.7	-6.04E-142	-19.14174532
104.8	-1.92E-142	-17.96419933
104.9	-4.56E-143	-16.69607374
105	-1.07E-146	-15.35683681
105.1	1.03E-143	-13.94494614
105.2	9.73E-144	-12.4813999
105.3	6.83E-144	-10.96954973
105.4	4.25E-144	-9.417017073
105.5	2.47E-144	-7.843243612
105.6	1.37E-144	-6.245131416
105.7	7.40E-145	-4.642510555
105.8	3.89E-145	-3.035512928
105.9	2.00E-145	-1.42857898
106	1.01E-145	0.15444771
106.1	5.06E-146	1.732223304
106.2	2.49E-146	3.275690133
106.3	1.21E-146	4.789989681
106.4	5.85E-147	6.27112919
106.5	2.79E-147	7.704078259
106.6	1.32E-147	9.09878471
106.7	6.15E-148	10.4369027
106.8	2.85E-148	11.72238681
106.9	1.31E-148	12.95257343
107	5.92E-149	14.11500842
107.1	2.66E-149	15.22003633
107.2	1.18E-149	16.25012329
107.3	5.18E-150	17.2119691
107.4	2.23E-150	18.10093079
107.5	9.49E-151	18.90895823
107.6	3.97E-151	19.64568378
107.7	1.62E-151	20.29470762
107.8	6.42E-152	20.86463958
107.9	2.44E-152	21.34839629
108	8.76E-153	21.74406336
108.1	2.86E-153	22.05682448
108.2	7.59E-154	22.27583853
108.3	8.53E-155	22.40845808
108.4	-8.16E-155	22.4471652
108.5	-9.22E-155	22.3961878
108.6	-6.72E-155	22.25296991
108.7	-4.20E-155	22.01710014
108.8	-2.42E-155	21.69126137
108.9	-1.33E-155	21.27045394
109	-7.01E-156	20.76339707
109.1	-3.61E-156	20.15998851
109.2	-1.81E-156	19.47101394
109.3	-8.97E-157	18.6935139
109.4	-4.38E-157	17.82722391
109.5	-2.11E-157	16.88198454
109.6	-1.00E-157	15.8463228
109.7	-4.69E-158	14.7367652
109.8	-2.18E-158	13.54706276
109.9	-1.01E-158	12.2827684
110	-4.59E-159	10.95325378
110.1	-2.07E-159	9.549868433
110.2	-9.23E-160	8.091425005
110.3	-4.09E-160	6.57198656
110.4	-1.79E-160	5.000445341
110.5	-7.75E-161	3.39173402
110.6	-3.31E-161	1.730250397
110.7	-1.40E-161	0.046881308
110.8	-5.82E-162	-1.665132201
110.9	-2.38E-162	-3.392988638
111	-9.48E-163	-5.126554602
111.1	-3.69E-163	-6.861727034
111.2	-1.39E-163	-8.585651364
111.3	-4.97E-164	-10.28674303
111.4	-1.63E-164	-11.95453005
111.5	-4.56E-165	-13.58057792
111.6	-8.17E-166	-15.1583959
111.7	1.85E-166	-16.66431979
111.8	3.30E-166	-18.10064432
111.9	2.57E-166	-19.45295417
112	1.62E-166	-20.70231261
112.1	9.28E-167	-21.84999553
112.2	5.01E-167	-22.8731029
112.3	2.60E-167	-23.77265055
112.4	1.31E-167	-24.53963491
112.5	6.45E-168	-25.15748773
112.6	3.12E-168	-25.62827526
112.7	1.49E-168	-25.9392767
112.8	6.97E-169	-26.08957356
112.9	3.23E-169	-26.07600247
113	1.48E-169	-25.89447731
113.1	6.72E-170	-25.54519273
113.2	3.01E-170	-25.02983067
113.3	1.34E-170	-24.35011879
113.4	5.89E-171	-23.50781022
113.5	2.57E-171	-22.51515884
113.6	1.11E-171	-21.36808558
113.7	4.72E-172	-20.08719848
113.8	1.99E-172	-18.67611704
113.9	8.35E-173	-17.14125632
114	3.44E-173	-15.51085875
114.1	1.39E-173	-13.77263397
114.2	5.56E-174	-11.96950287
114.3	2.18E-174	-10.09622124
114.4	8.36E-175	-8.172855909
114.5	3.09E-175	-6.230799234
114.6	1.09E-175	-4.252174515
114.7	3.59E-176	-2.289812123
114.8	1.05E-176	-0.338784479
114.9	2.31E-177	1.582741205
115	-9.01E-180	3.44206735
115.1	-4.40E-178	5.261738824
115.2	-3.77E-178	6.990013207
115.3	-2.43E-178	8.635425559
115.4	-1.39E-178	10.18137321
115.5	-7.41E-179	11.60807901
115.6	-3.78E-179	12.92886915
115.7	-1.87E-179	14.11284798
115.8	-9.02E-180	15.16746334
115.9	-4.26E-180	16.08278035
116	-1.98E-180	16.85542361
116.1	-9.07E-181	17.48645101
116.2	-4.11E-181	17.97185265
116.3	-1.84E-181	18.31626755
116.4	-8.10E-182	18.51618317
116.5	-3.55E-182	18.58398381
116.6	-1.54E-182	18.51197523
116.7	-6.61E-183	18.317492
116.8	-2.80E-183	17.99858698
116.9	-1.18E-183	17.56361661
117	-4.91E-184	17.02836101
117.1	-2.03E-184	16.38575354
117.2	-8.24E-185	15.66057538
117.3	-3.31E-185	14.84868281
117.4	-1.31E-185	13.96302616
117.5	-5.14E-186	13.01970624
117.6	-1.97E-186	12.01405163
117.7	-7.36E-187	10.96931509
117.8	-2.67E-187	9.881258734
117.9	-9.37E-188	8.76201322
118	-3.10E-188	7.624976453
118.1	-9.21E-189	6.472860284
118.2	-2.22E-189	5.314216932
118.3	-2.32E-190	4.14779354
118.4	2.01E-190	2.988593463
118.5	2.11E-190	1.844403639
118.6	1.42E-190	0.712255649
118.7	8.12E-191	-0.393694355
118.8	4.29E-191	-1.475887966
118.9	2.16E-191	-2.526139339
119	1.05E-191	-3.538217011
119.1	4.93E-192	-4.51459828
119.2	2.28E-192	-5.442783269
119.3	1.04E-192	-6.325064375
119.4	4.64E-193	-7.154373306
119.5	2.04E-193	-7.926288927
119.6	8.91E-194	-8.640420925
119.7	3.85E-194	-9.288131124
119.8	1.64E-194	-9.86937613
119.9	6.93E-195	-10.37930113
120	2.90E-195	-10.81255435
120.1	1.20E-195	-11.16915147
120.2	4.94E-196	-11.4419328
120.3	2.00E-196	-11.63023058
120.4	8.03E-197	-11.73085079
120.5	3.19E-197	-11.73976203
120.6	1.26E-197	-11.65750419
120.7	4.87E-198	-11.48012455
120.8	1.85E-198	-11.20840067
120.9	6.93E-199	-10.84106433
121	2.55E-199	-10.37922336
121.1	9.14E-200	-9.822539259
121.2	3.15E-200	-9.175349392
121.3	1.03E-200	-8.439188996
121.4	3.09E-201	-7.616882423
121.5	8.06E-202	-6.718308453
121.6	1.33E-202	-5.738502239
121.7	-2.81E-203	-4.695494643
121.8	-4.50E-203	-3.591050454
121.9	-3.19E-203	-2.431599368
122	-1.85E-203	-1.236367705
122.1	-9.72E-204	0.003886822
122.2	-4.81E-204	1.2596049
122.3	-2.29E-204	2.529395267
122.4	-1.06E-204	3.804803668
122.5	-4.80E-205	5.060619329
122.6	-2.13E-205	6.307451396
122.7	-9.28E-206	7.512659625
122.8	-4.00E-206	8.677972953
122.9	-1.71E-206	9.790159102
123	-7.17E-207	10.82959451
123.1	-2.98E-207	11.80480705
123.2	-1.23E-207	12.68861355
123.3	-5.02E-208	13.48366013
123.4	-2.03E-208	14.18168051
123.5	-8.09E-209	14.77042636
123.6	-3.20E-209	15.25518365
123.7	-1.26E-209	15.62272771
123.8	-4.88E-210	15.87754983
123.9	-1.87E-210	16.01613163
124	-7.04E-211	16.03883762
124.1	-2.63E-211	15.94726024
124.2	-9.66E-212	15.74506856
124.3	-3.47E-212	15.43521244
124.4	-1.21E-212	15.02232605
124.5	-4.11E-213	14.51631865
124.6	-1.34E-213	13.918401
124.7	-4.08E-214	13.24239847
124.8	-1.09E-214	12.49201405
124.9	-2.14E-215	11.67424007
125	8.23E-218	10.80705899
125.1	3.48E-216	9.890082928
125.2	2.76E-216	8.940217008
125.3	1.64E-216	7.963273664
125.4	8.59E-217	6.962689976
125.5	4.21E-217	5.959608746
125.6	1.97E-217	4.952710028
125.7	8.94E-218	3.953795902
125.8	3.95E-218	2.968278877
125.9	1.71E-218	1.999400685
126	7.33E-219	1.061132668
126.1	3.08E-219	0.146772865
126.2	1.28E-219	-0.730639971
126.3	5.23E-220	-1.571571235
126.4	2.13E-220	-2.376344026
126.5	8.56E-221	-3.138160906
126.6	3.40E-221	-3.862791219
126.7	1.34E-221	-4.545118253
126.8	5.21E-222	-5.188578934
126.9	2.02E-222	-5.794459772
127	7.72E-223	-6.362238946
127.1	2.91E-223	-6.89758159
127.2	1.09E-223	-7.398611651
127.3	4.02E-224	-7.871291311
127.4	1.47E-224	-8.315400435
127.5	5.24E-225	-8.733585472
127.6	1.84E-225	-9.131824129
127.7	6.33E-226	-9.508019045
127.8	2.12E-226	-9.863576029
127.9	6.81E-227	-10.20085903
128	2.04E-227	-10.52152144
128.1	5.59E-228	-10.8267084
128.2	1.26E-228	-11.11617222
128.3	1.24E-229	-11.38920034
128.4	-9.64E-230	-11.64456661
128.5	-9.21E-230	-11.88085106
128.6	-5.64E-230	-12.09639298
128.7	-2.96E-230	-12.28924708
128.8	-1.44E-230	-12.45635773
128.9	-6.63E-231	-12.59453274
129	-2.95E-231	-12.70186288
129.1	-1.28E-231	-12.77600652
129.2	-5.44E-232	-12.81044385
129.3	-2.26E-232	-12.8058858
129.4	-9.27E-233	-12.75543706
129.5	-3.76E-233	-12.65781163
129.6	-1.51E-233	-12.50900168
129.7	-5.97E-234	-12.30700344
129.8	-2.33E-234	-12.04910417
129.9	-9.04E-235	-11.73297049
130	-3.48E-235	-11.3583257
130.1	-1.33E-235	-10.92120502
130.2	-4.97E-236	-10.4253897
130.3	-1.85E-236	-9.866495203
130.4	-6.84E-237	-9.246570361
130.5	-2.50E-237	-8.571439267
130.6	-9.00E-238	-7.832954677
130.7	-3.19E-238	-7.046099441
130.8	-1.12E-238	-6.204161025
130.9	-3.86E-239	-5.312959616
131	-1.30E-239	-4.386007314
131.1	-4.24E-240	-3.411146794
131.2	-1.34E-240	-2.41166799
131.3	-4.04E-241	-1.384589931
131.4	-1.13E-241	-0.333684359
131.5	-2.66E-242	0.721310494
131.6	-3.90E-243	1.792375667
131.7	7.82E-244	2.850903368
131.8	1.14E-243	3.904339336
131.9	7.49E-244	4.937349823
132	3.99E-244	5.941563244
132.1	1.92E-244	6.914395397
132.2	8.75E-245	7.83879341
132.3	3.83E-245	8.714818703
132.4	1.63E-245	9.531274559
132.5	6.73E-246	10.27909847
132.6	2.74E-246	10.9570083
132.7	1.10E-246	11.5507374
132.8	4.36E-247	12.05997382
132.9	1.70E-247	12.47808688
133	6.54E-248	12.79787703
133.1	2.51E-248	13.02073071
133.2	9.50E-249	13.13867189
133.3	3.55E-249	13.15214828
133.4	1.31E-249	13.05908773
133.5	4.82E-250	12.86063929
133.6	1.76E-250	12.55539735
133.7	6.33E-251	12.14785804
133.8	2.24E-251	11.63892375
133.9	7.87E-252	11.03162667
134	2.74E-252	10.33714882
134.1	9.42E-253	9.549205147
134.2	3.15E-253	8.686692177
134.3	1.04E-253	7.750235536
134.4	3.34E-254	6.747558226
134.5	1.05E-254	5.698390467
134.6	3.12E-255	4.59032697
134.7	8.59E-256	3.454655094
134.8	2.11E-256	2.291946209
134.9	3.93E-257	1.111023004
135	5.37E-260	-0.063805636
135.1	-5.33E-258	-1.247995035
135.2	-3.85E-258	-2.405425771
135.3	-2.09E-258	-3.538999508
135.4	-1.00E-258	-4.636713465
135.5	-4.52E-259	-5.681665899
135.6	-1.94E-259	-6.680539862
135.7	-8.07E-260	-7.609587369
135.8	-3.29E-260	-8.469555011
135.9	-1.31E-260	-9.25339203
136	-5.12E-261	-9.950108411
136.1	-1.97E-261	-10.56321571
136.2	-7.52E-262	-11.08138684
136.3	-2.84E-262	-11.50569397
136.4	-1.06E-262	-11.83343084
136.5	-3.88E-263	-12.06359465
136.6	-1.42E-263	-12.19647532
136.7	-5.14E-264	-12.23371677
136.8	-1.84E-264	-12.17647618
136.9	-6.51E-265	-12.02691356
137	-2.28E-265	-11.79289214
137.1	-7.93E-266	-11.47082094
137.2	-2.73E-266	-11.07485536
137.3	-9.24E-267	-10.6039778
137.4	-3.07E-267	-10.06359506
137.5	-1.01E-267	-9.468969096
137.6	-3.28E-268	-8.811815712
137.7	-1.04E-268	-8.113919668
137.8	-3.15E-269	-7.372740035
137.9	-9.26E-270	-6.594440549
138	-2.58E-270	-5.792656912
138.1	-6.56E-271	-4.966895153
138.2	-1.33E-271	-4.128404374
138.3	-1.10E-272	-3.281044638
138.4	8.57E-273	-2.427658823
138.5	7.52E-273	-1.579233093
138.6	4.24E-273	-0.735795376
138.7	2.05E-273	0.09537874
138.8	9.13E-274	0.910645416
138.9	3.86E-274	1.708240366
139	1.58E-274	2.481676415
139.1	6.28E-275	3.231517455
139.2	2.44E-275	3.953248288
139.3	9.34E-276	4.644252541
139.4	3.53E-276	5.305085732
139.5	1.31E-276	5.932136449
139.6	4.81E-277	6.5250235
139.7	1.74E-277	7.082861841
139.8	6.29E-278	7.603829519
139.9	2.24E-278	8.089150581
140	7.88E-279	8.536996541
140.1	2.74E-279	8.94746976
140.2	9.48E-280	9.320404307
140.3	3.26E-280	9.654895551
140.4	1.10E-280	9.952408752
140.5	3.67E-281	10.21124375
140.6	1.21E-281	10.43314786
140.7	3.98E-282	10.61667279
140.8	1.29E-282	10.76244751
140.9	4.04E-283	10.87124886
141	1.24E-283	10.94183267
141.1	3.75E-284	10.97712726
141.2	1.09E-284	10.97449477
141.3	3.02E-285	10.93650529
141.4	7.62E-286	10.86269848
141.5	1.63E-286	10.75342437
141.6	2.36E-287	10.61128987
141.7	-4.01E-288	10.4344822
141.8	-5.61E-288	10.22665277
141.9	-3.33E-288	9.98683651
142	-1.63E-288	9.717313102
142.1	-7.19E-289	9.419644544
142.2	-3.01E-289	9.093865602
142.3	-1.21E-289	8.743951242
142.4	-4.68E-290	8.369177716
142.5	-1.80E-290	7.973320475
142.6	-6.72E-291	7.556965817
142.7	-2.46E-291	7.121953168
142.8	-8.94E-292	6.67158736
142.9	-3.20E-292	6.207118572
143	-1.14E-292	5.730023228
143.1	-3.99E-293	5.242407364
143.2	-1.38E-293	4.746337267
143.3	-4.75E-294	4.243837147
143.4	-1.61E-294	3.736798591
143.5	-5.47E-295	3.227010636
143.6	-1.82E-295	2.716131375
143.7	-5.95E-296	2.205696166
143.8	-1.96E-296	1.696847101
143.9	-6.33E-297	1.190488308
144	-2.02E-297	0.689139465
144.1	-6.32E-298	0.191703736
144.2	-1.93E-298	-0.299123737
144.3	-5.97E-299	-0.782774905
144.4	-1.75E-299	-1.260303402
144.5	-4.95E-300	-1.728245512
144.6	-1.37E-300	-2.189186694
144.7	-3.41E-301	-2.640061958
144.8	-8.09E-302	-3.082196819
144.9	-1.34E-302	-3.515758094
145	3.78E-304	-3.938031144
145.1	1.40E-303	-4.352009533
145.2	1.04E-303	-4.75405384
145.3	5.01E-304	-5.146228298
145.4	2.20E-304	-5.528034878
145.5	9.36E-305	-5.897048473
145.6	3.55E-305	-6.256516215
145.7	1.40E-305	-6.601508721
145.8	5.18E-306	-6.934528471
145.9	1.85E-306	-7.25431764
146	6.89E-307	-7.559145826
146.1	2.37E-307	-7.847564954
146.2	8.45E-308	-8.119068145
146.3	2.98E-308	-8.37397512
146.4	0.00E+00	-8.609177169
146.5	0.00E+00	-8.823036831
146.6	2.61096414210750e-310	-9.01690962
146.7	4.80042019422100e-311	-9.185228194
146.8	-6.12470960259330e-311	-9.329724991
146.9	2.63819332356170e-311	-9.446465106
147	-6.79258762370000e-312	-9.534490683
147.1	3.79402772160000e-313	-9.593235215
147.2	7.30737443600000e-313	-9.619059723
147.3	-4.34050501047000e-313	-9.612148794
147.4	1.42867887160000e-313	-9.569382859
147.5	-2.43515383900000e-314	-9.490432142
147.6	-5.69788168400000e-315	-9.373174018
147.7	6.33994260000000e-315	-9.217077347
147.8	-2.64736754300000e-315	-9.02077989
147.9	6.58793683000000e-316	-8.78328953
148	-2.43220600000000e-317	-8.505069002
148.1	-7.78720800000000e-317	-8.183926945
148.2	4.41105170000000e-317	-7.822265212
148.3	-1.41238050000000e-317	-7.418262991
148.4	2.25060000000000e-318	-6.973626671
148.5	6.59480000000000e-319	-6.490341324
148.6	-6.54890000000000e-319	-5.966810702
148.7	2.65240000000000e-319	-5.408960774
148.8	-6.37000000000000e-320	-4.81515276
148.9	1.02300000000000e-321	-4.189661804
149	8.26000000000000e-321	-3.537500444
149.1	-4.47600000000000e-321	-2.856662682
149.2	1.39300000000000e-321	-2.157511257
149.3	-2.08000000000000e-322	-1.438554897
149.4	-7.40000000000000e-323	-0.706068436
149.5	6.90000000000000e-323	0.030412687
149.6	-2.50000000000000e-323	0.77670486
149.7	4.90000000000000e-324	1.515953162
149.8	0	2.250591758
149.9	0	2.972938421
150	0	3.674310469
150.1	0	4.354822392
150.2	0	5.003479444
150.3	0	5.617284787
150.4	0	6.193968115
150.5	0	6.722532807
150.6	0	7.203667226
150.7	0	7.629722743
150.8	0	7.998315468
150.9	0	8.307024882
151	0	8.55114669
151.1	0	8.730211507
151.2	0	8.842227891
151.3	0	8.885698843
151.4	0	8.861721762
151.5	0	8.770655758
151.6	0	8.611872101
151.7	0	8.390485559
151.8	0	8.106815744
151.9	0	7.763938804
152	0	7.3687495
152.1	0	6.920355007
152.2	0	6.429405631
152.3	0	5.898189293
152.4	0	5.33094509
152.5	0	4.73924962
152.6	0	4.121009888
152.7	0	3.490559276
152.8	0	2.850598463
152.9	0	2.205726807
153	0	1.56806861
153.1	0	0.935206994
153.2	0	0.320543758
153.3	0	-0.273586541
153.4	0	-0.843293597
153.5	0	-1.380165868
153.6	0	-1.885612706
153.7	0	-2.351861208
153.8	0	-2.776514589
153.9	0	-3.158919296
154	0	-3.495692664
154.1	0	-3.786106321
154.2	0	-4.030485817
154.3	0	-4.227102295
154.4	0	-4.377848386
154.5	0	-4.484501616
154.6	0	-4.545748441
154.7	0	-4.567400434
154.8	0	-4.549095989
154.9	0	-4.494387725
155	0	-4.408180164
155.1	0	-4.290279359
155.2	0	-4.148027133
155.3	0	-3.982272417
155.4	0	-3.797643809
155.5	0	-3.599390228
155.6	0	-3.388784692
155.7	0	-3.170655661
155.8	0	-2.949628737
155.9	0	-2.728404713
156	0	-2.509562969
156.1	0	-2.295756654
156.2	0	-2.091168403
156.3	0	-1.897671978
156.4	0	-1.717002487
156.5	0	-1.551963905
156.6	0	-1.403264762
156.7	0	-1.272165751
156.8	0	-1.160669686
156.9	0	-1.067789994
157	0	-0.994450046
157.1	0	-0.941392567
157.2	0	-0.906478215
157.3	0	-0.890750815
157.4	0	-0.892081621
157.5	0	-0.908882244
157.6	0	-0.941515951
157.7	0	-0.985743627
157.8	0	-1.041281775
157.9	0	-1.105646511
158	0	-1.175470293
158.1	0	-1.250038091
158.2	0	-1.32466721
158.3	0	-1.398658215
158.4	0	-1.468694943
158.5	0	-1.53056611
158.6	0	-1.584470496
158.7	0	-1.625081898
158.8	0	-1.651124741
158.9	0	-1.661033858
159	0	-1.650387354
159.1	0	-1.620335065
159.2	0	-1.56678253
159.3	0	-1.489399278
159.4	0	-1.387294358
