Time (ns)	Input signal	Output signal
78	-9.25E-69	12.68514217
78.1	-3.89E-69	11.07858579
78.2	-1.33E-69	9.802753375
78.3	-1.99E-70	8.847604891
78.4	2.38E-70	8.197123974
78.5	3.51E-70	7.807078602
78.6	3.31E-70	7.690481634
78.7	2.68E-70	7.779619403
78.8	2.00E-70	8.056864486
78.9	1.41E-70	8.499680301
79	9.66E-71	9.038527594
79.1	6.43E-71	9.702520803
79.2	4.19E-71	10.40041559
79.3	2.68E-71	11.11960493
79.4	1.69E-71	11.83958643
79.5	1.05E-71	12.50537425
79.6	6.45E-72	13.11541254
79.7	3.92E-72	13.62787798
79.8	2.36E-72	14.02103733
79.9	1.40E-72	14.28795288
80	8.27E-73	14.3947013
80.1	4.83E-73	14.34097521
80.2	2.79E-73	14.11398647
80.3	1.60E-73	13.70255136
80.4	9.04E-74	13.1103965
80.5	5.06E-74	12.33744089
80.6	2.80E-74	11.37836688
80.7	1.53E-74	10.25404715
80.8	8.22E-75	8.962990339
80.9	4.34E-75	7.517518919
81	2.24E-75	5.948528958
81.1	1.13E-75	4.237573202
81.2	5.49E-76	2.435487767
81.3	2.54E-76	0.54878122
81.4	1.08E-76	-1.409579729
81.5	3.92E-77	-3.394510132
81.6	9.08E-78	-5.427151835
81.7	-2.66E-78	-7.450682601
81.8	-6.10E-78	-9.454136443
81.9	-6.13E-78	-11.42679227
82	-5.01E-78	-13.32897473
82.1	-3.71E-78	-15.17604644
82.2	-2.59E-78	-16.92166875
82.3	-1.74E-78	-18.56168012
82.4	-1.13E-78	-20.09315226
82.5	-7.22E-79	-21.48132752
82.6	-4.52E-79	-22.74112877
82.7	-2.78E-79	-23.85124782
82.8	-1.69E-79	-24.80510614
82.9	-1.01E-79	-25.60637142
83	-6.00E-80	-26.24851153
83.1	-3.52E-80	-26.7288265
83.2	-2.04E-80	-27.05693789
83.3	-1.17E-80	-27.22848237
83.4	-6.67E-81	-27.24928663
83.5	-3.76E-81	-27.132317
83.6	-2.10E-81	-26.87197429
83.7	-1.16E-81	-26.48963052
83.8	-6.33E-82	-25.98714125
83.9	-3.42E-82	-25.37117663
84	-1.82E-82	-24.66364198
84.1	-9.57E-83	-23.85990869
84.2	-4.94E-83	-22.98339419
84.3	-2.50E-83	-22.03914073
84.4	-1.24E-83	-21.03336161
84.5	-5.92E-84	-19.98667467
84.6	-2.70E-84	-18.90373436
84.7	-1.15E-84	-17.79098921
84.8	-4.37E-85	-16.65953731
84.9	-1.24E-85	-15.51790986
85	8.67E-89	-14.37327273
85.1	3.92E-86	-13.23274708
85.2	4.37E-86	-12.10173849
85.3	3.64E-86	-10.98338807
85.4	2.69E-86	-9.882737164
85.5	1.86E-86	-8.805130558
85.6	1.23E-86	-7.751199186
85.7	7.85E-87	-6.723955259
85.8	4.89E-87	-5.722790551
85.9	2.99E-87	-4.748521573
86	1.80E-87	-3.80404696
86.1	1.07E-87	-2.88410337
86.2	6.23E-88	-1.991748217
86.3	3.60E-88	-1.124173957
86.4	2.06E-88	-0.281784176
86.5	1.17E-88	0.538959866
86.6	6.53E-89	1.338406025
86.7	3.63E-89	2.117581054
86.8	1.99E-89	2.877873776
86.9	1.08E-89	3.619559246
87	5.83E-90	4.343710366
87.1	3.11E-90	5.050428071
87.2	1.64E-90	5.738866496
87.3	8.52E-91	6.408958533
87.4	4.37E-91	7.059564623
87.5	2.21E-91	7.687653931
87.6	1.10E-91	8.293236513
87.7	5.30E-92	8.871604
87.8	2.49E-92	9.419971271
87.9	1.13E-92	9.936568987
88	4.81E-93	10.41400324
88.1	1.86E-93	10.85160248
88.2	5.82E-94	11.24233364
88.3	7.87E-95	11.58162093
88.4	-8.76E-95	11.86701553
88.5	-1.19E-94	12.08998402
88.6	-1.03E-94	12.24890382
88.7	-7.64E-95	12.33824412
88.8	-5.22E-95	12.35247832
88.9	-3.39E-95	12.2903657
89	-2.13E-95	12.14685714
89.1	-1.30E-95	11.91835223
89.2	-7.77E-96	11.60670333
89.3	-4.56E-96	11.2055365
89.4	-2.64E-96	10.71726753
89.5	-1.51E-96	10.14544785
89.6	-8.50E-97	9.481716182
89.7	-4.74E-97	8.741563292
89.8	-2.62E-97	7.917741891
89.9	-1.43E-97	7.016406809
90	-7.73E-98	6.054240138
90.1	-4.14E-98	5.015162264
90.2	-2.20E-98	3.930004071
90.3	-1.15E-98	2.792902513
90.4	-6.00E-99	1.611410076
90.5	-3.08E-99	0.414182175
90.6	-1.57E-99	-0.824193069
90.7	-7.85E-100	-2.060780823
90.8	-3.87E-100	-3.295850042
90.9	-1.88E-100	-4.52324149
91	-8.90E-101	-5.719656215
91.1	-4.12E-101	-6.888697869
91.2	-1.84E-101	-8.008257166
91.3	-7.77E-102	-9.070039847
91.4	-3.03E-102	-10.06886417
91.5	-1.01E-102	-10.98710933
91.6	-2.17E-103	-11.82153343
91.7	5.78E-104	-12.56186591
91.8	1.22E-103	-13.19920582
91.9	1.13E-103	-13.72936896
92	8.43E-104	-14.1461794
92.1	5.73E-104	-14.44299418
92.2	3.68E-104	-14.62096065
92.3	2.26E-104	-14.67376689
92.4	1.35E-104	-14.60123622
92.5	7.92E-105	-14.407873
92.6	4.55E-105	-14.08710387
92.7	2.57E-105	-13.64912736
92.8	1.43E-105	-13.09442085
92.9	7.88E-106	-12.42506931
93	4.29E-106	-11.65600662
93.1	2.31E-106	-10.77798935
93.2	1.23E-106	-9.815619574
93.3	6.48E-107	-8.767109176
93.4	3.39E-107	-7.641328191
93.5	1.75E-107	-6.457440878
93.6	8.96E-108	-5.210535662
93.7	4.54E-108	-3.923532042
93.8	2.28E-108	-2.603769444
93.9	1.13E-108	-1.260282091
94	5.52E-109	0.088290676
94.1	2.66E-109	1.445870753
94.2	1.26E-109	2.785293285
94.3	5.87E-110	4.101199982
94.4	2.66E-110	5.387569495
94.5	1.17E-110	6.622163523
94.6	4.90E-111	7.809370348
94.7	1.92E-111	8.926409841
94.8	6.68E-112	9.969868333
94.9	1.72E-112	10.93369339
95	-6.02E-115	11.80224053
95.1	-4.62E-113	12.57574814
95.2	-4.73E-113	13.24273525
95.3	-3.63E-113	13.79950105
95.4	-2.46E-113	14.2423869
95.5	-1.56E-113	14.5653225
95.6	-9.44E-114	14.76815077
95.7	-5.54E-114	14.84748407
95.8	-3.17E-114	14.80375972
95.9	-1.78E-114	14.6374714
96	-9.81E-115	14.35063194
96.1	-5.34E-115	13.94526684
96.2	-2.87E-115	13.42704215
96.3	-1.52E-115	12.8001157
96.4	-7.98E-116	12.06992817
96.5	-4.15E-116	11.24724276
96.6	-2.13E-116	10.33546978
96.7	-1.09E-116	9.347923903
96.8	-5.47E-117	8.294400815
96.9	-2.73E-117	7.18184814
97	-1.35E-117	6.030658749
97.1	-6.61E-118	4.838220574
97.2	-3.19E-118	3.631647283
97.3	-1.53E-118	2.41699823
97.4	-7.19E-119	1.204288704
97.5	-3.33E-119	0.019131852
97.6	-1.51E-119	-1.149797338
97.7	-6.73E-120	-2.267022405
97.8	-2.91E-120	-3.33217372
97.9	-1.21E-120	-4.33574904
98	-4.72E-121	-5.256357532
98.1	-1.67E-121	-6.104022791
98.2	-4.82E-122	-6.853468964
98.3	-6.09E-123	-7.506046806
98.4	6.10E-123	-8.057435677
98.5	7.63E-123	-8.495658667
98.6	6.05E-123	-8.830721734
98.7	4.12E-123	-9.051445039
98.8	2.58E-123	-9.161410137
98.9	1.54E-123	-9.163568848
99	8.88E-124	-9.060288051
99.1	4.98E-124	-8.854385036
99.2	2.73E-124	-8.556293698
99.3	1.47E-124	-8.169291241
99.4	7.81E-125	-7.700605281
99.5	4.09E-125	-7.166548528
99.6	2.12E-125	-6.564521927
99.7	1.09E-125	-5.917853928
99.8	5.49E-126	-5.229231987
99.9	2.75E-126	-4.508187495
100	1.37E-126	-3.778454843
100.1	6.73E-127	-3.029501141
100.2	3.28E-127	-2.291619067
100.3	1.58E-127	-1.564867105
100.4	7.53E-128	-0.857316826
100.5	3.55E-128	-0.189419247
100.6	1.66E-128	0.452229255
100.7	7.61E-129	1.042002499
100.8	3.45E-129	1.582619085
100.9	1.53E-129	2.071968591
101	6.70E-130	2.49904219
101.1	2.84E-130	2.87285586
101.2	1.16E-130	3.184942459
101.3	4.51E-131	3.438255598
101.4	1.62E-131	3.63673431
101.5	4.98E-132	3.78036313
101.6	9.63E-133	3.87397306
101.7	-2.43E-133	3.924307261
101.8	-4.62E-133	3.933036467
101.9	-3.90E-133	3.908681498
102	-2.69E-133	3.859414464
102.1	-1.68E-133	3.785332715
102.2	-9.87E-134	3.701856285
102.3	-5.58E-134	3.60997601
102.4	-3.06E-134	3.514888157
102.5	-1.64E-134	3.426982597
102.6	-8.66E-135	3.351091194
102.7	-4.49E-135	3.293067593
102.8	-2.30E-135	3.255019568
102.9	-1.16E-135	3.23906252
103	-5.79E-136	3.254374227
103.1	-2.86E-136	3.294688277
103.2	-1.40E-136	3.366949984
103.3	-6.78E-137	3.468786915
103.4	-3.25E-137	3.597805618
103.5	-1.54E-137	3.754459882
103.6	-7.25E-138	3.934179299
103.7	-3.37E-138	4.133240289
103.8	-1.55E-138	4.347905383
103.9	-7.05E-139	4.57316537
104	-3.17E-139	4.8025348
104.1	-1.40E-139	5.029374534
104.2	-6.11E-140	5.247319409
104.3	-2.60E-140	5.451685387
104.4	-1.08E-140	5.635086979
104.5	-4.36E-141	5.788792304
104.6	-1.68E-141	5.910619853
104.7	-6.04E-142	5.990270194
104.8	-1.92E-142	6.025151519
104.9	-4.56E-143	6.010484251
105	-1.07E-146	5.939463753
105.1	1.03E-143	5.8121862
105.2	9.73E-144	5.623726704
105.3	6.83E-144	5.372958582
105.4	4.25E-144	5.060250807
105.5	2.47E-144	4.684884372
105.6	1.37E-144	4.247618329
105.7	7.40E-145	3.752872748
105.8	3.89E-145	3.201359239
105.9	2.00E-145	2.598729965
106	1.01E-145	1.952821489
106.1	5.06E-146	1.2600803
106.2	2.49E-146	0.537708061
106.3	1.21E-146	-0.21317819
106.4	5.85E-147	-0.983814901
106.5	2.79E-147	-1.761217763
106.6	1.32E-147	-2.549402118
106.7	6.15E-148	-3.325208757
106.8	2.85E-148	-4.089537657
106.9	1.31E-148	-4.834171876
107	5.92E-149	-5.540580676
107.1	2.66E-149	-6.217497799
107.2	1.18E-149	-6.842438263
107.3	5.18E-150	-7.415033016
107.4	2.23E-150	-7.930596082
107.5	9.49E-151	-8.37754388
107.6	3.97E-151	-8.757681197
107.7	1.62E-151	-9.063044428
107.8	6.42E-152	-9.291023172
107.9	2.44E-152	-9.441855092
108	8.76E-153	-9.512190563
108.1	2.86E-153	-9.502322056
108.2	7.59E-154	-9.415492749
108.3	8.53E-155	-9.250004268
108.4	-8.16E-155	-9.011215329
108.5	-9.22E-155	-8.703628002
108.6	-6.72E-155	-8.327414378
108.7	-4.20E-155	-7.894381551
108.8	-2.42E-155	-7.405061533
108.9	-1.33E-155	-6.867790769
109	-7.01E-156	-6.296840516
109.1	-3.61E-156	-5.679676623
109.2	-1.81E-156	-5.048914976
109.3	-8.97E-157	-4.398424375
109.4	-4.38E-157	-3.736866373
109.5	-2.11E-157	-3.078969497
109.6	-1.00E-157	-2.422147506
109.7	-4.69E-158	-1.784684164
109.8	-2.18E-158	-1.167818357
109.9	-1.01E-158	-0.578134382
110	-4.59E-159	-0.029009714
110.1	-2.07E-159	0.486231665
110.2	-9.23E-160	0.951466399
110.3	-4.09E-160	1.366525862
110.4	-1.79E-160	1.72931917
110.5	-7.75E-161	2.033315572
110.6	-3.31E-161	2.279851722
110.7	-1.40E-161	2.466969077
110.8	-5.82E-162	2.592265029
110.9	-2.38E-162	2.658874507
111	-9.48E-163	2.668782552
111.1	-3.69E-163	2.616713619
111.2	-1.39E-163	2.515470425
111.3	-4.97E-164	2.360624044
111.4	-1.63E-164	2.15864023
111.5	-4.56E-165	1.918767957
111.6	-8.17E-166	1.63189622
111.7	1.85E-166	1.318940618
111.8	3.30E-166	0.975237885
111.9	2.57E-166	0.608459649
112	1.62E-166	0.232306557
112.1	9.28E-167	-0.167653089
112.2	5.01E-167	-0.564816593
112.3	2.60E-167	-0.964700697
112.4	1.31E-167	-1.361194355
112.5	6.45E-168	-1.743385737
112.6	3.12E-168	-2.116414098
112.7	1.49E-168	-2.466609128
112.8	6.97E-169	-2.795227491
112.9	3.23E-169	-3.098885453
113	1.48E-169	-3.370372417
113.1	6.72E-170	-3.612026845
113.2	3.01E-170	-3.818113564
113.3	1.34E-170	-3.987930166
113.4	5.89E-171	-4.120898012
113.5	2.57E-171	-4.214820305
113.6	1.11E-171	-4.269438226
113.7	4.72E-172	-4.286049855
113.8	1.99E-172	-4.262338137
113.9	8.35E-173	-4.200603039
114	3.44E-173	-4.102943978
114.1	1.39E-173	-3.965542656
114.2	5.56E-174	-3.796770786
114.3	2.18E-174	-3.592132009
114.4	8.36E-175	-3.355315173
114.5	3.09E-175	-3.092343523
114.6	1.09E-175	-2.795976511
114.7	3.59E-176	-2.478664826
114.8	1.05E-176	-2.135712717
114.9	2.31E-177	-1.769723011
115	-9.01E-180	-1.389792167
115.1	-4.40E-178	-0.98662159
115.2	-3.77E-178	-0.57286526
115.3	-2.43E-178	-0.146580112
115.4	-1.39E-178	0.29076124
115.5	-7.41E-179	0.732365189
115.6	-3.78E-179	1.18230083
115.7	-1.87E-179	1.634307838
115.8	-9.02E-180	2.086157015
115.9	-4.26E-180	2.53486047
116	-1.98E-180	2.978832589
116.1	-9.07E-181	3.417358818
116.2	-4.11E-181	3.844790479
116.3	-1.84E-181	4.260344883
116.4	-8.10E-182	4.661689732
116.5	-3.55E-182	5.044782776
116.6	-1.54E-182	5.408982505
116.7	-6.61E-183	5.74991232
116.8	-2.80E-183	6.066304299
116.9	-1.18E-183	6.35524154
117	-4.91E-184	6.613929127
117.1	-2.03E-184	6.84082713
117.2	-8.24E-185	7.032640864
117.3	-3.31E-185	7.188385388
117.4	-1.31E-185	7.305212329
117.5	-5.14E-186	7.381635389
117.6	-1.97E-186	7.416572554
117.7	-7.36E-187	7.407939664
117.8	-2.67E-187	7.355498613
117.9	-9.37E-188	7.258124157
118	-3.10E-188	7.115879198
118.1	-9.21E-189	6.928205307
118.2	-2.22E-189	6.696485821
118.3	-2.32E-190	6.4205841
118.4	2.01E-190	6.101900162
118.5	2.11E-190	5.743659311
118.6	1.42E-190	5.344513294
118.7	8.12E-191	4.911182578
118.8	4.29E-191	4.443292624
118.9	2.16E-191	3.944637699
119	1.05E-191	3.422807416
119.1	4.93E-192	2.873635501
119.2	2.28E-192	2.310587286
119.3	1.04E-192	1.733875942
119.4	4.64E-193	1.144820763
119.5	2.04E-193	0.556400965
119.6	8.91E-194	-0.03578127
119.7	3.85E-194	-0.616998476
119.8	1.64E-194	-1.188691391
119.9	6.93E-195	-1.744104351
120	2.90E-195	-2.274949258
120.1	1.20E-195	-2.784153872
120.2	4.94E-196	-3.258592839
120.3	2.00E-196	-3.699775234
120.4	8.03E-197	-4.102718338
120.5	3.19E-197	-4.461066479
120.6	1.26E-197	-4.777121184
120.7	4.87E-198	-5.042920565
120.8	1.85E-198	-5.259941718
120.9	6.93E-199	-5.426314869
121	2.55E-199	-5.539207757
121.1	9.14E-200	-5.601012194
121.2	3.15E-200	-5.6100145
121.3	1.03E-200	-5.567815192
121.4	3.09E-201	-5.476111675
121.5	8.06E-202	-5.336465969
121.6	1.33E-202	-5.150764036
121.7	-2.81E-203	-4.92386346
121.8	-4.50E-203	-4.656667327
121.9	-3.19E-203	-4.354166222
122	-1.85E-203	-4.022023336
122.1	-9.72E-204	-3.659687319
122.2	-4.81E-204	-3.278622765
122.3	-2.29E-204	-2.877031331
122.4	-1.06E-204	-2.463840166
122.5	-4.80E-205	-2.043662174
122.6	-2.13E-205	-1.616426039
122.7	-9.28E-206	-1.194324349
122.8	-4.00E-206	-0.77561035
122.9	-1.71E-206	-0.366983026
123	-7.17E-207	0.024002688
123.1	-2.98E-207	0.403008783
123.2	-1.23E-207	0.756660046
123.3	-5.02E-208	1.087730399
123.4	-2.03E-208	1.392680672
123.5	-8.09E-209	1.666661923
123.6	-3.20E-209	1.913233078
123.7	-1.26E-209	2.126318412
123.8	-4.88E-210	2.307793202
123.9	-1.87E-210	2.457280697
124	-7.04E-211	2.573787779
124.1	-2.63E-211	2.65896992
124.2	-9.66E-212	2.713473519
124.3	-3.47E-212	2.738299534
124.4	-1.21E-212	2.735399992
124.5	-4.11E-213	2.707707567
124.6	-1.34E-213	2.654459575
124.7	-4.08E-214	2.581707788
124.8	-1.09E-214	2.489379381
124.9	-2.14E-215	2.380662589
125	8.23E-218	2.259647048
125.1	3.48E-216	2.126820192
125.2	2.76E-216	1.986498239
125.3	1.64E-216	1.840062848
125.4	8.59E-217	1.690102609
125.5	4.21E-217	1.540886454
125.6	1.97E-217	1.391978926
125.7	8.94E-218	1.247719996
125.8	3.95E-218	1.107872979
125.9	1.71E-218	0.974492215
126	7.33E-219	0.850480869
126.1	3.08E-219	0.734137348
126.2	1.28E-219	0.628740278
126.3	5.23E-220	0.533636608
126.4	2.13E-220	0.44908544
126.5	8.56E-221	0.375922702
126.6	3.40E-221	0.313411062
126.7	1.34E-221	0.261537105
126.8	5.21E-222	0.219965759
126.9	2.02E-222	0.187798729
127	7.72E-223	0.163932698
127.1	2.91E-223	0.149040144
127.2	1.09E-223	0.140308662
127.3	4.02E-224	0.137823562
127.4	1.47E-224	0.140521445
127.5	5.24E-225	0.146125445
127.6	1.84E-225	0.156089191
127.7	6.33E-226	0.16680331
127.8	2.12E-226	0.178644277
127.9	6.81E-227	0.190537732
128	2.04E-227	0.200675458
128.1	5.59E-228	0.209788798
128.2	1.26E-228	0.216124682
128.3	1.24E-229	0.21910269
128.4	-9.64E-230	0.219003088
128.5	-9.21E-230	0.214367063
128.6	-5.64E-230	0.205543524
128.7	-2.96E-230	0.192437348
128.8	-1.44E-230	0.174092266
128.9	-6.63E-231	0.151471096
129	-2.95E-231	0.124285318
129.1	-1.28E-231	0.091932617
129.2	-5.44E-232	0.05604194
129.3	-2.26E-232	0.01551574
129.4	-9.27E-233	-0.02872738
129.5	-3.76E-233	-0.075626525
129.6	-1.51E-233	-0.126740019
129.7	-5.97E-234	-0.179425205
129.8	-2.33E-234	-0.234537114
129.9	-9.04E-235	-0.291422044
130	-3.48E-235	-0.349073439
130.1	-1.33E-235	-0.407968062
130.2	-4.97E-236	-0.466817663
130.3	-1.85E-236	-0.524879043
130.4	-6.84E-237	-0.583059423
130.5	-2.50E-237	-0.63921219
130.6	-9.00E-238	-0.694332437
130.7	-3.19E-238	-0.747335861
130.8	-1.12E-238	-0.797444406
130.9	-3.86E-239	-0.845674789
131	-1.30E-239	-0.890411232
131.1	-4.24E-240	-0.931824485
131.2	-1.34E-240	-0.96988271
131.3	-4.04E-241	-1.003499314
131.4	-1.13E-241	-1.033699528
131.5	-2.66E-242	-1.059796386
131.6	-3.90E-243	-1.081066448
131.7	7.82E-244	-1.098386527
131.8	1.14E-243	-1.110828023
131.9	7.49E-244	-1.118862476
132	3.99E-244	-1.123122911
132.1	1.92E-244	-1.122282662
132.2	8.75E-245	-1.117403342
132.3	3.83E-245	-1.108343098
132.4	1.63E-245	-1.095002146
132.5	6.73E-246	-1.07871159
132.6	2.74E-246	-1.058235297
132.7	1.10E-246	-1.03461257
132.8	4.36E-247	-1.008284563
132.9	1.70E-247	-0.97869016
133	6.54E-248	-0.947819175
133.1	2.51E-248	-0.914797622
133.2	9.50E-249	-0.879936293
133.3	3.55E-249	-0.844405854
133.4	1.31E-249	-0.808462193
133.5	4.82E-250	-0.772287194
133.6	1.76E-250	-0.736496937
133.7	6.33E-251	-0.701760704
133.8	2.24E-251	-0.668629538
133.9	7.87E-252	-0.636848909
134	2.74E-252	-0.607090266
134.1	9.42E-253	-0.580576317
134.2	3.15E-253	-0.55587172
134.3	1.04E-253	-0.535417726
134.4	3.34E-254	-0.518098714
134.5	1.05E-254	-0.503947883
134.6	3.12E-255	-0.494947234
134.7	8.59E-256	-0.48871713
134.8	2.11E-256	-0.487384857
134.9	3.93E-257	-0.490154456
135	5.37E-260	-0.496048996
135.1	-5.33E-258	-0.507162581
135.2	-3.85E-258	-0.520876763
135.3	-2.09E-258	-0.538376767
135.4	-1.00E-258	-0.559376382
135.5	-4.52E-259	-0.582111119
135.6	-1.94E-259	-0.608224872
135.7	-8.07E-260	-0.635531521
135.8	-3.29E-260	-0.663790848
135.9	-1.31E-260	-0.692954571
136	-5.12E-261	-0.72225859
136.1	-1.97E-261	-0.750889143
136.2	-7.52E-262	-0.778020444
136.3	-2.84E-262	-0.802909581
136.4	-1.06E-262	-0.825099285
136.5	-3.88E-263	-0.843862968
136.6	-1.42E-263	-0.858221988
136.7	-5.14E-264	-0.867987708
136.8	-1.84E-264	-0.872163777
136.9	-6.51E-265	-0.870124288
137	-2.28E-265	-0.861863233
137.1	-7.93E-266	-0.846004256
137.2	-2.73E-266	-0.8230165
137.3	-9.24E-267	-0.792196386
137.4	-3.07E-267	-0.752906069
137.5	-1.01E-267	-0.706240147
137.6	-3.28E-268	-0.650404088
137.7	-1.04E-268	-0.586817974
137.8	-3.15E-269	-0.515359027
137.9	-9.26E-270	-0.435708283
138	-2.58E-270	-0.349380433
138.1	-6.56E-271	-0.255529643
138.2	-1.33E-271	-0.155747469
138.3	-1.10E-272	-0.050486128
138.4	8.57E-273	0.059729651
138.5	7.52E-273	0.173099422
138.6	4.24E-273	0.290085241
138.7	2.05E-273	0.408088499
138.8	9.13E-274	0.527011514
138.9	3.86E-274	0.645044611
139	1.58E-274	0.760849159
139.1	6.28E-275	0.874114716
139.2	2.44E-275	0.981946351
139.3	9.34E-276	1.08467319
139.4	3.53E-276	1.179924846
139.5	1.31E-276	1.26654505
139.6	4.81E-277	1.344465117
139.7	1.74E-277	1.410630104
139.8	6.29E-278	1.466014654
139.9	2.24E-278	1.50835601
140	7.88E-279	1.537376709
140.1	2.74E-279	1.552841383
140.2	9.48E-280	1.553044917
140.3	3.26E-280	1.539371496
140.4	1.10E-280	1.510117616
140.5	3.67E-281	1.466350863
140.6	1.21E-281	1.407951291
140.7	3.98E-282	1.334924388
140.8	1.29E-282	1.248836383
140.9	4.04E-283	1.149223081
141	1.24E-283	1.038550852
141.1	3.75E-284	0.916170042
141.2	1.09E-284	0.784626996
141.3	3.02E-285	0.644989802
141.4	7.62E-286	0.498664511
141.5	1.63E-286	0.348559733
141.6	2.36E-287	0.193068871
141.7	-4.01E-288	0.037922162
141.8	-5.61E-288	-0.117741064
141.9	-3.33E-288	-0.270789161
142	-1.63E-288	-0.419263526
142.1	-7.19E-289	-0.56323308
142.2	-3.01E-289	-0.698009703
142.3	-1.21E-289	-0.825062009
142.4	-4.68E-290	-0.940714752
142.5	-1.80E-290	-1.043873517
142.6	-6.72E-291	-1.13523923
142.7	-2.46E-291	-1.210520884
142.8	-8.94E-292	-1.272028767
142.9	-3.20E-292	-1.316774764
143	-1.14E-292	-1.3451377
143.1	-3.99E-293	-1.357565385
143.2	-1.38E-293	-1.352275217
143.3	-4.75E-294	-1.331205342
143.4	-1.61E-294	-1.293186498
143.5	-5.47E-295	-1.240160592
143.6	-1.82E-295	-1.171415968
143.7	-5.95E-296	-1.088733427
143.8	-1.96E-296	-0.993224211
143.9	-6.33E-297	-0.884897304
144	-2.02E-297	-0.767500094
144.1	-6.32E-298	-0.638577856
144.2	-1.93E-298	-0.503191075
144.3	-5.97E-299	-0.360562468
144.4	-1.75E-299	-0.213579471
144.5	-4.95E-300	-0.064190667
144.6	-1.37E-300	0.089648128
144.7	-3.41E-301	0.24207949
144.8	-8.09E-302	0.394602359
144.9	-1.34E-302	0.544431243
145	3.78E-304	0.690449845
145.1	1.40E-303	0.832940793
145.2	1.04E-303	0.968461474
145.3	5.01E-304	1.09857166
145.4	2.20E-304	1.220907085
145.5	9.36E-305	1.334868629
145.6	3.55E-305	1.441151135
145.7	1.40E-305	1.53734511
145.8	5.18E-306	1.625016688
145.9	1.85E-306	1.702739736
146	6.89E-307	1.770568792
146.1	2.37E-307	1.828907479
146.2	8.45E-308	1.877111793
146.3	2.98E-308	1.915802849
146.4	0.00E+00	1.944655993
146.5	0.00E+00	1.964215759
146.6	2.61096414210750e-310	1.974238923
146.7	4.80042019422100e-311	1.975470645
146.8	-6.12470960259330e-311	1.967486927
146.9	2.63819332356170e-311	1.950887537
147	-6.79258762370000e-312	1.92616312
147.1	3.79402772160000e-313	1.892433452
147.2	7.30737443600000e-313	1.851412588
147.3	-4.34050501047000e-313	1.80186972
147.4	1.42867887160000e-313	1.744631979
147.5	-2.43515383900000e-314	1.680404462
147.6	-5.69788168400000e-315	1.607793623
147.7	6.33994260000000e-315	1.528781597
147.8	-2.64736754300000e-315	1.442313415
147.9	6.58793683000000e-316	1.348901424
148	-2.43220600000000e-317	1.249502143
148.1	-7.78720800000000e-317	1.142915461
148.2	4.41105170000000e-317	1.031144068
148.3	-1.41238050000000e-317	0.913486939
148.4	2.25060000000000e-318	0.790595151
148.5	6.59480000000000e-319	0.663747336
148.6	-6.54890000000000e-319	0.532199204
148.7	2.65240000000000e-319	0.398030246
148.8	-6.37000000000000e-320	0.261343752
148.9	1.02300000000000e-321	0.122732711
149	8.26000000000000e-321	-0.015762728
149.1	-4.47600000000000e-321	-0.154634897
149.2	1.39300000000000e-321	-0.291510837
149.3	-2.08000000000000e-322	-0.42564545
149.4	-7.40000000000000e-323	-0.556403328
149.5	6.90000000000000e-323	-0.681491816
149.6	-2.50000000000000e-323	-0.800663601
149.7	4.90000000000000e-324	-0.912263505
149.8	0	-1.014885699
149.9	0	-1.107909667
150	0	-1.189884598
150.1	0	-1.259791526
150.2	0	-1.317002663
150.3	0	-1.360610245
150.4	0	-1.389830657
150.5	0	-1.404699988
150.6	0	-1.404302224
150.7	0	-1.389129068
150.8	0	-1.359032891
150.9	0	-1.313937152
151	0	-1.255515516
151.1	0	-1.182744837
151.2	0	-1.09818636
151.3	0	-1.002057633
151.4	0	-0.895148075
151.5	0	-0.78075524
151.6	0	-0.657707908
151.7	0	-0.52997914
151.8	0	-0.398780189
151.9	0	-0.264237538
152	0	-0.131231395
152.1	0	0.001945216
152.2	0	0.130634427
152.3	0	0.253999599
152.4	0	0.37049114
152.5	0	0.477842101
152.6	0	0.575691039
152.7	0	0.661856975
152.8	0	0.735412636
152.9	0	0.795309102
153	0	0.841112095
153.1	0	0.871775049
153.2	0	0.887488437
153.3	0	0.888023137
153.4	0	0.873014827
153.5	0	0.844184252
153.6	0	0.800074313
153.7	0	0.743202921
153.8	0	0.674076952
153.9	0	0.593071616
154	0	0.503452756
154.1	0	0.403584895
154.2	0	0.29762465
154.3	0	0.186454657
154.4	0	0.071070554
154.5	0	-0.04529435
154.6	0	-0.163277078
154.7	0	-0.279250307
154.8	0	-0.392341824
154.9	0	-0.50097574
155	0	-0.603377279
155.1	0	-0.698955772
155.2	0	-0.785924322
155.3	0	-0.863536177
155.4	0	-0.930590278
155.5	0	-0.986990973
155.6	0	-1.031527421
155.7	0	-1.064401182
155.8	0	-1.085344085
155.9	0	-1.093858405
156	0	-1.091512027
156.1	0	-1.076627629
156.2	0	-1.05161504
156.3	0	-1.01629888
156.4	0	-0.970728576
156.5	0	-0.917698488
156.6	0	-0.856051013
156.7	0	-0.788372187
156.8	0	-0.715379849
156.9	0	-0.637510991
157	0	-0.557366203
157.1	0	-0.474320513
157.2	0	-0.39135761
157.3	0	-0.308246589
157.4	0	-0.226927893
157.5	0	-0.148068184
157.6	0	-0.072482575
157.7	0	-0.001655806
157.8	0	0.064435976
157.9	0	0.124091114
158	0	0.177492716
158.1	0	0.223901661
158.2	0	0.262465018
158.3	0	0.293672074
158.4	0	0.316329189
158.5	0	0.331165535
