        Frequency / MHz                S1,1/abs,dB
----------------------------------------------------------------------
50.00365546                     -0.30374351
51.02413823                     -0.38057683
52.04462099                     -0.49754168
53.06510376                     -0.68758415
54.08558652                     -0.98486034
55.10606928                     -1.45914405
56.12655205                     -2.22470470
57.14703481                     -3.46411241
58.16751758                     -5.46569628
59.18800034                     -8.58614568
60.20848311                     -13.19578079
61.22896587                     -18.24863487
62.24944864                     -17.42928582
63.26993140                     -14.32500488
64.29041416                     -12.12787243
65.31089693                     -10.59206323
66.33137969                     -9.44091304
67.35186246                     -8.53457205
68.37234522                     -7.76967076
69.39282799                     -7.08206289
70.41331075                     -6.42878599
71.43379352                     -5.80117607
72.45427628                     -5.21652375
73.47475905                     -4.69595779
74.49524181                     -4.26181101
75.51572457                     -3.92108567
76.53620734                     -3.67942821
77.55669010                     -3.53498733
78.57717287                     -3.48915245
79.59765563                     -3.54582214
80.61813840                     -3.71405329
81.63862116                     -4.01482147
82.65910393                     -4.47837492
83.67958669                     -5.15560563
84.70006946                     -6.10878854
85.72055222                     -7.40400179
86.74103498                     -9.05347274
87.76151775                     -10.86216886
88.78200051                     -12.19039904
89.80248328                     -12.26134508
90.82296604                     -11.29605356
91.84344881                     -10.07931607
92.86393157                     -9.01630614
93.88441434                     -8.21108446
94.90489710                     -7.66282431
95.92537986                     -7.35301272
96.94586263                     -7.26333063
97.96634539                     -7.37078959
98.98682816                     -7.64858951
100.00731092                     -8.04030387
101.02779369                     -8.45046827
102.04827645                     -8.72988198
103.06875922                     -8.71706574
104.08924198                     -8.34838115
105.10972475                     -7.70307130
106.13020751                     -6.94308949
107.15069027                     -6.20270621
108.17117304                     -5.55341403
109.19165580                     -5.02434238
110.21213857                     -4.61368988
111.23262133                     -4.31677863
112.25310410                     -4.12115575
113.27358686                     -4.01276955
114.29406963                     -3.96383033
115.31455239                     -3.93474290
116.33503516                     -3.92432037
117.35551792                     -3.99085776
118.37600068                     -4.23516568
119.39648345                     -4.76189368
120.41696621                     -5.74503248
121.43744898                     -7.52917146
122.45793174                     -10.99525511
123.47841451                     -19.99646246
124.49889727                     -18.99304877
125.51938004                     -10.02149514
126.53986280                     -6.33252848
127.56034557                     -4.37688095
128.58082833                     -3.25528987
129.60131109                     -2.58533410
130.62179386                     -2.16772547
131.64227662                     -1.91819675
132.66275939                     -1.76364438
133.68324215                     -1.69720236
134.70372492                     -1.67523023
135.72420768                     -1.71663143
136.74469045                     -1.79163650
137.76517321                     -1.91661775
138.78565597                     -1.86781733
139.80613874                     -1.21196655
140.82662150                     -0.81083218
141.84710427                     -0.94295102
142.86758703                     -1.11796341
143.88806980                     -1.35671839
144.90855256                     -1.58662688
145.92903533                     -1.80733707
146.94951809                     -2.02374220
147.97000086                     -2.30659448
148.99048362                     -2.72385366
