        Frequency / MHz                S1,1/arg,degrees
----------------------------------------------------------------------
50.19970019                     -114.22945171
50.89691825                     -119.84214572
51.59413630                     -126.10141899
52.29135436                     -133.07125084
52.98857242                     -140.88759331
53.68579048                     -149.41701250
54.38300854                     -158.14626299
55.08022659                     -165.27565489
55.77744465                     -167.65140926
56.47466271                     -164.12411002
57.17188077                     -160.88815908
57.86909883                     -163.12026741
58.56631689                     -169.99495149
59.26353494                     -179.60639528
59.96075300                     169.19715453
60.65797106                     156.96805557
61.35518912                     144.11205092
62.05240718                     130.86884090
62.74962523                     117.56401588
63.44684329                     104.43131990
64.14406135                     91.74261869
64.84127941                     79.68206231
65.53849747                     68.36119661
66.23571553                     57.83683136
66.93293358                     48.04285800
67.63015164                     38.92596858
68.32736970                     30.33596799
69.02458776                     22.18732172
69.72180582                     14.34608659
70.41902387                     6.74213031
71.11624193                     -0.70994112
71.81345999                     -8.06984518
72.51067805                     -15.39119604
73.20789611                     -22.74331960
73.90511416                     -30.17285154
74.60233222                     -37.77048720
75.29955028                     -45.59545271
75.99676834                     -53.76342529
76.69398640                     -62.36053056
77.39120446                     -71.52368928
78.08842251                     -81.36946237
78.78564057                     -92.03937530
79.48285863                     -103.68184855
80.18007669                     -116.49001483
80.87729475                     -130.92981988
81.57451280                     -148.28346108
82.27173086                     -173.27292910
82.96894892                     137.87905549
83.66616698                     74.96027622
84.36338504                     43.14859244
85.06060310                     25.46008786
85.75782115                     12.66223760
86.45503921                     2.04185916
87.15225727                     -7.45311036
87.84947533                     -16.35601990
88.54669339                     -24.95096250
89.24391144                     -33.44666144
89.94112950                     -41.94366475
90.63834756                     -50.56609768
91.33556562                     -59.38170772
92.03278368                     -68.49430601
92.73000174                     -77.98428620
93.42721979                     -87.95287942
94.12443785                     -98.50502425
94.82165591                     -109.73307368
95.51887397                     -121.74645916
96.21609203                     -134.59267895
96.91331008                     -148.31413796
97.61052814                     -162.83086419
98.30774620                     -177.99881232
99.00496426                     166.45847566
99.70218232                     150.88447311
100.39940037                     135.62071490
101.09661843                     120.98194284
101.79383649                     107.13949649
102.49105455                     94.20761747
103.18827261                     82.16933703
103.88549067                     70.98464545
104.58270872                     60.55671536
105.27992678                     50.77589646
105.97714484                     41.53352335
106.67436290                     32.69164091
107.37158096                     24.14507880
108.06879901                     15.73857303
108.76601707                     7.35821415
109.46323513                     -1.17361225
110.16045319                     -10.01035315
110.85767125                     -19.37865181
111.55488931                     -29.54286062
112.25210736                     -40.88815141
112.94932542                     -54.06941236
113.64654348                     -70.32652591
114.34376154                     -92.87848598
115.04097960                     -130.10726197
115.73819765                     174.02961209
116.43541571                     131.69009700
117.13263377                     106.68389332
117.82985183                     89.24185443
118.52706989                     75.56630832
119.22428795                     64.19110783
119.92150600                     54.43268492
120.61872406                     45.91825834
121.31594212                     38.34839293
122.01316018                     31.57118546
122.71037824                     25.39098107
123.40759629                     19.74238202
124.10481435                     14.48378507
124.80203241                     9.58592441
125.49925047                     4.94568251
126.19646853                     0.53840924
126.89368658                     -3.70534844
127.59090464                     -7.82936058
128.28812270                     -11.87146200
128.98534076                     -15.91555328
129.68255882                     -19.97128038
130.37977688                     -24.17898685
131.07699493                     -28.51386777
131.77421299                     -33.14468459
132.47143105                     -37.86285903
133.16864911                     -42.29178943
133.86586717                     -43.52867320
134.56308522                     -29.66556742
135.26030328                     6.56280109
135.95752134                     13.29107689
136.65473940                     4.68010391
137.35195746                     -5.53623792
138.04917552                     -14.36546709
138.74639357                     -21.86634145
139.44361163                     -28.35151953
140.14082969                     -34.16071922
140.83804775                     -39.67874575
141.53526581                     -44.89051880
142.23248386                     -50.52255509
142.92970192                     -56.27266440
143.62691998                     -63.76678689
144.32413804                     -63.21362184
145.02135610                     -54.42490370
145.71857416                     -56.35762167
146.41579221                     -59.03725493
147.11301027                     -61.61956718
147.81022833                     -63.53851066
148.50744639                     -65.27571193
149.20466445                     -66.91005754
149.90188250                     -68.43986449
