        Frequency / MHz                S1,1/abs,dB
----------------------------------------------------------------------
50.76329724                     -0.66477969
51.73951450                     -0.75615627
52.71573175                     -0.88169241
53.69194901                     -1.04202188
54.66816626                     -1.24274785
55.64438352                     -1.47874649
56.62060077                     -1.74420552
57.59681803                     -2.03123886
58.57303528                     -2.32834547
59.54925254                     -2.62452120
60.52546979                     -2.89758325
61.50168704                     -3.12701309
62.47790430                     -3.28985846
63.45412155                     -3.37695370
64.43033881                     -3.39309430
65.40655606                     -3.35429917
66.38277332                     -3.28519275
67.35899057                     -3.20564474
68.33520783                     -3.13505582
69.31142508                     -3.08471771
70.28764234                     -3.06427756
71.26385959                     -3.08052387
72.24007685                     -3.13935654
73.21629410                     -3.24960207
74.19251136                     -3.42079211
75.16872861                     -3.67051341
76.14494586                     -4.02073450
77.12116312                     -4.50524695
78.09738037                     -5.16680387
79.07359763                     -6.06134064
80.04981488                     -7.25847895
81.02603214                     -8.83755453
82.00224939                     -10.87662767
82.97846665                     -13.35031255
83.95468390                     -15.71362559
84.93090116                     -16.33368168
85.90711841                     -14.80762055
86.88333567                     -12.78845511
87.85955292                     -11.06328872
88.83577018                     -9.71968218
89.81198743                     -8.69911198
90.78820469                     -7.93424695
91.76442194                     -7.37732945
92.74063919                     -6.99022139
93.71685645                     -6.74943542
94.69307370                     -6.63656561
95.66929096                     -6.64118210
96.64550821                     -6.75620534
97.62172547                     -6.97270424
98.59794272                     -7.27753873
99.57415998                     -7.63880383
100.55037723                     -8.00668459
101.52659449                     -8.30348412
102.50281174                     -8.44251598
103.47902900                     -8.35851637
104.45524625                     -8.04017393
105.43146351                     -7.54248142
106.40768076                     -6.94526636
107.38389801                     -6.32700427
108.36011527                     -5.74045063
109.33633252                     -5.21558100
110.31254978                     -4.76819493
111.28876703                     -4.40039943
112.26498429                     -4.11247856
113.24120154                     -3.88994421
114.21741880                     -3.70674182
115.19363605                     -3.52074831
116.16985331                     -3.31837438
117.14607056                     -3.13109237
118.12228782                     -2.99487395
119.09850507                     -2.92756407
120.07472233                     -2.93044130
121.05093958                     -3.01396654
122.02715683                     -3.18949410
123.00337409                     -3.49200340
123.97959134                     -3.97238579
124.95580860                     -4.73291431
125.93202585                     -5.96362842
126.90824311                     -8.06994328
127.88446036                     -12.15917939
128.86067762                     -23.96773590
129.83689487                     -15.59393386
130.81311213                     -8.50335418
131.78932938                     -5.16799032
132.76554664                     -3.32991005
133.74176389                     -2.26754057
134.71798115                     -1.62332338
135.69419840                     -1.23769306
136.67041565                     -0.98877861
137.64663291                     -0.84974244
138.62285016                     -0.76321066
139.59906742                     -0.74578690
140.57528467                     -0.79391142
141.55150193                     -1.04827976
142.52771918                     -1.83345963
143.50393644                     -2.24539072
144.48015369                     -2.10047841
145.45637095                     -2.27516125
146.43258820                     -2.55228356
147.40880546                     -2.91437643
148.38502271                     -3.19683782
149.36123997                     -3.41933210
