        Frequency / MHz                S1,1/arg,degrees
----------------------------------------------------------------------
50.00365546                     -111.75758640
51.02413823                     -119.41117414
52.04462099                     -128.12479540
53.06510376                     -138.17975195
54.08558652                     -149.85280888
55.10606928                     -163.56417066
56.12655205                     -179.63389291
57.14703481                     161.73625161
58.16751758                     141.10248261
59.18800034                     120.67583470
60.20848311                     106.65621973
61.22896587                     116.64423369
62.24944864                     139.85785215
63.26993140                     134.45462644
64.29041416                     117.58141425
65.31089693                     98.78699155
66.33137969                     80.98979483
67.35186246                     65.18848258
68.37234522                     51.52229942
69.39282799                     39.65746846
70.41331075                     29.11267501
71.43379352                     19.32127237
72.45427628                     9.89700302
73.47475905                     0.58017835
74.49524181                     -8.73216226
75.51572457                     -18.09004561
76.53620734                     -27.54431466
77.55669010                     -37.14760024
78.57717287                     -47.01382559
79.59765563                     -57.26730420
80.61813840                     -68.11025721
81.63862116                     -79.78007675
82.65910393                     -92.59966396
83.67958669                     -106.97886639
84.70006946                     -123.44210116
85.72055222                     -142.75494928
86.74103498                     -166.06460795
87.76151775                     164.94180770
88.78200051                     129.60559200
89.80248328                     92.49190896
90.82296604                     60.63398435
91.84344881                     35.48817292
92.86393157                     14.99342136
93.88441434                     -2.83272836
94.90489710                     -19.27699666
95.92537986                     -35.21613365
96.94586263                     -51.25845250
97.96634539                     -67.94825635
98.98682816                     -85.80212345
100.00731092                     -105.33031760
101.02779369                     -126.96755467
102.04827645                     -150.70835778
103.06875922                     -175.79068333
104.08924198                     159.34430458
105.10972475                     136.25160051
106.13020751                     115.71331130
107.15069027                     97.81474688
108.17117304                     82.23624057
109.19165580                     68.60141644
110.21213857                     56.55155059
111.23262133                     45.78207989
112.25310410                     36.09246179
113.27358686                     27.31777520
114.29406963                     19.35264947
115.31455239                     11.87776901
116.33503516                     4.35490569
117.35551792                     -3.74008393
118.37600068                     -12.63485183
119.39648345                     -22.43593174
120.41696621                     -33.36365296
121.43744898                     -45.60666008
122.45793174                     -59.12320417
123.47841451                     -69.72576433
124.49889727                     75.73403984
125.51938004                     63.60353098
126.53986280                     48.90775884
127.56034557                     35.91059313
128.58082833                     24.83033101
129.60131109                     15.49266677
130.62179386                     7.44548385
131.64227662                     0.43852202
132.66275939                     -5.78879767
133.68324215                     -11.40844044
134.70372492                     -16.44420824
135.72420768                     -21.08342803
136.74469045                     -25.00715534
137.76517321                     -28.21197262
138.78565597                     -29.19536063
139.80613874                     -31.93766292
140.82662150                     -39.25312815
141.84710427                     -45.98356402
142.86758703                     -51.39798314
143.88806980                     -56.52926813
144.90855256                     -61.09846488
145.92903533                     -65.81070179
146.94951809                     -70.72335104
147.97000086                     -76.41438774
148.99048362                     -82.39935003
