        Frequency / MHz                S2,2 (6)/abs,dB
                   138.8                      -21.932112
                  139.06                      -21.673768
               139.31999                      -21.432647
                  139.58                      -21.211793
                  139.84                      -21.017461
               140.10001                      -20.855667
                  140.36                      -20.728546
                  140.62                      -20.632646
                  140.88                      -20.560362
                  141.14                      -20.504114
               141.39999                      -20.461211
                  141.66                      -20.436449
                  141.92                      -20.440393
               142.17999                      -20.483801
                  142.44                      -20.570837
                   142.7                      -20.694321
               142.96001                      -20.835785
                  143.22                      -20.971786
                  143.48                      -21.085026
               143.74001                       -21.17451
                     144                      -21.257443
               144.25999                       -21.36066
                  144.52                      -21.506561
                  144.78                      -21.700811
               145.03999                      -21.926521
                   145.3                      -22.147481
                  145.56                      -22.321282
               145.81999                      -22.417923
                  146.08                      -22.432175
                  146.34                      -22.379467
               146.60001                      -22.279121
                  146.86                      -22.139078
                  147.12                      -21.952709
                  147.38                      -21.707835
                  147.64                      -21.399861
               147.89999                      -21.038575
                  148.16                      -20.644047
                  148.42                      -20.236313
               148.67999                      -19.827255
                  148.94                      -19.419157
                   149.2                      -19.009065
               149.46001                       -18.59493
                  149.72                      -18.179443
                  149.98                      -17.769624
               150.24001                      -17.373353
                   150.5                       -16.99568
               150.75999                       -16.63726
                  151.02                      -16.295442
                  151.28                      -15.966989
               151.53999                      -15.650547
                   151.8                       -15.34749
                  152.06                      -15.060834
               152.31999                      -14.793178
                  152.58                      -14.545081
                  152.84                      -14.314793
               153.10001                      -14.099375
                  153.36                      -13.896407
                  153.62                      -13.705211
                  153.88                      -13.526888
                  154.14                       -13.36323
               154.39999                      -13.215297
                  154.66                      -13.082555
                  154.92                      -12.963068
               155.17999                      -12.854555
                  155.44                      -12.755638
                   155.7                      -12.666463
               155.96001                      -12.588337
                  156.22                      -12.522663
                  156.48                      -12.469842
               156.74001                      -12.428877
                     157                      -12.397866
               157.25999                      -12.375093
                  157.52                      -12.359986
                  157.78                      -12.353356
               158.03999                      -12.356734
                   158.3                      -12.371269
                  158.56                      -12.396888
               158.81999                      -12.432255
                  159.08                      -12.475569
                  159.34                      -12.525699
               159.60001                       -12.58294
                  159.86                      -12.648845
                  160.12                      -12.725232
                  160.38                      -12.812933
                  160.64                      -12.911084
               160.89999                      -13.017388
                  161.16                      -13.129263
                  161.42                      -13.245198
               161.67999                       -13.36553
                  161.94                      -13.492133
                   162.2                      -13.627234
               162.46001                      -13.772064
                  162.72                      -13.926143
                  162.98                      -14.087573
               163.24001                      -14.254129
                   163.5                      -14.424423
               163.75999                      -14.598443
                  164.02                      -14.777141
                  164.28                      -14.961427
               164.53999                      -15.151279
                   164.8                       -15.34556
                  165.06                      -15.542668
               165.31999                      -15.741494
                  165.58                      -15.942019
                  165.84                      -16.145066
               166.10001                      -16.351398
                  166.36                      -16.560792
                  166.62                      -16.771811
                  166.88                      -16.982457
                  167.14                      -17.191301
               167.39999                      -17.398244
                  167.66                      -17.604313
                  167.92                      -17.810577
               168.17999                      -18.016948
                  168.44                      -18.221754
                   168.7                      -18.422477
               168.96001                      -18.617195
                  169.22                      -18.805668
                  169.48                      -18.989198
               169.74001                      -19.169263
                     170                      -19.345871
               170.25999                      -19.516887
                  170.52                      -19.678922
                  170.78                      -19.829251
               171.03999                      -19.967362
                   171.3                      -20.094845
                  171.56                      -20.213552
               171.81999                      -20.323332
                  172.08                      -20.421079
                  172.34                      -20.502047
               172.60001                      -20.562716
                  172.86                      -20.603175
                  173.12                      -20.627111
                  173.38                       -20.63914
                  173.64                      -20.641277
               173.89999                      -20.631041
                  174.16                      -20.602666
                  174.42                      -20.550884
               174.67999                      -20.474837
                  174.94                       -20.37938
                   175.2                      -20.272777
               175.46001                      -20.162357
                  175.72                      -20.050905
                  175.98                      -19.935856
               176.24001                      -19.811514
                   176.5                      -19.672795
               176.75999                      -19.518183
                  177.02                      -19.350193
                  177.28                      -19.173406
               177.53999                      -18.991689
                   177.8                      -18.806492
                  178.06                      -18.617073
               178.31999                      -18.422158
                  178.58                      -18.221692
                  178.84                      -18.017506
               179.10001                      -17.812576
                  179.36                      -17.609591
                  179.62                      -17.409869
                  179.88                      -17.213294
                  180.14                      -17.019187
               180.39999                      -16.827404
                  180.66                      -16.638905
                  180.92                      -16.455444
               181.17999                       -16.27869
                  181.44                      -16.109401
                   181.7                      -15.947235
               181.96001                      -15.791254
                  182.22                      -15.640751
                  182.48                      -15.495868
               182.74001                      -15.357556
                     183                      -15.226983
               183.25999                        -15.1048
                  183.52                      -14.990762
                  183.78                      -14.883941
               184.03999                      -14.783381
                   184.3                      -14.688749
                  184.56                      -14.600548
               184.81999                      -14.519757
                  185.08                      -14.447167
                  185.34                      -14.382829
               185.60001                      -14.326002
                  185.86                       -14.27563
                  186.12                      -14.231024
                  186.38                      -14.192302
                  186.64                      -14.160299
               186.89999                      -14.135998
                  187.16                      -14.119855
                  187.42                      -14.111469
               187.67999                      -14.109833
                  187.94                       -14.11399
                   188.2                      -14.123692
               188.46001                      -14.139604
                  188.72                      -14.162908
                  188.98                      -14.194554
               189.24001                      -14.234639
                   189.5                      -14.282345
               189.75999                      -14.336479
                  190.02                      -14.396301
                  190.28                      -14.462073
               190.53999                      -14.534949
                   190.8                      -14.616227
                  191.06                      -14.706453
               191.31999                       -14.80495
                  191.58                      -14.910145
                  191.84                      -15.020505
               192.10001                      -15.135524
                  192.36                      -15.256044
                  192.62                      -15.383667
                  192.88                      -15.519563
                  193.14                      -15.663457
               193.39999                      -15.813513
                  193.66                      -15.967265
                  193.92                      -16.123078
               194.17999                       -16.28112
                  194.44                      -16.443126
                   194.7                      -16.610924
               194.96001                      -16.784693
                  195.22                       -16.96209
                  195.48                       -17.13903
               195.74001                      -17.311744
                     196                      -17.478817
               196.25999                      -17.641666
                  196.52                       -17.80286
                  196.78                      -17.963289
               197.03999                      -18.120084
                   197.3                      -18.266993
                  197.56                      -18.397352
               197.81999                      -18.507874
                  198.08                      -18.600479
                  198.34                      -18.680434
               198.60001                      -18.751793
                  198.86                       -18.81327
                  199.12                      -18.857708
                  199.38                      -18.876146
                  199.64                      -18.864271
               199.89999                      -18.826667
                  200.16                      -18.775221
                  200.42                      -18.722208
               200.67999                      -18.672377
                  200.94                      -18.618984
                   201.2                      -18.546547
               201.46001                      -18.439733
                  201.72                      -18.293641
                  201.98                      -18.118727
               202.24001                      -17.936706
                   202.5                      -17.770445
               202.75999                      -17.634151
                  203.02                       -17.52847
                  203.28                      -17.441711
               203.53999                      -17.356158
                   203.8                      -17.256732
                  204.06                      -17.137797
               204.31999                      -17.004504
                  204.58                      -16.868332
                  204.84                      -16.740193
               205.10001                      -16.625245
                  205.36                      -16.521671
                  205.62                      -16.423193
                  205.88                       -16.32343
                  206.14                      -16.219568
               206.39999                      -16.113425
                  206.66                      -16.009679
                  206.92                      -15.912738
               207.17999                      -15.824206
                  207.44                      -15.742313
                   207.7                      -15.663321
               207.96001                      -15.583921
                  208.22                      -15.503149
                  208.48                      -15.422775
               208.74001                      -15.346033
                     209                      -15.275616
               209.25999                      -15.212102
                  209.52                       -15.15372
                  209.78                      -15.097472
               210.03999                      -15.040948
                   210.3                      -14.983743
                  210.56                      -14.927633
               210.81999                      -14.875413
                  211.08                      -14.829111
                  211.34                      -14.788647
               211.60001                      -14.751766
                  211.86                        -14.7153
                  212.12                      -14.677078
                  212.38                       -14.63729
                  212.64                      -14.598404
               212.89999                      -14.563597
                  213.16                       -14.53464
                  213.42                      -14.510564
               213.67999                      -14.488022
                  213.94                      -14.463264
                   214.2                      -14.434559
               214.46001                      -14.403503
                  214.72                      -14.374145
                  214.98                      -14.350383
               215.24001                       -14.33322
                   215.5                      -14.319715
               215.75999                      -14.304505
                  216.02                      -14.283204
                  216.28                      -14.255569
               216.53999                      -14.226122
                   216.8                      -14.201481
                  217.06                      -14.185917
               217.31999                      -14.177979
                  217.58                      -14.170566
                  217.84                      -14.154988
               218.10001                      -14.126899
                  218.36                      -14.090173
                  218.62                      -14.055509
                  218.88                      -14.033984
                  219.14                      -14.029279
               219.39999                      -14.033195
                  219.66                      -14.027821
                  219.92                      -13.994736
               220.17999                      -13.927017
                  220.44                      -13.836158
                   220.7                      -13.748316
               220.96001                      -13.692095
                  221.22                      -13.685221
                  221.48                      -13.726219
               221.74001                       -13.79377
                     222                      -13.854657
               222.25999                      -13.878694
                  222.52                      -13.853835
                  222.78                      -13.791374
               223.03999                      -13.717279
                   223.3                      -13.656572
                  223.56                      -13.621117
               223.81999                      -13.606342
                  224.08                      -13.596675
                  224.34                      -13.576038
               224.60001                      -13.537496
                  224.86                      -13.486309
                  225.12                      -13.434941
                  225.38                      -13.394272
                  225.64                       -13.36706
               225.89999                      -13.347209
                  226.16                      -13.324573
                  226.42                      -13.291947
               226.67999                      -13.249642
                  226.94                      -13.204732
                   227.2                      -13.165866
               227.46001                      -13.137577
                  227.72                      -13.117756
                  227.98                      -13.099586
               228.24001                      -13.076441
                   228.5                      -13.046407
               228.75999                      -13.013389
                  229.02                      -12.984214
                  229.28                      -12.963973
               229.53999                      -12.952822
                   229.8                      -12.946212
                  230.06                      -12.938209
               230.31999                      -12.925637
                  230.58                      -12.910194
                  230.84                      -12.897157
               231.10001                      -12.891704
                  231.36                      -12.895485
                  231.62                      -12.905679
                  231.88                      -12.917064
                  232.14                      -12.925649
               232.39999                      -12.931394
                  232.66                      -12.938135
                  232.92                      -12.950834
               233.17999                       -12.97215
                  233.44                      -13.000658
                   233.7                      -13.031859
               233.96001                      -13.061258
                  234.22                      -13.087418
                  234.48                      -13.112854
               234.74001                      -13.142158
                     235                      -13.178722
               235.25999                      -13.222341
                  235.52                      -13.269307
                  235.78                      -13.314899
               236.03999                      -13.356585
                   236.3                      -13.395694
                  236.56                      -13.436364
               236.81999                      -13.482522
                  237.08                      -13.535055
                  237.34                      -13.591101
               237.60001                      -13.645928
                  237.86                      -13.696154
                  238.12                      -13.742034
                  238.38                      -13.787165
                  238.64                      -13.835833
               238.89999                      -13.889872
                  239.16                      -13.947273
                  239.42                      -14.003457
               239.67999                      -14.054384
                  239.94                      -14.099324
                   240.2                       -14.14127
               240.46001                      -14.184683
                  240.72                        -14.2322
                  240.98                      -14.282646
               241.24001                      -14.331722
                   241.5                      -14.374926
               241.75999                      -14.410662
                  242.02                      -14.441286
                  242.28                      -14.471296
               242.53999                         -14.504
                   242.8                      -14.539049
                  243.06                      -14.572579
               243.31999                      -14.599858
                  243.58                      -14.618605
                  243.84                      -14.630572
               244.10001                      -14.640202
                  244.36                      -14.651362
                  244.62                      -14.664536
                  244.88                      -14.676453
                  245.14                      -14.682388
               245.39999                      -14.679552
                  245.66                      -14.669095
                  245.92                      -14.655243
               246.17999                      -14.642233
                  246.44                      -14.631287
                   246.7                      -14.619772
               246.96001                      -14.603113
                  247.22                      -14.578104
                  247.48                      -14.545234
               247.74001                      -14.508341
                     248                      -14.471848
               248.25999                      -14.437662
                  248.52                      -14.403916
                  248.78                      -14.366429
               249.03999                      -14.321794
                   249.3                      -14.269938
                  249.56                      -14.214258
               249.81999                      -14.159277
                  250.08                      -14.107581
                  250.34                      -14.058205
               250.60001                      -14.007544
                  250.86                      -13.952147
                  251.12                      -13.891365
                  251.38                       -13.82799
                  251.64                      -13.766429
               251.89999                      -13.709799
                  252.16                      -13.657978
                  252.42                      -13.607962
               252.67999                      -13.556201
                  252.94                      -13.501281
                   253.2                      -13.445042
               253.46001                      -13.391328
                  253.72                      -13.343318
                  253.98                      -13.301329
               254.24001                      -13.262601
                   254.5                      -13.223222
               254.75999                      -13.180854
                  255.02                      -13.136385
                  255.28                      -13.093336
               255.53999                       -13.05548
                   255.8                      -13.024371
                  256.06                      -12.998479
               256.32001                       -12.97446
               256.57999                      -12.949668
                  256.84                      -12.924143
               257.10001                      -12.900655
               257.35999                      -12.882774
                  257.62                       -12.87237
                  257.88                       -12.86827
               258.13998                      -12.866996
               258.39999                      -12.865107
                  258.66                      -12.861523
               258.92001                      -12.858189
               259.17999                      -12.858609
                  259.44                       -12.86527
               259.70001                      -12.877788
               259.95999                      -12.893048
                  260.22                      -12.907251
               260.48001                      -12.918489
               260.73999                      -12.928012
                     261                      -12.939262
               261.26001                      -12.955349
               261.51999                      -12.976762
                  261.78                      -13.000912
               262.04001                      -13.023828
               262.29999                      -13.042881
                  262.56                        -13.0586
               262.82001                      -13.074249
               263.07999                       -13.09346
                  263.34                      -13.117599
               263.60001                      -13.144717
               263.85999                      -13.170832
                  264.12                      -13.192683
                  264.38                      -13.210035
               264.63998                      -13.225837
               264.89999                      -13.244106
                  265.16                      -13.267041
               265.42001                      -13.293412
               265.67999                      -13.319363
                  265.94                      -13.341088
               266.20001                      -13.357546
               266.45999                      -13.371212
                  266.72                      -13.386316
               266.98001                      -13.405802
               267.23999                      -13.429205
                   267.5                      -13.452909
               267.76001                      -13.472655
               268.01999                      -13.486568
                  268.28                      -13.496509
               268.54001                      -13.506751
               268.79999                      -13.520901
                  269.06                       -13.53931
               269.32001                      -13.558762
               269.57999                      -13.574706
                  269.84                      -13.584495
               270.10001                      -13.589316
               270.35999                      -13.593366
                  270.62                       -13.60086
                  270.88                      -13.613029
               271.13998                      -13.627237
               271.39999                      -13.638818
                  271.66                      -13.644431
               271.92001                      -13.644502
               272.17999                      -13.642983
                  272.44                      -13.644541
               272.70001                      -13.651247
               272.95999                      -13.661078
                  273.22                      -13.669302
               273.48001                      -13.671803
               273.73999                      -13.668034
                     274                      -13.661415
               274.26001                       -13.65687
               274.51999                      -13.657314
                  274.78                      -13.661584
               275.04001                      -13.665266
               275.29999                      -13.663866
                  275.56                      -13.656104
               275.82001                      -13.644916
               276.07999                      -13.635407
                  276.34                      -13.631238
               276.60001                      -13.632036
               276.85999                      -13.633641
                  277.12                       -13.63104
                  277.38                      -13.621972
               277.63998                      -13.608592
               277.89999                      -13.595951
                  278.16                      -13.588391
               278.42001                      -13.586457
               278.67999                      -13.586488
                  278.94                       -13.58318
               279.20001                      -13.573379
               279.45999                      -13.558386
                  279.72                      -13.543052
               279.98001                      -13.532315
               280.23999                      -13.527686
                   280.5                      -13.526162
               280.76001                      -13.522315
               281.01999                      -13.512154
                  281.28                      -13.496031
               281.54001                      -13.478418
               281.79999                      -13.464715
                  282.06                      -13.457409
               282.32001                      -13.454296
               282.57999                      -13.450002
                  282.84                      -13.439791
               283.10001                      -13.422991
               283.35999                       -13.40352
                  283.62                      -13.387086
                  283.88                       -13.37713
               284.13998                      -13.372372
               284.39999                       -13.36768
                  284.66                      -13.357694
               284.92001                       -13.34068
               285.17999                      -13.319827
                  285.44                      -13.300977
               285.70001                      -13.288466
               285.95999                      -13.282044
                  286.22                      -13.277015
               286.48001                      -13.267537
               286.73999                      -13.250809
                     287                      -13.229131
               287.26001                      -13.208284
               287.51999                      -13.193407
                  287.78                      -13.185352
               288.04001                      -13.180051
               288.29999                      -13.171356
                  288.56                      -13.155423
               288.82001                      -13.133524
               289.07999                      -13.111166
                  289.34                       -13.09417
               289.60001                      -13.084534
               289.85999                      -13.079001
                  290.12                      -13.071314
                  290.38                      -13.056653
               290.63998                      -13.035144
               290.89999                       -13.01181
                  291.16                      -12.992993
               291.42001                      -12.981851
               291.67999                      -12.976109
                  291.94                      -12.969614
               292.20001                      -12.956682
               292.45999                      -12.936203
                  292.72                        -12.9125
               292.98001                       -12.89225
               293.23999                      -12.879743
                   293.5                      -12.873834
               293.76001                      -12.868705
               294.01999                      -12.857943
                  294.28                      -12.839155
               294.54001                      -12.815744
               294.79999                      -12.794509
                  295.06                      -12.780792
               295.32001                      -12.774701
               295.57999                      -12.770972
                  295.84                      -12.762637
               296.10001                      -12.745994
               296.35999                      -12.723329
                  296.62                      -12.701307
                  296.88                      -12.686214
               297.13998                      -12.679494
               297.39999                      -12.676677
                  297.66                      -12.670454
               297.92001                      -12.655873
               298.17999                      -12.633948
                  298.44                      -12.610985
               298.70001                      -12.594087
               298.95999                       -12.58611
                  299.22                      -12.583622
               299.48001                      -12.579242
               299.73999                      -12.566861
                     300                      -12.546078

